"","X.1","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","street_name","blk/postalcode","postal_code","postal_2dgt","Postal_District","Region"
"1022",1022,1022,"  Blk 490 Choa Chu Kang Avenue 5 Singapore","4-Room","Model A"," Built-2015","93 sqm / $434 psf(Built)",435000,"Resale",103.741246,1.3748986,"490 choa chu kang ave 5"," singapore"," singapore","",NA,NA
"1023",1023,1023,"  Blk 228 Bishan Street 23 Singapore","4-Room","Model A"," Built-1992","105 sqm / $504 psf(Built)",570000,"Resale",103.846761,1.358119,"228 bishan street 23"," block 228"," singapore 570228","57","20","North-East"
"1024",1024,1024,"  Blk 158A Rivervale Crescent Singapore","5-Room","Model A"," Built-2003","110 sqm / $380 psf(Built)",450000,"Resale",103.906885,1.38875,"158a rivervale cres"," singapore 541158"," singapore 541158","54","19","North-East"
"1025",1025,1025,"  Blk 258 Bishan Street 22 Singapore","HDB Executive","Maisonette"," Built-1992","155 sqm / $587 psf(Built)",980000,"Resale",103.8426847,1.3598274,"258 bishan street 22"," block 258"," singapore 570258","57","20","North-East"
"1026",1026,1026,"  Blk 290C Compassvale Crescent Singapore","4-Room","New Generation"," Built-2000","90 sqm / $417 psf(Built)",405000,"Resale",103.8973996,1.3967462,"290c compassvale cres"," singapore 543290"," singapore 543290","54","19","North-East"
"1027",1027,1027,"  Blk 128 Lorong 1 Toa Payoh Singapore","3-Room","Improved"," Built-1970","67 sqm / $402 psf(Built)",290000,"Resale",103.8444058,1.3379959,"128 lor 1 toa payoh"," block 128"," singapore 310128","31","12","Central"
"1028",1028,1028,"  Blk 495B Tampines Street 43 Singapore","HDB Executive","Multi Generation"," Built-1994","147 sqm / $403 psf(Built)",638888,"Resale",103.9513128,1.3628324,"495b tampines street 43"," block 495b"," singapore 521495","52","18","East"
"1029",1029,1029,"  Blk 548 Pasir Ris Street 51 Singapore","HDB Executive","Executive Apartment"," Built-1992","144 sqm / $495 psf(Built)",768000,"Resale",103.9536925,1.3684748,"548 pasir ris street 51"," block 548"," singapore 510548","51","18","East"
"1030",1030,1030,"  Blk 63B Lengkok Bahru Singapore","5-Room","Improved"," Built-2001","121 sqm / $643 psf(Built)",838000,"Resale",103.8156035,1.2895016,"63b lengkok bahru"," block 63b"," singapore 152063","15","03","Central"
"1031",1031,1031,"  Blk 539 Serangoon North Avenue 4 Singapore","HDB Executive","Model A-maisonette"," Built-1992","147 sqm / $429 psf(Built)",680000,"Resale",103.8719486,1.3749606,"539 serangoon north ave 4"," block 539"," singapore 550539","55","19","North-East"
"1032",1032,1032,"  Blk 5 Ghim Moh Road Singapore","3-Room","Improved"," Built-1976","65 sqm / $450 psf(Built)",315000,"Resale",103.7883466,1.312624,"5 ghim moh rd"," block 5"," singapore 270005","27","10","Central"
"1033",1033,1033,"  Blk 183 Bedok North Road Singapore","4-Room","Model A"," Built-2005","92 sqm / $555 psf(Built)",550000,"Resale",103.9418172,1.3263854,"183 bedok north rd"," block 183"," singapore 460183","46","16","East"
"1034",1034,1034,"  Blk 127 Bishan Street 12 Singapore","5-Room","Improved"," Built-1986","121 sqm / $491 psf(Built)",640000,"Resale",103.8516526,1.3460807,"127 bishan street 12"," block 127"," singapore 570127","57","20","North-East"
"1035",1035,1035,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)",728000,"Resale",103.8106905,1.2932038,"58 strathmore ave"," block 58"," singapore 142058","14","03","Central"
"1036",1036,1036,"  Blk 686A Jurong West Central 1 Singapore","HDB Executive","Apartment"," Built-2000","132 sqm / $457 psf(Built)",650000,"Resale",103.7046995,1.3418097,"686b jurong west central 1"," block 686a"," singapore 642686","64","22","West"
"1037",1037,1037,"  Blk 888 Tampines Street 81 Singapore","4-Room","Model A"," Built-1988","104 sqm / $402 psf(Built)",450000,"Resale",103.9310985,1.3508713,"888 tampines street 81"," block 888"," singapore 520888","52","18","East"
"1038",1038,1038,"  Blk 519A Centrale 8 At Tampines Singapore","4-Room","Model A"," Built-2014","83 sqm / $727 psf(Built)",650000,"Resale",103.9401179,1.3562505,"519a tampines central 8"," singapore 521519"," singapore 521519","52","18","East"
"1039",1039,1039,"  Blk 6 Holland Close Singapore","3-Room","Improved(modified)"," Built-2020","60 sqm / $526 psf(Built)",340000,"Resale",103.7954772,1.3071143,"6 holland cl"," block 6"," singapore 271006","27","10","Central"
"1040",1040,1040,"  Blk 65 Kallang Bahru Singapore","3-Room","Improved"," Built-1981","65 sqm / $425 psf(Built)",298000,"Resale",103.86868,1.3202848,"65 kallang bahru"," singapore 330065"," singapore 330065","33","12","Central"
"1041",1041,1041,"  Blk 117 Clementi Street 13 Singapore","4-Room","Model A"," Built-1984","108 sqm / $481 psf(Built)",560000,"Resale",103.7715062,1.3245029,"117 clementi street 13"," block 117"," singapore 120117","12","05","West"
"1042",1042,1042,"  Blk 350 Ubi Avenue 1 Singapore","3-Room","Simplified"," Built-1985","64 sqm / $435 psf(Built)",300000,"Resale",103.9013037,1.3258861,"350 ubi ave 1"," singapore 400350"," singapore 400350","40","14","Central"
"1043",1043,1043,"  Blk 107 Potong Pasir Avenue 1 Singapore","3-Room","Model A"," Built-1984","74 sqm / $499 psf(Built)",398000,"Resale",103.8684039,1.3346386,"107 potong pasir ave 1"," block 107"," singapore 350107","35","13","Central"
"1044",1044,1044,"  Blk 747B Belvia Singapore","4-Room","Model A1"," Built-2019","86 sqm / $750 psf(Built)",695000,"Resale",103.9213614,1.3365339,"747a bedok reservoir cres"," singapore 471747"," singapore 471747","47","16","East"
"1045",1045,1045,"  Blk 447 Bright Hill Drive Singapore","5-Room","Improved"," Built-1990","125 sqm / $505 psf(Built)",680000,"Resale",103.8317403,1.3581817,"447 bright hill dr"," singapore 570447"," singapore 570447","57","20","North-East"
"1046",1046,1046,"  Blk 324C Sengkang East Way Singapore","HDB Executive","Apartment"," Built-2002","125 sqm / $482 psf(Built)",650000,"Resale",103.8918,1.39255,"324c sengkang e way"," singapore 543324"," singapore 543324","54","19","North-East"
"1047",1047,1047,"  Blk 331B Anchorvale Street Singapore","5-Room","Improved"," Built-2014","112 sqm / $471 psf(Built)",569000,"Resale",103.8902484,1.3956678,"anchorvale st"," singapore 542331"," singapore 542331","54","19","North-East"
"1048",1048,1048,"  Blk 467 North Bridge Road Singapore","3-Room","Improved"," Built-1978","60 sqm / $541 psf(Built)",350000,"Resale",103.8628852,1.305254,"467 north bridge rd"," block 467"," singapore 190467","19","07","Central"
"1049",1049,1049,"  Blk 61A Strathmore Avenue Singapore","4-Room","Model A"," Built-2011","96 sqm / $762 psf(Built)",788000,"Resale",103.8117546,1.2938744,"61a strathmore ave"," singapore 142061"," singapore 142061","14","03","Central"
"1050",1050,1050,"  Blk 427 Choa Chu Kang Avenue 4 Singapore","4-Room","Model A"," Built-1992","104 sqm / $402 psf(Built)",450000,"Resale",103.7397325,1.3808769,"427 choa chu kang ave 4"," block 427"," singapore 680427","68","23","West"
"1051",1051,1051,"  Blk 172B Edgedale Plains Singapore","5-Room","Improved"," Built-2004","110 sqm / $369 psf(Built)",438000,"Resale",103.9119068,1.3958304,"172b edgedale plains"," block 172b"," singapore 822172","82","19","North-East"
"1052",1052,1052,"  Blk 293C Compassvale Crescent Singapore","5-Room","Improved"," Built-2015","113 sqm / $509 psf(Built)",620000,"Resale",103.8954154,1.3968247,"293c compassvale cres"," singapore 543293"," singapore 543293","54","19","North-East"
"1053",1053,1053,"  Blk 120A Rivervale Drive Singapore","HDB Executive","Apartment"," Built-2001","141 sqm / $460 psf(Built)",698000,"Resale",103.904084,1.386259,"120a rivervale dr"," singapore 541120"," singapore 541120","54","19","North-East"
"1054",1054,1054,"  Blk 603 Bedok Reservoir Road Singapore","5-Room","Improved"," Built-1982","120 sqm / $379 psf(Built)",490000,"Resale",103.9123599,1.3299934,"603 bedok reservoir rd"," block 603"," singapore 470603","47","16","East"
"1055",1055,1055,"  Blk 3 Pine Close Singapore","4-Room","Model A"," Built-1998","95 sqm / $664 psf(Built)",680000,"Resale",103.883266,1.3071126,"3 pine cl"," block 3"," singapore 392003","39","14","Central"
"1056",1056,1056,"  Blk 229 Lorong 8 Toa Payoh Singapore","5-Room","Improved"," Built-1976","114 sqm / $444 psf(Built)",545000,"Resale",103.8591683,1.3387228,"229 lor 8 toa payoh"," block 229"," singapore 310229","31","12","Central"
"1057",1057,1057,"  Blk 91 Dawson Road Singapore","5-Room","Improved"," Built-2016","99 sqm / $1,068 psf(Built)",1138800,"Resale",103.8124286,1.2953426,"91 dawson rd"," singapore 144091"," singapore 144091","14","03","Central"
"1058",1058,1058,"  Blk 135 Marsiling Road Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1995","170 sqm / $397 psf(Built)",728000,"Resale",103.7777758,1.4375566,"135 marsiling rd"," block 135"," singapore 730135","73","25","North"
"1059",1059,1059,"  Blk 788D Woodlands Crescent Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $441 psf(Built)",680000,"Resale",103.8023818,1.4439563,"788d woodlands cres"," block 788d"," singapore 734788","73","25","North"
"1060",1060,1060,"  Blk 221B Bedok Central Singapore","4-Room","Standard"," Built-2010","94 sqm / $726 psf(Built)",735000,"Resale",103.934526,1.325015,"221b bedok central"," singapore 462221"," singapore 462221","46","16","East"
"1061",1061,1061,"  Blk 148 Bishan Street 11 Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1987","160 sqm / $627 psf(Built)",1080000,"Resale",103.854642,1.344233,"148 bishan street 11"," block 148"," singapore 570148","57","20","North-East"
"1062",1062,1062,"  Blk 107 Potong Pasir Avenue 1 Singapore","3-Room","Model A"," Built-1984","74 sqm / $499 psf(Built)",398000,"Resale",103.8684039,1.3346386,"107 potong pasir ave 1"," block 107"," singapore 350107","35","13","Central"
"1063",1063,1063,"  Blk 3 Jalan Batu Singapore","3-Room","Improved"," Built-1969","60 sqm / $477 psf(Built)",308000,"Resale",103.8839057,1.3029425,"3 jln batu"," block 3"," singapore 431003","43","15","East"
"1064",1064,1064,"  Blk 84 Lorong 2 Toa Payoh Singapore","4-Room","Model A"," Built-1997","105 sqm / $664 psf(Built)",750000,"Resale",103.847793,1.3352337,"84 lor 2 toa payoh"," singapore 310084"," singapore 310084","31","12","Central"
"1065",1065,1065,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $540 psf(Built)",535000,"Resale",103.8991162,1.4080103,"308c punggol walk"," singapore 823308"," singapore 823308","82","19","North-East"
"1066",1066,1066,"  Blk 308B Punggol Walk Singapore","5-Room","Model A"," Built-2016","92 sqm / $565 psf(Built)",560000,"Resale",103.8998529,1.4076815,"308b punggol walk"," singapore 822308"," singapore 822308","82","19","North-East"
"1067",1067,1067,"  Blk 603 Bedok Reservoir Road Singapore","5-Room","Improved"," Built-1982","120 sqm / $379 psf(Built)",490000,"Resale",103.9123599,1.3299934,"603 bedok reservoir rd"," block 603"," singapore 470603","47","16","East"
"1068",1068,1068,"  Blk 266C Punggol Way Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)",480000,"Resale",103.8977016,1.4050971,"266 c punggol way"," singapore 820268"," singapore 820268","82","19","North-East"
"1069",1069,1069,"  Blk 155 Bishan Street 13 Singapore","5-Room","Improved"," Built-1987","131 sqm / $585 psf(Built)",825000,"Resale",103.8558197,1.3462762,"155 bishan street 13"," block 155"," singapore 570155","57","20","North-East"
"1070",1070,1070,"  Blk 155 Bishan Street 13 Singapore","5-Room","Improved"," Built-1987","121 sqm / $605 psf(Built)",788000,"Resale",103.8558197,1.3462762,"155 bishan street 13"," block 155"," singapore 570155","57","20","North-East"
"1071",1071,1071,"  Blk 216 Serangoon Avenue 4 Singapore","5-Room","Improved"," Built-1985","121 sqm / $522 psf(Built)",680000,"Resale",103.8731229,1.3575177,"216 serangoon ave 4"," block 216"," singapore 550216","55","19","North-East"
"1072",1072,1072,"  Blk 645 Punggol Central Singapore","5-Room","Standard"," Built-2005","110 sqm / $375 psf(Built)",445000,"Resale",103.916257,1.397783,"645 punggol central"," block 645"," singapore 820645","82","19","North-East"
"1073",1073,1073,"  Blk 275A Jurong West Street 25 Singapore","4-Room","Model A"," Built-2002","90 sqm / $379 psf(Built)",368000,"Resale",103.7021072,1.3524557,"275a jurong west street 25"," block 275a"," singapore 641275","64","22","West"
"1074",1074,1074,"  Blk 336 Ubi Avenue 1 Singapore","5-Room","Model A"," Built-1986","121 sqm / $403 psf(Built)",525000,"Resale",103.9020287,1.3258088,"336 ubi ave 1"," block 336"," singapore 400336","40","14","Central"
"1075",1075,1075,"  Blk 130 Edgedale Plains Singapore","5-Room","Premium Apartment"," Built-2003","111 sqm / $418 psf(Built)",500000,"Resale",103.909791,1.393372,"130 edgedale plains"," singapore"," singapore","",NA,NA
"1076",1076,1076,"  Blk 43 Circuit Road Singapore","3-Room","Standard (modified"," Built-1971","61 sqm / $435 psf(Built)",286000,"Resale",103.8869889,1.3286577,"#05-674 circuit rd"," block 43"," singapore 370043","37","13","Central"
"1077",1077,1077,"  Blk 334C Anchorvale Crescent Singapore","3-Room","Model A"," Built-2015","67 sqm / $457 psf(Built)",330000,"Resale",103.8899219,1.3974262,"334c anchorvale cres"," singapore 543334"," singapore 543334","54","19","North-East"
"1078",1078,1078,"  Blk 139 Lake Vista @ Yuan Ching Singapore","4-Room","Model A"," Built-2014","89 sqm / $678 psf(Built)",650000,"Resale",103.7243,1.328432,"yuan ching rd"," 138b"," singapore","",NA,NA
"1079",1079,1079,"  Blk 443A Fajar Road Singapore","4-Room","Model A"," Built-2016","93 sqm / $484 psf(Built)",485000,"Resale",103.7696542,1.381492,"443a fajar rd"," singapore 674442"," singapore 674442","67","23","West"
"1080",1080,1080,"  Blk 336 Ang Mo Kio Avenue 1 Singapore","4-Room","New Generation"," Built-1982","91 sqm / $428 psf(Built)",420000,"Resale",103.8518338,1.3635095,"336 ang mo kio ave 1"," block 336"," singapore 560336","56","20","North-East"
"1081",1081,1081,"  Blk 230 Compassvale Walk Singapore","4-Room","Model A"," Built-1999","101 sqm / $381 psf(Built)",415000,"Resale",103.9013943,1.388785,"230 compassvale walk"," singapore 540230"," singapore 540230","54","19","North-East"
"1082",1082,1082,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)",600000,"Resale",103.9003069,1.3767753,"473a upper serangoon cres"," singapore 531473"," singapore 531473","53","19","North-East"
"1083",1083,1083,"  Blk 18 Marine Terrace Singapore","4-Room","Improved"," Built-1975","88 sqm / $505 psf(Built)",479000,"Resale",103.9141272,1.3032478,"18 marine terrace"," block 18"," singapore 440018","44","15","East"
"1084",1084,1084,"  Blk 258 Serangoon Central Drive Singapore","5-Room","Improved"," Built-1999","115 sqm / $620 psf(Built)",768000,"Resale",103.8725778,1.3550337,"258 serangoon central dr"," block 258"," singapore 550258","55","19","North-East"
"1085",1085,1085,"  Blk 308A Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $597 psf(Built)",720000,"Resale",103.9005963,1.4076123,"308a punggol walk"," singapore 821308"," singapore 821308","82","19","North-East"
"1086",1086,1086,"  Blk 665A Punggol Drive Singapore","4-Room","Premium Apartment"," Built-2016","93 sqm / $469 psf(Built)",470000,"Resale",103.9138341,1.4021164,"665a punggol dr"," singapore 821665"," singapore 821665","82","19","North-East"
"1087",1087,1087,"  Blk 7 Kim Tian Place Singapore","5-Room","Model A"," Built-1984","131 sqm / $658 psf(Built)",928000,"Resale",103.8270061,1.2835152,"7 kim tian pl"," singapore 160007"," singapore 160007","16","03","Central"
"1088",1088,1088,"  Blk 668B Edgefield Plains Singapore","4-Room","Model A"," Built-2016","113 sqm / $608 psf(Built)",740000,"Resale",103.9130631,1.4048962,"668b edgefield plains"," singapore 822668"," singapore 822668","82","19","North-East"
"1089",1089,1089,"  Blk 88 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $963 psf(Built)",860000,"Resale",103.8093768,1.2958156,"88 dawson rd"," singapore 142088"," singapore 142088","14","03","Central"
"1090",1090,1090,"  Blk 475A Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $656 psf(Built)",650000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"1091",1091,1091,"  Blk 256B Sumang Walk Singapore","4-Room","Model A2"," Built-2015","93 sqm / $549 psf(Built)",550000,"Resale",103.8954588,1.4055689,"256 sumang walk"," singapore"," singapore","",NA,NA
"1092",1092,1092,"  Blk 458 Choa Chu Kang Avenue 4 Singapore","5-Room","Premium Apartment"," Built-2000","123 sqm / $391 psf(Built)",518000,"Resale",103.736112,1.3782589,"458 choa chu kang ave 4"," block 458"," singapore 680458","68","23","West"
"1093",1093,1093,"  Blk 323 Jurong East Street 31 Singapore","HDB Executive","Maisonette"," Built-1985","149 sqm / $405 psf(Built)",650000,"Resale",103.7290554,1.3484792,"323 jurong east street 31"," block 323"," singapore 600323","60","22","West"
"1094",1094,1094,"  Blk 9A Tiong Bahru View Singapore","4-Room","Model A"," Built-2016","92 sqm / $898 psf(Built)",890000,"Resale",103.8289617,1.2869311,"9b boon tiong rd"," singapore 163009"," singapore 163009","16","03","Central"
"1095",1095,1095,"  Blk 1B The Pinnacle@Duxton Singapore","4-Room","Model A"," Built-2011","95 sqm / $1,171 psf(Built)",1198000,"Resale",103.8412344,1.2757638,"1g cantonment rd"," singapore 085301"," singapore 085301","08","02","Central"
"1096",1096,1096,"  Blk 268 Bukit Batok East Avenue 4 Singapore","4-Room","Simplified"," Built-1985","84 sqm / $418 psf(Built)",378000,"Resale",103.7591068,1.3493318,"268 bukit batok east ave 4"," block 268"," singapore 650268","65","23","West"
"1097",1097,1097,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $543 psf(Built)",538000,"Resale",103.9005963,1.4076123,"308a punggol walk"," singapore 821308"," singapore 821308","82","19","North-East"
"1098",1098,1098,"  Blk 424 Serangoon Central Singapore","HDB Executive","Na"," Built-1989","146 sqm / $604 psf(Built)",950000,"Resale",103.8755925,1.34812,"424 serangoon central"," block 424"," singapore 550424","55","19","North-East"
"1099",1099,1099,"  Blk 128 Pasir Ris Street 11 Singapore","HDB Executive","Maisonette"," Built-1988","146 sqm / $424 psf(Built)",668000,"Resale",103.9553243,1.3661951,"128 pasir ris street 11"," block 128"," singapore 510128","51","18","East"
"1100",1100,1100,"  Blk 187 Punggol Central Singapore","HDB Executive","Apartment"," Built-2004","128 sqm / $406 psf(Built)",560000,"Resale",103.91129,1.3990554,"187 punggol central"," singapore 820187"," singapore 820187","82","19","North-East"
"1101",1101,1101,"  Blk 93 Dawson Road Singapore","5-Room","Model A"," Built-2016","122 sqm / $952 psf(Built)",1250000,"Resale",103.8116287,1.294954,"93 dawson rd"," singapore 141092"," singapore 141092","14","03","Central"
"1102",1102,1102,"  Blk 36 Cassia Crescent Singapore","3-Room","Improved"," Built-1986","59 sqm / $611 psf(Built)",388000,"Resale",103.8851727,1.3098859,"36 cassia cres"," block 36"," singapore 390036","39","14","Central"
"1103",1103,1103,"  Blk 475D Parkland Residences Singapore","4-Room","New Generation"," Built-2014","92 sqm / $706 psf(Built)",699000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"1104",1104,1104,"  Blk 214 Bedok North Street 1 Singapore","3-Room","Model A"," Built-1980","68 sqm / $498 psf(Built)",365000,"Resale",103.9324808,1.3259269,"214 bedok north street 1"," singapore 460214"," singapore 460214","46","16","East"
"1105",1105,1105,"  Blk 93 Whampoa Drive Singapore","3-Room","Improved"," Built-1974","65 sqm / $457 psf(Built)",320000,"Resale",103.8548232,1.3222002,"93 whampoa dr"," block 93"," singapore 320093","32","12","Central"
"1106",1106,1106,"  Blk 131B Kim Tian Road Singapore","4-Room","Model A"," Built-2002","91 sqm / $693 psf(Built)",680000,"Resale",103.8282723,1.2809123,"131b kim tian rd"," singapore 162131"," singapore 162131","16","03","Central"
"1107",1107,1107,"  Blk 206 MARSILING DRIVE Singapore","3-Room","New Generation"," Built-1980","68 sqm / $382 psf(Built)",280000,"Resale",103.7733621,1.4453471,"206 marsiling dr"," singapore 730206"," singapore 730206","73","25","North"
"1108",1108,1108,"  Blk 670B Edgefield Plains Singapore","5-Room","Improved"," Built-2016","113 sqm / $559 psf(Built)",680000,"Resale",103.9133916,1.4053002,"edgefield plains"," singapore 821671"," singapore 821671","82","19","North-East"
"1109",1109,1109,"  Blk 819 Tampines Street 81 Singapore","3-Room","New Generation"," Built-1984","68 sqm / $464 psf(Built)",340000,"Resale",103.9369223,1.3483668,"819 tampines street 81"," block 819"," singapore 520819","52","18","East"
"1110",1110,1110,"  Blk 298A Compassvale Street Singapore","HDB Executive","Executive Apartment"," Built-2001","133 sqm / $438 psf(Built)",628000,"Resale",103.9016662,1.3952325,"298a compassvale st"," singapore 541298"," singapore 541298","54","19","North-East"
"1111",1111,1111,"  Blk 518A The Premiere @ Tampines Singapore","4-Room","Model A"," Built-2008","92 sqm / $634 psf(Built)",628000,"Resale",103.9388706,1.3566593,"515 tampines central 7"," singapore 524515"," singapore 524515","52","18","East"
"1112",1112,1112,"  Blk 260B Punggol Way Singapore","4-Room","Model A"," Built-2015","93 sqm / $478 psf(Built)",479000,"Resale",103.8967952,1.4047619,"260b punggol way"," singapore"," singapore","",NA,NA
"1113",1113,1113,"  Blk 631 Jurong West Street 65 Singapore","5-Room","Model A"," Built-2001","110 sqm / $380 psf(Built)",450000,"Resale",103.7002748,1.3435825,"631 jurong west street 65"," block 631"," singapore 640631","64","22","West"
"1114",1114,1114,"  Blk 642 Ang Mo Kio Avenue 5 Singapore","5-Room","Improved"," Built-1980","121 sqm / $445 psf(Built)",580000,"Resale",103.8404202,1.3779366,"642 ang mo kio ave 5"," block 642"," singapore 560642","56","20","North-East"
"1115",1115,1115,"  Blk 306B Anchorvale Link Singapore","HDB Executive","Executive Apartment"," Built-2001","128 sqm / $412 psf(Built)",569000,"Resale",103.888603,1.3895615,"306b anchorvale link"," singapore 542306"," singapore 542306","54","19","North-East"
"1116",1116,1116,"  Blk 502 Hougang Avenue 8 Singapore","3-Room","Improved"," Built-1987","121 sqm / $403 psf(Built)",526000,"Resale",103.8868168,1.3727349,"502 hougang ave 8"," singapore 530502"," singapore 530502","53","19","North-East"
"1117",1117,1117,"  Blk 139 Marsiling Road Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1995","173 sqm / $378 psf(Built)",705000,"Resale",103.7773005,1.4377246,"139 marsiling rd"," block 139"," singapore 730139","73","25","North"
"1118",1118,1118,"  Blk 473D Upper Serangoon Crescent Singapore","5-Room","Model A"," Built-2015","113 sqm / $526 psf(Built)",640000,"Resale",103.9017568,1.3766934,"473d upper serangoon cres"," singapore 538473"," singapore 538473","53","19","North-East"
"1119",1119,1119,"  Blk 106 Bukit Purmei Road Singapore","4-Room","Model A"," Built-1984","103 sqm / $486 psf(Built)",540000,"Resale",103.8256575,1.2730751,"106 bukit purmei rd"," block 106"," singapore 090106","09","04","Central"
"1120",1120,1120,"  Blk 520B Centrale 8 At Tampines Singapore","5-Room","Improved"," Built-2014","108 sqm / $700 psf(Built)",815000,"Resale",103.9404167,1.3568659,"519 tampines central 8"," singapore 520519"," singapore 520519","52","18","East"
"1121",1121,1121,"  Blk 88 Dawson Road Singapore","4-Room","Model A"," Built-2015","87 sqm / $907 psf(Built)",849000,"Resale",103.8093768,1.2958156,"88 dawson rd"," singapore 142088"," singapore 142088","14","03","Central"
"1122",1122,1122,"  Blk 207B Punggol Place Singapore","5-Room","Improved"," Built-2014","112 sqm / $493 psf(Built)",595000,"Resale",103.9003859,1.4003633,"207b punggol pl"," singapore 822207"," singapore 822207","82","19","North-East"
"1123",1123,1123,"  Blk 293D Compassvale Crescent Singapore","5-Room","Improved"," Built-2016","113 sqm / $491 psf(Built)",598000,"Resale",103.8953137,1.3963275,"293d compassvale cres"," singapore 543293"," singapore 543293","54","19","North-East"
"1124",1124,1124,"  Blk 252 Tampines Street 21 Singapore","3-Room","New Generation"," Built-1985","67 sqm / $510 psf(Built)",368000,"Resale",103.9489785,1.3525418,"252 tampines street 21"," block 252"," singapore 520252","52","18","East"
"1125",1125,1125,"  Blk 410 Jurong West Street 42 Singapore","HDB Executive","Maisonette"," Built-1985","148 sqm / $350 psf(Built)",558000,"Resale",103.7264278,1.3536895,"410 jurong west street 42"," block 410"," singapore 640410","64","22","West"
"1126",1126,1126,"  Blk 759 Woodlands Avenue 6 Singapore","4-Room","Model A"," Built-1998","103 sqm / $324 psf(Built)",360000,"Resale",103.7952282,1.4464231,"759 woodlands ave 6"," block 759"," singapore 730759","73","25","North"
"1127",1127,1127,"  Blk 132 Geylang East Avenue 1 Singapore","HDB Executive","Apartment"," Built-1987","145 sqm / $543 psf(Built)",849000,"Resale",103.8858583,1.3162784,"132 geylang east ave 1"," block 132"," singapore 380132","38","14","Central"
"1128",1128,1128,"  Blk 3 Delta Avenue Singapore","4-Room","New Generation"," Built-1985","91 sqm / $663 psf(Built)",650000,"Resale",103.8271056,1.2917781,"3 delta ave"," block 3"," singapore 160003","16","03","Central"
"1129",1129,1129,"  Blk 36 Eunos Crescent Singapore","3-Room","Model A"," Built-2006","60 sqm / $739 psf(Built)",478000,"Resale",103.9016662,1.3211284,"36 eunos cres"," block 36"," singapore 400036","40","14","Central"
"1130",1130,1130,"  Blk 671A Edgefield Plains Singapore","4-Room","Model A"," Built-2015","92 sqm / $494 psf(Built)",490000,"Resale",103.912088,1.4060178,"671a edgefield plains"," singapore 821671"," singapore 821671","82","19","North-East"
"1131",1131,1131,"  Blk 138C Lake Vista @ Yuan Ching Singapore","3-Room","New Generation"," Built-2014","75 sqm / $631 psf(Built)",510000,"Resale",103.7243,1.328432,"yuan ching rd"," 138b"," singapore","",NA,NA
"1132",1132,1132,"  Blk 807B Choa Chu Kang Avenue 1 Singapore","5-Room","Improved"," Built-2015","112 sqm / $480 psf(Built)",580000,"Resale",103.7453597,1.3763981,"807b choa chu kang ave 1"," singapore 682807"," singapore 682807","68","23","West"
"1133",1133,1133,"  Blk 104 Bukit Purmei Road Singapore","4-Room","Model A"," Built-1984","105 sqm / $487 psf(Built)",550888,"Resale",103.8257478,1.2724898,"104 bukit purmei rd"," block 104"," singapore 090104","09","04","Central"
"1134",1134,1134,"  Blk 77A Redhill Road Singapore","4-Room","New Generation"," Built-2005","89 sqm / $751 psf(Built)",720000,"Resale",103.817419,1.288475,"77a redhill rd"," singapore 151077"," singapore 151077","15","03","Central"
"1135",1135,1135,"  Blk 871 Tampines Street 84 Singapore","4-Room","Model A"," Built-1988","104 sqm / $418 psf(Built)",468000,"Resale",103.9331434,1.3543981,"871 tampines street 84"," singapore 520871"," singapore 520871","52","18","East"
"1136",1136,1136,"  Blk 1 The Pinnacle@Duxton Singapore","4-Room","Simplified"," Built-2010","95 sqm / $949 psf(Built)",969969,"Resale",103.8412344,1.2757638,"1g cantonment rd"," singapore 085301"," singapore 085301","08","02","Central"
"1137",1137,1137,"  Blk 209A Punggol Place Singapore","4-Room","Model A"," Built-2014","92 sqm / $424 psf(Built)",420000,"Resale",103.9010078,1.3995526,"209a punggol pl"," singapore 821209"," singapore 821209","82","19","North-East"
"1138",1138,1138,"  Blk 213B Punggol Walk Singapore","5-Room","Improved"," Built-2015","113 sqm / $468 psf(Built)",570000,"Resale",103.8982453,1.4006955,"213b punggol walk"," singapore 828792"," singapore 828792","82","19","North-East"
"1139",1139,1139,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)",600000,"Resale",103.9003069,1.3767753,"473a upper serangoon cres"," singapore 531473"," singapore 531473","53","19","North-East"
