"","X.1","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","street_name","blk/postalcode","postal_code","postal_2dgt","Postal_District","Region"
"121",121,121,"  Blk 138D Lake Vista @ Yuan Ching Singapore","4-Room","Dbss"," Built-2014","91 sqm / $607 psf(Built)",595000,"Resale",103.723436,1.327773,"blk 138d yuan ching rd"," singapore 614138"," singapore 614138","61","22","West"
"122",122,122,"  Blk 105 Bedok Reservoir Road Singapore","3-Room","New Generation"," Built-1985","67 sqm / $457 psf(Built)",330000,"Resale",103.909188,1.3291336,"105 bedok reservoir rd"," block 105"," singapore 470105","47","16","East"
"123",123,123,"  Blk 442C Fajar Road Singapore","4-Room","Model A"," Built-2015","93 sqm / $449 psf(Built)",450000,"Resale",103.7709292,1.381497,"442c fajar rd"," singapore 674442"," singapore 674442","67","23","West"
"124",124,124,"  Blk 298C Compassvale Street Singapore","HDB Executive","Executive Apartment"," Built-2001","134 sqm / $402 psf(Built)",580000,"Resale",103.9014441,1.3964075,"298c compassvale st"," singapore 543298"," singapore 543298","54","19","North-East"
"125",125,125,"  Blk 101 Yishun Avenue 5 Singapore","3-Room","New Generation"," Built-1978","68 sqm / $408 psf(Built)",299000,"Resale",103.8275584,1.4312508,"101 yishun ave 5"," singapore 760101"," singapore 760101","76","27","North"
"126",126,126,"  Blk 695 Jurong West Central 1 Singapore","5-Room","Design & Built"," Built-1998","126 sqm / $441 psf(Built)",598000,"Resale",103.7073329,1.3425898,"695 jurong west central 1"," block 695"," singapore 640695","64","22","West"
"127",127,127,"  Blk 19 Bedok South Road Singapore","5-Room","Improved"," Built-1976","119 sqm / $498 psf(Built)",638000,"Resale",103.9342936,1.3196254,"19 bedok s rd"," block 19"," singapore 460019","46","16","East"
"128",128,128,"  Blk 221 Boon Lay Place Singapore","5-Room","Standard"," Built-1976","109 sqm / $426 psf(Built)",499999,"Resale",103.7124483,1.3461938,"221 boon lay pl"," singapore 640221"," singapore 640221","64","22","West"
"129",129,129,"  Blk 111 Jurong East Street 13 Singapore","5-Room","Improved"," Built-1981","120 sqm / $386 psf(Built)",500000,"Resale",103.735569,1.3387661,"111 jurong east street 13"," block 111"," singapore 600111","60","22","West"
"130",130,130,"  Blk 666B Punggol Drive Singapore","5-Room","Premium Apartment"," Built-2016","113 sqm / $542 psf(Built)",660000,"Resale",103.9153018,1.4019207,"666b punggol dr"," singapore 822666"," singapore 822666","82","19","North-East"
"131",131,131,"  Blk 28B Dover Crescent Singapore","4-Room","Model A"," Built-2012","88 sqm / $726 psf(Built)",688000,"Resale",103.7819406,1.3053608,"28b dover cres"," singapore 132028"," singapore 132028","13","05","West"
"132",132,132,"  Blk 107 Jalan Bukit Merah Singapore","3-Room","Improved"," Built-1970","63 sqm / $427 psf(Built)",290000,"Resale",103.8247507,1.2799457,"107 jalan bukit merah"," block 107"," singapore 160107","16","03","Central"
"133",133,133,"  Blk 519C Centrale 8 At Tampines Singapore","4-Room","Model A"," Built-2014","84 sqm / $735 psf(Built)",665000,"Resale",103.9400496,1.3562179,"519c tampines central 8"," singapore 524519"," singapore 524519","52","18","East"
"134",134,134,"  Blk 183 Bedok North Road Singapore","4-Room","Model A"," Built-2005","92 sqm / $631 psf(Built)",625000,"Resale",103.9418172,1.3263854,"183 bedok north rd"," block 183"," singapore 460183","46","16","East"
"135",135,135,"  Blk 308 Shunfu Road Singapore","3-Room","New Generation"," Built-1984","67 sqm / $624 psf(Built)",450000,"Resale",103.8379898,1.3515149,"308 shunfu rd"," singapore 570308"," singapore 570308","57","20","North-East"
"136",136,136,"  Blk 52 Telok Blangah Drive Singapore","5-Room","Improved"," Built-1978","118 sqm / $511 psf(Built)",650000,"Resale",103.8111707,1.2738102,"52 telok blangah dr"," block 52"," singapore 100052","10","04","Central"
"137",137,137,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)",600000,"Resale",103.9003069,1.3767753,"473a upper serangoon cres"," singapore 531473"," singapore 531473","53","19","North-East"
"138",138,138,"  Blk 311B Trivelis Singapore","4-Room","Model A"," Built-2014","82 sqm / $869 psf(Built)",768000,"Resale",103.7655694,1.3191667,"311a clementi ave 4"," singapore 121311"," singapore 121311","12","05","West"
"139",139,139,"  Blk 6 Holland Close Singapore","3-Room","Improved"," Built-1974","65 sqm / $540 psf(Built)",378000,"Resale",103.7954772,1.3071143,"6 holland cl"," block 6"," singapore 271006","27","10","Central"
"140",140,140,"  Blk 245 Pasir Ris Street 21 Singapore","HDB Executive","Executive Apartment"," Built-1993","150 sqm / $426 psf(Built)",688000,"Resale",103.962849,1.3710566,"245 pasir ris street 21"," singapore 510245"," singapore 510245","51","18","East"
"141",141,141,"  Blk 476C Upper Serangoon View Singapore","5-Room","Built-2016",NA,"112 sqm / $580 psf(Built)",700000,"Resale",103.9042942,1.3780703,"476c upper serangoon view"," singapore 531476"," singapore 531476","53","19","North-East"
"142",142,142,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $555 psf(Built)",550000,"Resale",103.9005963,1.4076123,"308a punggol walk"," singapore 821308"," singapore 821308","82","19","North-East"
"143",143,143,"  Blk 183C Boon Lay Avenue Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)",480000,"Resale",103.7092363,1.3485931,"183c boon lay ave"," singapore 643183"," singapore 643183","64","22","West"
"144",144,144,"  Blk 436 Ang Mo Kio Avenue 10 Singapore","4-Room","New Generation"," Built-1979","92 sqm / $454 psf(Built)",450000,"Resale",103.8539133,1.3673911,"436 ang mo kio ave 10"," block 436"," singapore 560436","56","20","North-East"
"145",145,145,"  Blk 469B Admiralty Drive Singapore","HDB Executive","Apartment"," Built-2001","137 sqm / $332 psf(Built)",490000,"Resale",103.8133847,1.4484762,"469b admiralty dr"," block 469b"," singapore 752469","75","27","North"
"146",146,146,"  Blk 105 Bedok Reservoir Road Singapore","3-Room","New Generation"," Built-1985","67 sqm / $457 psf(Built)",330000,"Resale",103.909188,1.3291336,"105 bedok reservoir rd"," block 105"," singapore 470105","47","16","East"
"147",147,147,"  Blk 332B Anchorvale Link Singapore","5-Room","Improved"," Built-2015","112 sqm / $538 psf(Built)",650000,"Resale",103.8914065,1.3951513,"332c anchorvale link"," blk 332b"," singapore 543332","54","19","North-East"
"148",148,148,"  Blk 708 Tampines Street 71 Singapore","5-Room","Improved"," Built-1997","119 sqm / $441 psf(Built)",565000,"Resale",103.936767,1.358019,"708 tampines street 71"," singapore 520708"," singapore 520708","52","18","East"
"149",149,149,"  Blk 622C Punggol Central Singapore","4-Room","Model A"," Built-2014","95 sqm / $444 psf(Built)",455000,"Resale",103.9107966,1.4007295,"622c punggol central"," singapore 823622"," singapore 823622","82","19","North-East"
"150",150,150,"  Blk 645 Punggol Central Singapore","5-Room","Standard"," Built-2005","110 sqm / $375 psf(Built)",445000,"Resale",103.916257,1.397783,"645 punggol central"," block 645"," singapore 820645","82","19","North-East"
"151",151,151,"  Blk 296C Compassvale Crescent Singapore","5-Room","Improved"," Built-2002","110 sqm / $404 psf(Built)",479000,"Resale",103.8996726,1.3975166,"296c compassvale cres"," singapore 543296"," singapore 543296","54","19","North-East"
"152",152,152,"  Blk 267 Toh Guan Road Singapore","5-Room","Model A"," Built-1998","121 sqm / $474 psf(Built)",618000,"Resale",103.7447108,1.3410576,"267 toh guan rd"," block 267"," singapore 600267","60","22","West"
"153",153,153,"  Blk 310B Punggol Walk Singapore","4-Room","Improved"," Built-2015","92 sqm / $563 psf(Built)",558000,"Resale",103.9004061,1.4094207,"310b punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"154",154,154,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $923 psf(Built)",825000,"Resale",103.8124286,1.2953426,"91 dawson rd"," singapore 144091"," singapore 144091","14","03","Central"
"155",155,155,"  Blk 8 Holland Avenue Singapore","4-Room","Model A"," Built-1974","82 sqm / $578 psf(Built)",510000,"Resale",103.7945038,1.306882,"8 holland ave"," block 8"," singapore 271008","27","10","Central"
"156",156,156,"  Blk 15 Beach Road Singapore","4-Room","Built-1975",NA,"77 sqm / $624 psf(Built)",518000,"Resale",103.8555367,1.2958343,"15 beach rd"," singapore 190015"," singapore 190015","19","07","Central"
"157",157,157,"  Blk 9 Holland Avenue Singapore","4-Room","Improved"," Built-1974","86 sqm / $570 psf(Built)",528000,"Resale",103.7947075,1.307704,"9 holland ave"," singapore 272009"," singapore 272009","27","10","Central"
"158",158,158,"  Blk 443D Fajar Road Singapore","5-Room","Improved"," Built-2016","113 sqm / $542 psf(Built)",660000,"Resale",103.7704708,1.3805372,"443d fajar rd"," singapore 674442"," singapore 674442","67","23","West"
"159",159,159,"  Blk 332C Anchorvale Link Singapore","5-Room","Model A"," Built-2015","112 sqm / $497 psf(Built)",600000,"Resale",103.8914065,1.3951513,"332c anchorvale link"," blk 332b"," singapore 543332","54","19","North-East"
"160",160,160,"  Blk 260B Punggol Way Singapore","4-Room","Model A"," Built-2015","93 sqm / $478 psf(Built)",479000,"Resale",103.8967952,1.4047619,"260b punggol way"," singapore"," singapore","",NA,NA
"161",161,161,"  Blk 212A Punggol Walk Singapore","5-Room","Standard"," Built-2015","93 sqm / $467 psf(Built)",468000,"Resale",103.8991918,1.3997175,"212 punggol walk"," singapore 822209"," singapore 822209","82","19","North-East"
"162",162,162,"  Blk 268C Punggol Field Singapore","4-Room","Model A"," Built-2013","97 sqm / $522 psf(Built)",545000,"Resale",103.897846,1.403457,"268c punggol field"," singapore 823268"," singapore 823268","82","19","North-East"
"163",163,163,"  Blk 111A Depot Road Singapore","5-Room","Model A"," Built-2006","115 sqm / $614 psf(Built)",760000,"Resale",103.8088168,1.2811278,"111a depot rd"," block 111a"," singapore 101111","10","04","Central"
"164",164,164,"  Blk 522C Tampines Central 7 Singapore","3-Room","Model A"," Built-2015","93 sqm / $584 psf(Built)",585000,"Resale",103.9394263,1.3579162,"522c tampines central 7"," singapore 523522"," singapore 523522","52","18","East"
"165",165,165,"  Blk 63A Lengkok Bahru Singapore","4-Room","Standard"," Built-2001","94 sqm / $750 psf(Built)",760000,"Resale",103.8153318,1.2897957,"63a lengkok bahru"," block 63a"," singapore 151063","15","03","Central"
"166",166,166,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $606 psf(Built)",600000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"167",167,167,"  Blk 520B Centrale 8 At Tampines Singapore","5-Room","Improved"," Built-2014","108 sqm / $700 psf(Built)",815000,"Resale",103.9404167,1.3568659,"519 tampines central 8"," singapore 520519"," singapore 520519","52","18","East"
"168",168,168,"  Blk 310C Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $515 psf(Built)",510000,"Resale",103.8999638,1.4096731,"310 c punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"169",169,169,"  Blk 471A Fernvale Rivergrove Singapore","4-Room","Model A"," Built-2016","92 sqm / $454 psf(Built)",450000,"Resale",103.8805131,1.3966499,"470b fernvale link"," singapore 792470"," singapore 792470","79","28","North-East"
"170",170,170,"  Blk 155 Gangsa Road Singapore","HDB Executive","Apartment"," Built-1998","140 sqm / $489 psf(Built)",738000,"Resale",103.7651011,1.3753213,"155 gangsa rd"," block 155"," singapore 670155","67","23","West"
"171",171,171,"  Blk 469C Sengkang West Way Singapore","4-Room","New Generation"," Built-2016","93 sqm / $499 psf(Built)",500000,"Resale",103.8776423,1.3961543,"469c sengkang w way"," singapore 790469"," singapore 790469","79","28","North-East"
"172",172,172,"  Blk 109 Bukit Purmei Road Singapore","3-Room","Model A"," Built-1984","79 sqm / $469 psf(Built)",399000,"Resale",103.8252941,1.2739482,"109 bukit purmei rd"," block 109"," singapore 090109","09","04","Central"
"173",173,173,"  Blk 183 Jelebu Road Singapore","5-Room","Model A"," Built-2003","110 sqm / $591 psf(Built)",700000,"Resale",103.7630381,1.3799915,"183 jelebu rd"," singapore 670183 jelebu rd"," singapore 670183","67","23","West"
"174",174,174,"  Blk 93 Dawson Road Singapore","4-Room","Improved"," Built-2015","83 sqm / $938 psf(Built)",838000,"Resale",103.8116287,1.294954,"93 dawson rd"," singapore 141092"," singapore 141092","14","03","Central"
"175",175,175,"  Blk 308C Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $646 psf(Built)",780000,"Resale",103.8991162,1.4080103,"308c punggol walk"," singapore 823308"," singapore 823308","82","19","North-East"
"176",176,176,"  Blk 788D Woodlands Crescent Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $441 psf(Built)",680000,"Resale",103.8023818,1.4439563,"788d woodlands cres"," block 788d"," singapore 734788","73","25","North"
"177",177,177,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $604 psf(Built)",598000,"Resale",103.9004061,1.4094207,"310b punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"178",178,178,"  Blk 249 Tampines Street 21 Singapore","4-Room","Model A"," Built-1984","103 sqm / $458 psf(Built)",508000,"Resale",103.9484346,1.3518862,"249 tampines street 21"," block 249"," singapore 520249","52","18","East"
"179",179,179,"  Blk 672A Klang Lane Singapore","5-Room","Improved"," Built-2002","105 sqm / $495 psf(Built)",560000,"Resale",103.8524905,1.3085134,"672a klang ln"," singapore 211672"," singapore 211672","21","08","Central"
"180",180,180,"  Blk 342 Clementi Avenue 5 Singapore","5-Room","Improved"," Built-1979","123 sqm / $475 psf(Built)",630000,"Resale",103.7699671,1.3182164,"342 clementi ave 5"," block 342"," singapore 120342","12","05","West"
"181",181,181,"  Blk 91 Dawson Road Singapore","5-Room","Model A"," Built-2016","99 sqm / $1,002 psf(Built)",1068888,"Resale",103.8124286,1.2953426,"91 dawson rd"," singapore 144091"," singapore 144091","14","03","Central"
"182",182,182,"  Blk 268C Punggol Field Singapore","4-Room","Model A"," Built-2013","93 sqm / $538 psf(Built)",538888,"Resale",103.897846,1.403457,"268c punggol field"," singapore 823268"," singapore 823268","82","19","North-East"
"183",183,183,"  Blk 301 Shunfu Road Singapore","HDB Executive","Maisonette"," Built-1985","148 sqm / $677 psf(Built)",1080000,"Resale",103.8382496,1.3493864,"301 shunfu rd"," block 301"," singapore 570301","57","20","North-East"
"184",184,184,"  Blk 665 Jalan Damai Singapore","HDB Executive","Maisonette"," Built-2020","146 sqm / $515 psf(Built)",810000,"Resale",103.9081004,1.3341158,"665 jln damai"," block 665"," singapore 410665","41","14","Central"
"185",185,185,"  Blk 8 Holland Avenue Singapore","4-Room","Model A"," Built-1974","82 sqm / $578 psf(Built)",510000,"Resale",103.7945038,1.306882,"8 holland ave"," block 8"," singapore 271008","27","10","Central"
"186",186,186,"  Blk 224 Serangoon Avenue 4 Singapore","4-Room","New Generation"," Built-1984","92 sqm / $464 psf(Built)",460000,"Resale",103.8707693,1.3572417,"224 serangoon ave 4"," block 224"," singapore 550224","55","19","North-East"
"187",187,187,"  Blk 310B Punggol Walk Singapore","3-Room","Model A"," Built-2016","67 sqm / $589 psf(Built)",425000,"Resale",103.9004061,1.4094207,"310b punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"188",188,188,"  Blk 531 Serangoon North Avenue 4 Singapore","5-Room","Improved"," Built-1992","122 sqm / $394 psf(Built)",518000,"Resale",103.8750065,1.3748122,"531 serangoon north ave 4"," block 531"," singapore 550531","55","19","North-East"
"189",189,189,"  Blk 519B Centrale 8 At Tampines Singapore","5-Room","Model A"," Built-2014","108 sqm / $743 psf(Built)",865000,"Resale",103.9402308,1.3568025,"519 tampines central 8"," singapore 523519"," singapore 523519","52","18","East"
"190",190,190,"  Blk 407A Fernvale Road Singapore","5-Room","Improved"," Built-2004","110 sqm / $439 psf(Built)",520000,"Resale",103.8753009,1.3883477,"407a fernvale rd"," block 407a"," singapore 791407","79","28","North-East"
"191",191,191,"  Blk 443D Fajar Road Singapore","5-Room","Improved"," Built-2016","113 sqm / $542 psf(Built)",660000,"Resale",103.7704708,1.3805372,"443d fajar rd"," singapore 674442"," singapore 674442","67","23","West"
"192",192,192,"  Blk 260C Punggol Way Singapore","4-Room","Model A"," Built-2016","93 sqm / $499 psf(Built)",500000,"Resale",103.8967361,1.4048314,"260c punggol way"," singapore 821260"," singapore 821260","82","19","North-East"
"193",193,193,"  Blk 671 Hougang Avenue 8 Singapore","4-Room","Model A"," Built-1987","104 sqm / $356 psf(Built)",399000,"Resale",103.883815,1.373137,"671 hougang ave 8"," block 671"," singapore 530671","53","19","North-East"
"194",194,194,"  Blk 167 Bishan Street 13 Singapore","4-Room","Model A"," Built-1988","104 sqm / $445 psf(Built)",499000,"Resale",103.8555479,1.3479618,"167 bishan street 13"," block 167"," singapore 570167","57","20","North-East"
"195",195,195,"  Blk 126 Simei Street 1 Singapore","5-Room","Improved"," Built-1988","125 sqm / $400 psf(Built)",538888,"Resale",103.9542031,1.347063,"126 simei street 1"," singapore 520128"," singapore 520128","52","18","East"
