"","Room","Price","Region"
"3383","4-Room",828000,"Central"
"3384","5-Room",540000,"North"
"3385","3-Room",360000,"East"
"3387","3-Room",3e+05,"Central"
"3388","2-Room",245000,"North-East"
"3389","5-Room",470000,"North-East"
"3390","4-Room",650000,"West"
"3391","4-Room",618000,"Central"
"3392","2-Room",245000,"North-East"
"3393","3-Room",350000,"Central"
"3394","5-Room",7e+05,"North-East"
"3395","HDB Executive",658888,"North-East"
"3396","3-Room",395000,"North-East"
"3397","4-Room",560000,"North-East"
"3398","4-Room",9e+05,"Central"
"3399","5-Room",538888,"East"
"3400","HDB Executive",760000,"North"
"3401","4-Room",449000,"East"
"3402","5-Room",690000,"North-East"
"3403","4-Room",450000,"East"
"3404","4-Room",488000,"North-East"
"3405","4-Room",439000,"East"
"3406","3-Room",590000,"West"
"3407","3-Room",3e+05,"North"
"3408","4-Room",9e+05,"Central"
"3409","5-Room",650000,"Central"
"3410","5-Room",690000,"North-East"
"3411","5-Room",590000,"East"
"3412","5-Room",646000,"North-East"
"3413","4-Room",418000,"North-East"
"3414","4-Room",528000,"North-East"
"3415","4-Room",420000,"North-East"
"3416","5-Room",650000,"Central"
"3417","5-Room",760000,"North-East"
"3418","4-Room",558000,"North-East"
"3419","HDB Executive",569000,"West"
"3420","5-Room",760000,"East"
"3421","3-Room",308000,"East"
"3422","4-Room",439000,"East"
"3423","5-Room",485000,"North-East"
"3424","4-Room",658000,"Central"
"3425","5-Room",440000,"North-East"
"3426","4-Room",370000,"North"
"3427","5-Room",575000,"East"
"3428","4-Room",480000,"West"
"3429","HDB Executive",508888,"West"
"3430","3-Room",310000,"Central"
"3431","3-Room",390000,"North-East"
"3432","4-Room",428000,"West"
"3433","5-Room",5e+05,"West"
"3434","4-Room",390000,"West"
"3435","5-Room",830000,"East"
"3436","5-Room",508000,"West"
"3437","4-Room",750000,"Central"
"3438","4-Room",6e+05,"East"
"3439","4-Room",630000,"East"
"3440","4-Room",470000,"North"
"3441","4-Room",389000,"North-East"
"3442","5-Room",618000,"Central"
"3443","3-Room",265000,"Central"
"3444","HDB Executive",569000,"West"
"3445","4-Room",868000,"Central"
"3446","5-Room",1150000,"Central"
"3447","3-Room",438000,"North-East"
"3449","5-Room",550000,"West"
"3451","4-Room",658000,"Central"
"3452","4-Room",750000,"Central"
"3453","4-Room",465000,"East"
"3454","5-Room",698000,"North-East"
"3455","5-Room",688000,"North-East"
"3456","3-Room",590000,"West"
"3457","4-Room",418000,"North-East"
"3458","3-Room",420000,"East"
"3459","4-Room",950000,"Central"
"3461","5-Room",525000,"Central"
"3462","3-Room",3e+05,"North"
"3463","5-Room",828000,"East"
"3464","4-Room",480000,"North-East"
"3465","3-Room",285000,"North-East"
"3466","5-Room",650000,"Central"
"3467","4-Room",825000,"Central"
"3468","5-Room",550000,"East"
"3469","HDB Executive",508888,"West"
"3470","4-Room",530000,"North-East"
"3471","HDB Executive",685000,"West"
"3472","4-Room",378777,"Central"
"3473","5-Room",650000,"North-East"
"3474","Multi-Gen/Jumbo",748000,"East"
"3475","5-Room",517000,"North-East"
"3476","3-Room",360000,"Central"
"3477","4-Room",449000,"East"
"3478","5-Room",575000,"East"
"3479","4-Room",460000,"East"
"3480","4-Room",668000,"East"
"3481","3-Room",590000,"West"
"3482","4-Room",470000,"North"
"3483","HDB Executive",638000,"East"
"3484","5-Room",855000,"East"
"3485","4-Room",4e+05,"West"
"3486","5-Room",899999,"North-East"
"3487","4-Room",968000,"Central"
"3488","4-Room",460000,"North-East"
"3489","4-Room",535000,"North-East"
"3490","3-Room",419000,"North-East"
"3491","3-Room",3e+05,"North"
"3492","4-Room",695000,"Central"
"3493","HDB Executive",780000,"East"
"3494","4-Room",558000,"North-East"
"3495","HDB Executive",810000,"East"
"3496","4-Room",668000,"East"
"3497","4-Room",7e+05,"Central"
"3498","5-Room",520000,"North-East"
"3499","4-Room",418000,"North-East"
"3500","4-Room",530000,"North-East"
"3501","4-Room",520000,"North-East"
"3502","5-Room",438000,"North-East"
"3503","4-Room",450000,"North-East"
"3504","4-Room",610000,"East"
"3505","4-Room",618000,"Central"
"3506","4-Room",845000,"Central"
"3507","4-Room",428000,"East"
"3508","4-Room",370000,"North"
"3509","5-Room",575000,"East"
"3510","3-Room",378000,"Central"
"3511","5-Room",5e+05,"North"
"3512","5-Room",599000,"East"
"3513","3-Room",420000,"East"
"3514","4-Room",460000,"North-East"
"3515","3-Room",590000,"Central"
"3516","4-Room",408000,"North-East"
"3517","3-Room",265000,"Central"
"3518","5-Room",450000,"North-East"
"3519","HDB Executive",1020000,"Central"
"3520","4-Room",4e+05,"West"
"3521","4-Room",378777,"Central"
"3522","4-Room",450000,"North-East"
"3523","5-Room",438000,"North-East"
"3524","4-Room",450000,"North-East"
"3525","5-Room",838000,"West"
"3526","3-Room",360000,"Central"
"3527","4-Room",505000,"North-East"
"3528","4-Room",720000,"Central"
"3529","HDB Executive",961969,"Central"
"3530","5-Room",5e+05,"North"
"3531","3-Room",378000,"Central"
"3532","5-Room",538000,"North"
"3533","4-Room",408000,"North-East"
"3534","5-Room",458000,"North"
"3535","HDB Executive",810000,"Central"
"3536","4-Room",899999,"Central"
"3537","5-Room",470000,"North-East"
"3538","4-Room",950000,"Central"
"3539","4-Room",560000,"North-East"
"3540","5-Room",590000,"North-East"
"3541","5-Room",850000,"Central"
"3542","5-Room",690000,"North-East"
"3543","5-Room",905000,"Central"
"3544","3-Room",285000,"North-East"
"3545","5-Room",575000,"East"
"3546","5-Room",8e+05,"North-East"
"3547","5-Room",575000,"East"
"3548","4-Room",786000,"West"
"3549","4-Room",660000,"East"
"3550","3-Room",428000,"East"
"3551","5-Room",688000,"North-East"
"3552","Multi-Gen/Jumbo",785000,"Central"
"3553","4-Room",450000,"North-East"
"3554","5-Room",530000,"Central"
"3555","HDB Executive",638000,"East"
"3556","5-Room",899999,"North-East"
"3557","HDB Executive",735000,"North-East"
"3558","4-Room",968000,"Central"
"3559","4-Room",725000,"West"
"3560","4-Room",468000,"East"
"3561","4-Room",350000,"West"
"3562","3-Room",438000,"North-East"
"3563","5-Room",630888,"North-East"
"3564","4-Room",468000,"North-East"
"3565","HDB Executive",535000,"North-East"
"3566","4-Room",9e+05,"Central"
"3567","3-Room",345000,"Central"
"3568","3-Room",3e+05,"Central"
"3569","5-Room",695000,"North-East"
"3570","4-Room",428000,"West"
"3571","4-Room",540000,"East"
"3572","4-Room",660000,"East"
"3573","3-Room",438000,"North-East"
"3574","5-Room",590000,"East"
"3575","3-Room",410000,"Central"
"3576","4-Room",445000,"West"
"3577","4-Room",510000,"North-East"
"3578","5-Room",520000,"North-East"
"3579","HDB Executive",850000,"Central"
"3580","HDB Executive",735000,"North-East"
"3581","4-Room",785000,"Central"
"3582","HDB Executive",1020000,"Central"
"3583","4-Room",630000,"East"
"3584","4-Room",470000,"North"
"3585","4-Room",720000,"Central"
"3586","HDB Executive",1100000,"Central"
"3587","HDB Executive",569000,"West"
"3588","5-Room",488888,"North-East"
"3589","3-Room",438000,"North-East"
"3590","4-Room",475000,"West"
"3591","4-Room",520000,"North-East"
"3592","4-Room",668000,"East"
"3593","HDB Executive",749998,"East"
"3594","5-Room",738000,"North-East"
"3595","5-Room",520000,"North-East"
"3596","3-Room",428000,"East"
"3597","5-Room",1190000,"Central"
"3598","5-Room",499888,"East"
"3599","HDB Executive",1020000,"Central"
"3600","4-Room",630000,"East"
"3601","4-Room",490000,"North-East"
"3602","4-Room",720000,"Central"
"3603","HDB Executive",648000,"West"
"3604","3-Room",265000,"Central"
"3605","4-Room",950000,"Central"
"3606","4-Room",520000,"North-East"
"3607","3-Room",360000,"Central"
"3608","4-Room",468000,"East"
"3609","4-Room",535000,"North-East"
"3610","5-Room",720000,"North-East"
"3611","5-Room",777000,"North-East"
"3612","HDB Executive",990000,"Central"
"3613","4-Room",480000,"West"
"3614","5-Room",560000,"East"
"3615","HDB Executive",1168500,"Central"
"3616","5-Room",698000,"Central"
"3617","4-Room",528000,"North-East"
"3618","5-Room",550000,"West"
"3619","HDB Executive",630000,"North-East"
"3620","5-Room",630888,"North-East"
"3621","3-Room",378000,"Central"
"3622","5-Room",720000,"North-East"
"3623","4-Room",475000,"West"
"3624","5-Room",599000,"East"
"3625","HDB Executive",810000,"East"
"3626","4-Room",510000,"West"
"3627","4-Room",510000,"North"
"3628","4-Room",540000,"North-East"
"3629","4-Room",470000,"North"
"3630","3-Room",275000,"West"
"3631","4-Room",6e+05,"East"
"3632","5-Room",689000,"North-East"
"3633","HDB Executive",790000,"East"
"3634","HDB Executive",570000,"North-East"
"3636","HDB Executive",810000,"East"
"3637","3-Room",368000,"North-East"
"3638","4-Room",468000,"North-East"
"3639","5-Room",820000,"North-East"
"3641","4-Room",485000,"North-East"
"3642","4-Room",6e+05,"East"
"3643","5-Room",499888,"East"
"3644","3-Room",420000,"East"
"3645","4-Room",618000,"North-East"
"3646","5-Room",618000,"Central"
"3647","4-Room",725000,"West"
"3648","4-Room",585000,"Central"
"3649","3-Room",310000,"North"
"3650","4-Room",478000,"East"
"3651","HDB Executive",810000,"Central"
"3652","5-Room",899999,"North-East"
"3653","4-Room",378777,"Central"
"3654","Multi-Gen/Jumbo",748000,"East"
"3655","HDB Executive",1080000,"Central"
"3656","4-Room",468000,"East"
"3657","4-Room",538888,"North-East"
"3658","HDB Executive",535000,"North-East"
"3659","5-Room",998000,"Central"
"3660","3-Room",350000,"North-East"
"3661","5-Room",938000,"Central"
"3662","HDB Executive",1250000,"Central"
"3663","4-Room",480000,"West"
"3664","5-Room",440000,"North-East"
"3665","4-Room",470000,"West"
"3666","4-Room",695000,"Central"
"3667","5-Room",550000,"North-East"
"3668","4-Room",460000,"North-East"
"3669","5-Room",639000,"North-East"
"3670","5-Room",646000,"North-East"
"3671","4-Room",860000,"West"
"3672","HDB Executive",780000,"East"
"3673","5-Room",650000,"North-East"
"3674","HDB Executive",598000,"North-East"
"3675","4-Room",668000,"East"
"3676","4-Room",510000,"North"
"3677","4-Room",418000,"North-East"
"3678","5-Room",720000,"North-East"
"3679","3-Room",330000,"Central"
"3680","5-Room",580000,"West"
"3681","4-Room",968888,"Central"
"3682","3-Room",310000,"North"
"3683","4-Room",550000,"East"
"3684","5-Room",440000,"North-East"
"3685","3-Room",668000,"East"
"3686","4-Room",768000,"Central"
"3687","HDB Executive",720000,"East"
"3688","5-Room",580000,"East"
"3689","5-Room",5e+05,"East"
"3690","5-Room",550000,"West"
"3691","3-Room",488000,"Central"
"3692","5-Room",728000,"East"
"3693","5-Room",729000,"West"
"3694","4-Room",480000,"North-East"
"3695","4-Room",838000,"Central"
"3696","3-Room",419000,"North-East"
"3697","5-Room",938000,"Central"
"3698","5-Room",525000,"Central"
"3699","5-Room",639000,"North-East"
"3700","3-Room",410000,"Central"
"3701","4-Room",670000,"West"
"3702","HDB Executive",1100000,"Central"
"3703","5-Room",499000,"North-East"
"3704","HDB Executive",810000,"Central"
"3705","4-Room",530000,"North-East"
"3706","HDB Executive",638000,"East"
"3707","5-Room",855000,"East"
"3708","5-Room",730000,"North-East"
"3709","4-Room",4e+05,"West"
"3710","5-Room",720000,"North-East"
"3711","4-Room",838000,"Central"
"3712","4-Room",510000,"North"
"3713","3-Room",357000,"North-East"
"3714","5-Room",760000,"East"
"3715","5-Room",530000,"Central"
"3716","HDB Executive",1100000,"Central"
"3717","4-Room",395000,"Central"
"3718","4-Room",468000,"North-East"
"3719","3-Room",288888,"Central"
"3720","5-Room",618000,"Central"
"3721","4-Room",5e+05,"East"
"3722","3-Room",310000,"North"
"3724","5-Room",790000,"Central"
"3725","4-Room",888000,"Central"
"3726","4-Room",658000,"Central"
"3727","5-Room",798000,"Central"
"3728","3-Room",318000,"Central"
"3729","5-Room",668000,"North-East"
"3730","Multi-Gen/Jumbo",7e+05,"East"
"3731","4-Room",780000,"Central"
"3732","5-Room",928000,"Central"
"3733","4-Room",6e+05,"Central"
"3734","4-Room",670000,"West"
"3735","HDB Executive",820000,"North-East"
"3736","5-Room",630000,"East"
"3737","4-Room",470000,"North"
"3738","4-Room",510000,"West"
"3739","3-Room",358000,"Central"
"3740","4-Room",560000,"North-East"
"3741","5-Room",440000,"North-East"
"3742","HDB Executive",1100000,"Central"
"3743","4-Room",640000,"Central"
"3744","5-Room",790000,"Central"
"3745","5-Room",580000,"East"
"3746","5-Room",765000,"Central"
"3747","4-Room",845000,"Central"
"3748","3-Room",285000,"North-East"
"3749","4-Room",618000,"Central"
"3750","4-Room",869000,"West"
"3751","4-Room",560000,"Central"
"3752","4-Room",618000,"North-East"
"3753","4-Room",550000,"East"
"3754","4-Room",968888,"Central"
"3755","HDB Executive",850000,"Central"
"3756","4-Room",690000,"East"
"3757","5-Room",838000,"West"
"3758","3-Room",360000,"Central"
"3759","5-Room",450000,"East"
"3760","5-Room",8e+05,"North-East"
"3761","4-Room",408000,"Central"
"3762","5-Room",485000,"North-East"
"3763","3-Room",268000,"Central"
"3764","5-Room",729000,"West"
"3765","4-Room",838000,"Central"
"3766","HDB Executive",990000,"Central"
"3767","5-Room",550000,"East"
"3768","3-Room",448888,"North-East"
"3769","4-Room",510000,"North"
"3770","4-Room",520000,"North-East"
"3771","5-Room",689000,"North-East"
"3772","3-Room",3e+05,"North"
"3773","5-Room",668000,"North-East"
"3774","4-Room",786000,"West"
"3775","5-Room",560000,"East"
"3776","3-Room",420000,"Central"
"3777","5-Room",699000,"North-East"
"3778","HDB Executive",780000,"East"
"3779","5-Room",599000,"East"
"3780","4-Room",450000,"East"
"3781","3-Room",310000,"North"
"3782","4-Room",438000,"North-East"
"3783","5-Room",698000,"West"
"3784","HDB Executive",961969,"Central"
"3785","5-Room",559000,"North-East"
"3786","5-Room",555000,"North"
"3787","4-Room",690000,"Central"
"3788","5-Room",550000,"West"
"3790","HDB Executive",598000,"North-East"
"3791","3-Room",468000,"Central"
"3792","HDB Executive",780000,"East"
"3793","Multi-Gen/Jumbo",785000,"Central"
"3794","5-Room",538000,"East"
"3795","4-Room",450000,"West"
"3796","5-Room",558000,"East"
"3797","5-Room",698000,"West"
"3798","4-Room",838000,"Central"
"3799","4-Room",690000,"Central"
"3800","5-Room",730000,"North-East"
"3801","HDB Executive",990000,"Central"
"3802","5-Room",668000,"North-East"
"3803","3-Room",420000,"Central"
"3804","4-Room",520000,"North-East"
"3805","4-Room",480000,"North-East"
"3806","4-Room",480000,"North-East"
"3807","HDB Executive",1108000,"Central"
"3808","4-Room",869000,"West"
"3809","4-Room",560000,"North-East"
"3810","4-Room",480000,"North-East"
"3811","5-Room",720000,"North-East"
"3813","3-Room",438000,"East"
"3814","5-Room",905000,"Central"
"3815","4-Room",838000,"Central"
"3816","5-Room",728000,"East"
"3817","5-Room",646000,"North-East"
"3818","5-Room",690000,"North-East"
"3819","5-Room",458000,"North"
"3820","HDB Executive",750000,"East"
"3821","4-Room",450000,"North-East"
"3822","4-Room",640000,"Central"
"3823","4-Room",860000,"Central"
"3824","HDB Executive",720000,"East"
"3825","5-Room",5e+05,"East"
"3826","5-Room",765000,"Central"
"3827","Multi-Gen/Jumbo",698888,"North"
"3828","5-Room",689000,"North-East"
"3829","4-Room",585000,"North-East"
"3830","5-Room",698000,"West"
"3831","4-Room",575000,"North-East"
"3834","3-Room",380000,"Central"
"3835","3-Room",285000,"Central"
"3836","4-Room",850000,"Central"
"3837","4-Room",1128000,"Central"
"3838","4-Room",438000,"North"
"3839","4-Room",450000,"North-East"
"3840","5-Room",478000,"North-East"
"3841","5-Room",612000,"Central"
"3842","3-Room",280000,"Central"
"3844","5-Room",740000,"North-East"
"3845","4-Room",425000,"East"
"3846","4-Room",435000,"West"
"3847","4-Room",740000,"Central"
"3848","5-Room",688000,"East"
"3849","4-Room",688000,"North-East"
"3850","4-Room",388888,"North-East"
"3851","4-Room",450000,"North-East"
"3852","5-Room",860000,"Central"
"3853","Multi-Gen/Jumbo",7e+05,"East"
"3854","4-Room",575000,"North-East"
"3855","5-Room",668000,"North-East"
"3856","5-Room",478000,"North-East"
"3857","5-Room",838000,"Central"
"3858","4-Room",5e+05,"East"
"3859","4-Room",420000,"East"
"3860","3-Room",4e+05,"North-East"
"3861","3-Room",660000,"Central"
"3862","5-Room",788000,"East"
"3863","HDB Executive",549500,"West"
"3864","4-Room",460000,"North-East"
"3865","Multi-Gen/Jumbo",785000,"Central"
"3866","5-Room",612000,"Central"
"3867","4-Room",740000,"Central"
"3868","3-Room",280000,"Central"
"3869","5-Room",688000,"East"
"3870","3-Room",4e+05,"North-East"
"3871","HDB Executive",549500,"West"
"3872","3-Room",335000,"Central"
"3873","5-Room",820000,"Central"
"3874","4-Room",450000,"North-East"
"3875","3-Room",660000,"Central"
"3877","4-Room",550000,"North-East"
"3878","3-Room",285000,"Central"
"3879","Multi-Gen/Jumbo",7e+05,"East"
"3880","3-Room",295000,"East"
"3881","4-Room",438000,"Central"
"3882","HDB Executive",780000,"North-East"
"3883","4-Room",388888,"North-East"
"3884","4-Room",460000,"North-East"
"3885","4-Room",420000,"West"
"3886","5-Room",415000,"West"
"3887","4-Room",440000,"North-East"
"3888","HDB Executive",738888,"North-East"
"3889","4-Room",808000,"Central"
"3890","4-Room",460000,"North-East"
"3891","4-Room",808000,"Central"
"3892","5-Room",820000,"North-East"
"3893","4-Room",920000,"Central"
"3894","3-Room",450000,"North-East"
"3895","3-Room",377777,"Central"
"3896","4-Room",750000,"Central"
"3897","3-Room",285000,"North"
"3898","5-Room",540000,"North-East"
"3899","3-Room",6e+05,"East"
"3900","3-Room",350000,"North-East"
"3901","5-Room",850000,"Central"
"3902","5-Room",525000,"North-East"
"3903","HDB Executive",578000,"North"
"3904","4-Room",518000,"North-East"
"3905","4-Room",385000,"East"
"3906","4-Room",568000,"East"
"3907","4-Room",510000,"East"
"3908","5-Room",525000,"East"
"3909","4-Room",660000,"Central"
"3910","3-Room",4e+05,"North-East"
"3911","3-Room",6e+05,"East"
"3912","3-Room",366000,"North-East"
"3913","2-Room",890000,"Central"
"3914","2-Room",890000,"Central"
"3915","4-Room",6e+05,"Central"
"3916","3-Room",888000,"Central"
"3917","5-Room",650000,"North-East"
"3918","4-Room",380000,"West"
"3919","4-Room",785000,"Central"
"3920","4-Room",610000,"Central"
"3921","5-Room",573000,"North-East"
"3922","4-Room",420000,"East"
"3923","4-Room",630000,"West"
"3924","HDB Executive",7e+05,"Central"
"3925","3-Room",350000,"Central"
"3926","3-Room",390000,"North"
"3927","3-Room",450000,"North-East"
"3928","3-Room",450000,"North-East"
"3929","5-Room",5e+05,"North-East"
"3930","4-Room",619000,"East"
"3931","HDB Executive",550000,"North"
"3932","4-Room",660000,"Central"
"3933","4-Room",408888,"East"
"3934","5-Room",650000,"North-East"
"3935","5-Room",525000,"East"
"3936","5-Room",528000,"North-East"
"3937","4-Room",820000,"Central"
"3938","HDB Executive",7e+05,"Central"
"3939","3-Room",390000,"North-East"
"3940","4-Room",480000,"North-East"
"3941","4-Room",785000,"Central"
"3942","5-Room",525000,"North-East"
"3943","3-Room",377777,"Central"
"3944","4-Room",4e+05,"Central"
"3945","3-Room",4e+05,"Central"
"3946","5-Room",648888,"East"
"3947","3-Room",340000,"Central"
"3948","3-Room",485000,"North-East"
"3949","3-Room",699000,"East"
"3950","4-Room",808000,"Central"
"3951","4-Room",898000,"Central"
"3952","5-Room",579000,"North-East"
"3953","4-Room",530000,"West"
"3954","5-Room",820000,"North-East"
"3955","4-Room",6e+05,"Central"
"3956","3-Room",478000,"East"
"3957","5-Room",528000,"North-East"
"3958","4-Room",820000,"Central"
"3959","5-Room",589000,"Central"
"3960","3-Room",619000,"West"
"3961","5-Room",525000,"East"
"3962","4-Room",398000,"West"
"3963","4-Room",7e+05,"Central"
"3964","3-Room",250000,"Central"
"3965","5-Room",850000,"Central"
"3966","4-Room",450000,"West"
"3967","3-Room",820000,"East"
"3968","4-Room",510000,"East"
"3969","3-Room",340000,"Central"
"3970","5-Room",5e+05,"North-East"
"3971","3-Room",888000,"Central"
"3972","5-Room",740000,"North-East"
"3973","4-Room",518000,"North-East"
"3974","5-Room",540000,"North-East"
"3975","4-Room",6e+05,"Central"
"3976","5-Room",573000,"North-East"
"3977","2-Room",890000,"Central"
"3978","5-Room",6e+05,"West"
"3979","4-Room",610000,"Central"
"3980","4-Room",630000,"West"
"3981","1-Room",598000,"North-East"
"3982","4-Room",7e+05,"Central"
"3983","3-Room",619000,"West"
"3984","4-Room",449000,"North-East"
"3985","3-Room",450000,"North-East"
"3986","5-Room",848000,"East"
"3987","4-Room",619000,"East"
"3988","4-Room",420000,"East"
"3989","4-Room",750000,"Central"
"3990","5-Room",528000,"North-East"
"3991","3-Room",390000,"North"
"3992","4-Room",660000,"Central"
"3993","5-Room",848000,"East"
"3994","5-Room",510000,"North-East"
"3995","3-Room",888888,"East"
"3996","5-Room",548000,"West"
"3997","4-Room",520000,"North-East"
"3998","4-Room",455000,"North-East"
"3999","HDB Executive",560000,"West"
"4000","HDB Executive",640000,"North-East"
"4001","5-Room",665000,"North-East"
"4002","HDB Executive",675000,"West"
"4004","4-Room",649000,"East"
"4005","4-Room",588000,"North-East"
"4006","4-Room",820000,"Central"
"4007","HDB Executive",820000,"Central"
"4008","4-Room",478000,"North-East"
"4010","5-Room",5e+05,"North"
"4011","HDB Executive",820000,"Central"
"4012","4-Room",588000,"North-East"
"4013","4-Room",478000,"North-East"
"4014","5-Room",735000,"North-East"
"4015","HDB Executive",740000,"East"
"4016","4-Room",820000,"Central"
"4017","HDB Executive",995000,"Central"
"4018","3-Room",620000,"Central"
"4019","HDB Executive",868000,"West"
"4020","4-Room",365000,"North"
"4021","5-Room",579999,"North-East"
"4022","4-Room",459000,"West"
"4023","4-Room",6e+05,"North-East"
"4024","4-Room",650000,"Central"
"4025","3-Room",3e+05,"North"
"4026","4-Room",770000,"Central"
"4027","Multi-Gen/Jumbo",650000,"North"
"4028","4-Room",8e+05,"West"
"4029","3-Room",360000,"East"
"4030","4-Room",650000,"Central"
"4031","5-Room",548000,"North-East"
"4032","3-Room",260000,"East"
"4033","5-Room",585000,"West"
"4034","4-Room",499999,"East"
"4035","3-Room",388000,"North-East"
"4036","5-Room",980000,"North-East"
"4037","5-Room",680000,"North-East"
"4038","4-Room",630000,"East"
"4039","5-Room",580000,"East"
"4040","4-Room",355000,"North-East"
"4041","3-Room",350000,"West"
"4042","4-Room",470000,"North-East"
"4043","4-Room",488000,"East"
"4044","5-Room",420000,"North-East"
"4045","5-Room",588000,"West"
"4046","4-Room",425000,"North-East"
"4047","5-Room",518000,"East"
"4048","HDB Executive",540000,"West"
"4049","4-Room",988000,"Central"
"4050","5-Room",590000,"North-East"
"4051","4-Room",760000,"Central"
"4052","5-Room",650000,"North-East"
"4053","5-Room",588000,"West"
"4054","HDB Executive",880000,"West"
"4055","3-Room",250000,"East"
"4056","5-Room",471000,"East"
"4057","5-Room",478000,"North-East"
"4058","4-Room",425000,"North-East"
"4059","5-Room",538000,"East"
"4060","5-Room",528000,"East"
"4061","3-Room",350000,"West"
"4062","4-Room",399999,"North-East"
"4063","5-Room",650000,"North-East"
"4064","HDB Executive",680000,"North-East"
"4065","4-Room",480000,"West"
"4066","4-Room",410000,"North"
"4067","5-Room",588000,"North-East"
"4068","5-Room",420000,"North-East"
"4069","4-Room",470000,"North-East"
"4070","3-Room",405000,"East"
"4071","5-Room",6e+05,"North-East"
"4072","5-Room",550000,"North"
"4073","4-Room",480000,"West"
"4074","4-Room",518000,"North-East"
"4076","4-Room",480000,"North-East"
"4077","HDB Executive",7e+05,"East"
"4078","4-Room",460000,"North-East"
"4079","5-Room",478000,"North-East"
"4080","3-Room",320000,"North-East"
"4081","4-Room",399999,"North-East"
"4082","3-Room",260000,"East"
"4083","4-Room",560000,"North-East"
"4084","4-Room",365000,"West"
"4085","5-Room",5e+05,"North"
"4086","3-Room",358000,"Central"
"4087","4-Room",460000,"East"
"4088","HDB Executive",640000,"East"
"4089","HDB Executive",720000,"North"
"4090","HDB Executive",678000,"North-East"
"4091","4-Room",760000,"Central"
"4092","5-Room",660000,"West"
"4093","4-Room",760000,"Central"
"4094","3-Room",260000,"East"
"4095","5-Room",620000,"North-East"
"4096","5-Room",580000,"East"
"4097","4-Room",505000,"North-East"
"4098","3-Room",250000,"Central"
"4099","4-Room",425000,"North-East"
"4100","HDB Executive",640000,"East"
"4101","3-Room",3e+05,"North"
"4102","3-Room",250000,"East"
"4103","5-Room",789000,"North-East"
"4104","4-Room",560000,"North-East"
"4105","HDB Executive",668000,"North"
"4107","3-Room",290000,"West"
"4108","4-Room",5e+05,"East"
"4109","4-Room",760000,"Central"
"4110","3-Room",418000,"Central"
"4111","4-Room",470000,"North-East"
"4112","4-Room",449000,"North-East"
"4113","4-Room",565000,"North-East"
"4114","5-Room",540000,"East"
"4115","HDB Executive",678000,"North-East"
"4116","4-Room",728000,"Central"
"4117","5-Room",6e+05,"North-East"
"4118","5-Room",420000,"North-East"
"4119","3-Room",350000,"West"
"4120","3-Room",450000,"Central"
"4121","4-Room",441000,"East"
"4122","4-Room",399999,"North-East"
"4123","4-Room",5e+05,"East"
"4124","HDB Executive",880000,"West"
"4125","5-Room",448000,"West"
"4126","4-Room",480000,"North-East"
"4127","5-Room",650000,"North-East"
"4129","5-Room",550000,"East"
"4130","4-Room",640000,"East"
"4131","4-Room",460000,"West"
"4132","4-Room",410000,"North"
"4133","5-Room",588000,"North-East"
"4134","HDB Executive",638000,"West"
"4135","4-Room",410000,"North"
"4136","4-Room",505000,"North-East"
"4137","5-Room",588000,"North-East"
"4138","4-Room",460000,"East"
"4139","4-Room",425000,"North-East"
"4140","5-Room",510000,"East"
"4142","3-Room",320000,"East"
"4143","5-Room",448000,"West"
"4144","5-Room",590000,"North-East"
"4145","2-Room",250000,"Central"
"4146","4-Room",760000,"Central"
"4147","5-Room",650000,"North-East"
"4148","4-Room",325000,"North-East"
"4149","3-Room",388000,"North-East"
"4150","5-Room",589000,"East"
"4152","4-Room",988000,"Central"
"4153","5-Room",650000,"North-East"
"4154","5-Room",620000,"North-East"
"4155","3-Room",488000,"Central"
"4156","5-Room",728000,"North-East"
"4157","4-Room",480000,"North-East"
"4158","3-Room",380000,"East"
"4159","3-Room",298000,"North"
"4160","4-Room",565000,"North-East"
"4161","4-Room",441000,"East"
"4162","5-Room",520000,"North-East"
"4163","5-Room",515000,"West"
"4164","3-Room",320000,"North-East"
"4165","4-Room",455000,"North"
"4166","5-Room",738000,"North-East"
"4167","5-Room",448000,"West"
"4168","4-Room",480000,"West"
"4169","3-Room",450000,"Central"
"4170","4-Room",358000,"West"
"4171","4-Room",650000,"Central"
"4172","4-Room",758000,"Central"
"4173","4-Room",560000,"North-East"
"4174","4-Room",478000,"North-East"
"4175","3-Room",280000,"North"
"4176","5-Room",730000,"Central"
"4177","3-Room",5e+05,"North-East"
"4178","4-Room",4e+05,"North-East"
"4179","5-Room",870000,"East"
"4180","5-Room",450000,"West"
"4181","5-Room",728000,"Central"
"4182","3-Room",408000,"North-East"
"4183","HDB Executive",628000,"North-East"
"4184","4-Room",520000,"North-East"
"4185","4-Room",378000,"North-East"
"4186","5-Room",495000,"East"
"4187","4-Room",650000,"North-East"
"4188","3-Room",390000,"West"
"4189","3-Room",380000,"North-East"
"4190","HDB Executive",888000,"West"
"4192","3-Room",370000,"North-East"
"4193","3-Room",280000,"North"
"4194","4-Room",359000,"East"
"4195","4-Room",438000,"West"
"4196","3-Room",320000,"North-East"
"4197","3-Room",3e+05,"East"
"4198","2-Room",295000,"Central"
"4199","3-Room",408000,"North-East"
"4200","3-Room",530000,"East"
"4201","4-Room",440000,"East"
"4202","5-Room",540000,"North-East"
"4203","4-Room",360000,"East"
"4204","4-Room",618000,"North-East"
