address,flat_type,avg resale price,lon,lat
123 TECK WHYE LANE SINGAPORE,4 ROOM,325000,103.7494177,1.3792803
123 TECK WHYE LANE SINGAPORE,5 ROOM,380000,103.7494177,1.3792803
123 YISHUN ST 11 SINGAPORE,3 ROOM,262269.71428571426,103.8318685,1.4347108
123 YISHUN ST 11 SINGAPORE,4 ROOM,336666.6666666667,103.8318685,1.4347108
123A RIVERVALE DR SINGAPORE,4 ROOM,375000,103.902891,1.3860551
123A RIVERVALE DR SINGAPORE,5 ROOM,424800,103.902891,1.3860551
123B RIVERVALE DR SINGAPORE,4 ROOM,361000,103.9025325,1.3860949
123B RIVERVALE DR SINGAPORE,5 ROOM,410750,103.9025325,1.3860949
123C RIVERVALE DR SINGAPORE,4 ROOM,371000,103.9021432,1.3864596
123C RIVERVALE DR SINGAPORE,5 ROOM,417333.3333333333,103.9021432,1.3864596
123D RIVERVALE DR SINGAPORE,4 ROOM,370000,103.9021873,1.3870033
123D RIVERVALE DR SINGAPORE,5 ROOM,414000,103.9021873,1.3870033
123E RIVERVALE DR SINGAPORE,4 ROOM,370000,103.9025324,1.3860948
124 ANG MO KIO AVE 6 SINGAPORE,3 ROOM,292142.85714285716,103.8447681,1.3708768
124 ANG MO KIO AVE 6 SINGAPORE,4 ROOM,446000,103.8447681,1.3708768
124 BEDOK NTH RD SINGAPORE,3 ROOM,284454.54545454547,103.9390071,1.3292548
124 BEDOK NTH RD SINGAPORE,4 ROOM,365833.3333333333,103.9390071,1.3292548
124 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,386000,103.9100942,1.3327139
124 BISHAN ST 12 SINGAPORE,4 ROOM,462666.6666666667,103.8510185,1.3463772
124 BISHAN ST 12 SINGAPORE,5 ROOM,687500,103.8510185,1.3463772
124 GEYLANG EAST AVE 1 SINGAPORE,3 ROOM,357166.6666666667,103.8868107,1.3184293
124 GEYLANG EAST AVE 1 SINGAPORE,4 ROOM,593750,103.8868107,1.3184293
124 GEYLANG EAST AVE 1 SINGAPORE,5 ROOM,707666.6666666666,103.8868107,1.3184293
124 HOUGANG AVE 1 SINGAPORE,3 ROOM,283833.3333333333,103.8867146,1.352906
124 LOR 1 TOA PAYOH SINGAPORE,3 ROOM,281555.55555555556,103.8445417,1.3386174
124 MARSILING RISE SINGAPORE,4 ROOM,339000,103.7793829,1.4388863
124 MARSILING RISE SINGAPORE,EXECUTIVE,671500,103.7793829,1.4388863
124 MCNAIR RD SINGAPORE,3 ROOM,349333.3333333333,103.8560688,1.3183698
124 MCNAIR RD SINGAPORE,4 ROOM,450000,103.8560688,1.3183698
124 PASIR RIS ST 11 SINGAPORE,4 ROOM,391857.14285714284,103.9542235,1.3658752
124 PASIR RIS ST 11 SINGAPORE,5 ROOM,462500,103.9542235,1.3658752
124 PAYA LEBAR WAY SINGAPORE,5 ROOM,638000,103.8838604,1.3231689
124 PENDING RD SINGAPORE,EXECUTIVE,544500,103.7710535,1.3768805
124 RIVERVALE DR SINGAPORE,4 ROOM,355000,103.9022458,1.3881669
124 RIVERVALE DR SINGAPORE,5 ROOM,406500,103.9022458,1.3881669
124 SERANGOON NTH AVE 1 SINGAPORE,3 ROOM,273833.3333333333,103.8714968,1.3662465
124 SERANGOON NTH AVE 1 SINGAPORE,4 ROOM,385000,103.8714968,1.3662465
124 SIMEI ST 1 SINGAPORE,4 ROOM,404800,103.9529673,1.3460042
124 SIMEI ST 1 SINGAPORE,5 ROOM,524644.4444444445,103.9529673,1.3460042
124 TAMPINES ST 11 SINGAPORE,EXECUTIVE,609200,103.9494318,1.3455857
124 TECK WHYE LANE SINGAPORE,4 ROOM,317500,103.7496893,1.3800851
124 TECK WHYE LANE SINGAPORE,5 ROOM,410000,103.7496893,1.3800851
124 YISHUN ST 11 SINGAPORE,3 ROOM,259461.53846153847,103.8309387,1.4345906
124 YISHUN ST 11 SINGAPORE,4 ROOM,312600,103.8309387,1.4345906
124 YISHUN ST 11 SINGAPORE,5 ROOM,450000,103.8309387,1.4345906
124A BT MERAH VIEW SINGAPORE,4 ROOM,694333.3333333334,103.8228488,1.2850011
124A RIVERVALE DR SINGAPORE,4 ROOM,362000,103.9022552,1.3884501
124A RIVERVALE DR SINGAPORE,5 ROOM,413333.3333333333,103.9022552,1.3884501
124B BT MERAH VIEW SINGAPORE,4 ROOM,709888,103.8231205,1.2853651
124B BT MERAH VIEW SINGAPORE,5 ROOM,860000,103.8231205,1.2853651
124B RIVERVALE DR SINGAPORE,4 ROOM,343000,103.9030478,1.3884192
124C RIVERVALE DR SINGAPORE,4 ROOM,335400,103.903291,1.387934
125 ALJUNIED RD SINGAPORE,5 ROOM,581857.1428571428,103.8817311,1.3233639
125 BEDOK NTH RD SINGAPORE,3 ROOM,291545.45454545453,103.9391884,1.3288879
125 BEDOK NTH RD SINGAPORE,4 ROOM,352362.6666666667,103.9391884,1.3288879
125 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,379500,103.909913,1.3330077
125 BISHAN ST 12 SINGAPORE,4 ROOM,515000,103.8516593,1.3469644
125 BISHAN ST 12 SINGAPORE,5 ROOM,676500,103.8516593,1.3469644
125 BT BATOK CTRL SINGAPORE,EXECUTIVE,621398,103.7468867,1.3515262
125 BT MERAH VIEW SINGAPORE,4 ROOM,676333.3333333334,103.8237608,1.2851483
125 BT MERAH VIEW SINGAPORE,5 ROOM,873000,103.8237608,1.2851483
125 GEYLANG EAST AVE 1 SINGAPORE,3 ROOM,371600,103.8864491,1.3178464
125 GEYLANG EAST AVE 1 SINGAPORE,4 ROOM,583000,103.8864491,1.3178464
125 HOUGANG AVE 1 SINGAPORE,3 ROOM,282714.28571428574,103.8864497,1.3524122
125 HOUGANG AVE 1 SINGAPORE,4 ROOM,370000,103.8864497,1.3524122
125 KIM TIAN RD SINGAPORE,4 ROOM,675000,103.8280339,1.2836746
125 KIM TIAN RD SINGAPORE,5 ROOM,785000,103.8280339,1.2836746
125 LOR 1 TOA PAYOH SINGAPORE,3 ROOM,289240.6666666667,103.8458101,1.3383213
125 MARSILING RISE SINGAPORE,3 ROOM,246200,103.779564,1.4385182
125 MARSILING RISE SINGAPORE,5 ROOM,405000,103.779564,1.4385182
125 PASIR RIS ST 11 SINGAPORE,4 ROOM,396750,103.9545084,1.3657606
125 PASIR RIS ST 11 SINGAPORE,5 ROOM,480333.3333333333,103.9545084,1.3657606
125 PENDING RD SINGAPORE,3 ROOM,283250,103.7705103,1.3772502
125 PENDING RD SINGAPORE,4 ROOM,349200,103.7705103,1.3772502
125 RIVERVALE ST SINGAPORE,4 ROOM,360000,103.9028669,1.3889411
125 RIVERVALE ST SINGAPORE,5 ROOM,423000,103.9028669,1.3889411
125 SERANGOON NTH AVE 1 SINGAPORE,EXECUTIVE,664333.3333333334,103.87231,1.3665334
125 TAMPINES ST 11 SINGAPORE,EXECUTIVE,616563.4285714285,103.950089,1.3462955
125 YISHUN ST 11 SINGAPORE,3 ROOM,260150,103.8303514,1.434319
125 YISHUN ST 11 SINGAPORE,4 ROOM,309333.3333333333,103.8303514,1.434319
126 ALJUNIED RD SINGAPORE,5 ROOM,578428.5714285715,103.8822028,1.3238242
126 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,290571.4285714286,103.8435905,1.3716164
126 ANG MO KIO AVE 3 SINGAPORE,4 ROOM,425000,103.8435905,1.3716164
126 BEDOK NTH ST 2 SINGAPORE,3 ROOM,299000,103.9389165,1.3281579
126 BEDOK NTH ST 2 SINGAPORE,4 ROOM,350000,103.9389165,1.3281579
126 BEDOK RESERVOIR RD SINGAPORE,3 ROOM,287750,103.9108347,1.3327839
126 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,383000,103.9108347,1.3327839
126 BISHAN ST 12 SINGAPORE,4 ROOM,478200,103.8521282,1.3461695
126 BISHAN ST 12 SINGAPORE,5 ROOM,763500,103.8521282,1.3461695
126 BT BATOK CTRL SINGAPORE,3 ROOM,268000,103.7467279,1.3519
126 BT MERAH VIEW SINGAPORE,5 ROOM,859250,103.8239356,1.2845563
126 GEYLANG EAST AVE 1 SINGAPORE,3 ROOM,369000,103.8869322,1.317812
126 GEYLANG EAST AVE 1 SINGAPORE,4 ROOM,579500,103.8869322,1.317812
126 HOUGANG AVE 1 SINGAPORE,3 ROOM,297588.8,103.8855366,1.3523271
126 LOR 1 TOA PAYOH SINGAPORE,3 ROOM,275198.28571428574,103.8450386,1.3379974
126 PASIR RIS ST 11 SINGAPORE,4 ROOM,393400,103.955149,1.365553
126 PASIR RIS ST 11 SINGAPORE,5 ROOM,430000,103.955149,1.365553
126 PENDING RD SINGAPORE,3 ROOM,272500,103.769786,1.3763748
126 PENDING RD SINGAPORE,4 ROOM,341000,103.769786,1.3763748
126 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,935000,103.8652188,1.3349664
126 RIVERVALE ST SINGAPORE,4 ROOM,364222,103.902302,1.389063
126 SERANGOON NTH AVE 1 SINGAPORE,4 ROOM,345750,103.8716774,1.3660252
126 SIMEI ST 1 SINGAPORE,4 ROOM,363666.6666666667,103.9542031,1.347063
126 SIMEI ST 1 SINGAPORE,5 ROOM,523750,103.9542031,1.347063
126 TAMPINES ST 11 SINGAPORE,5 ROOM,516833.3333333333,103.950313,1.345796
126 YISHUN ST 11 SINGAPORE,3 ROOM,259984,103.8300194,1.4336378
126 YISHUN ST 11 SINGAPORE,4 ROOM,325972,103.8300194,1.4336378
126A EDGEDALE PLAINS SINGAPORE,4 ROOM,372400,103.9115443,1.3942935
126A EDGEDALE PLAINS SINGAPORE,5 ROOM,421876.44444444444,103.9115443,1.3942935
126A KIM TIAN RD SINGAPORE,4 ROOM,776907.3333333334,103.829395,1.2824952
126A KIM TIAN RD SINGAPORE,5 ROOM,961000,103.829395,1.2824952
126B EDGEDALE PLAINS SINGAPORE,5 ROOM,421636.36363636365,103.9112488,1.3945927
126C EDGEDALE PLAINS SINGAPORE,4 ROOM,369500,103.9106879,1.393997
126C EDGEDALE PLAINS SINGAPORE,5 ROOM,422177.6,103.9106879,1.393997
126C KIM TIAN RD SINGAPORE,3 ROOM,522625,103.829321,1.2822318
126C KIM TIAN RD SINGAPORE,4 ROOM,760717.0909090909,103.829321,1.2822318
126D EDGEDALE PLAINS SINGAPORE,5 ROOM,415833.3333333333,103.911087,1.393712
127 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,286363.63636363635,103.8437717,1.3711757
127 ANG MO KIO AVE 3 SINGAPORE,4 ROOM,423377.6,103.8437717,1.3711757
127 ANG MO KIO AVE 3 SINGAPORE,5 ROOM,560000,103.8437717,1.3711757
127 BEDOK NTH ST 2 SINGAPORE,3 ROOM,283000,103.9378287,1.3279447
127 BEDOK RESERVOIR RD SINGAPORE,3 ROOM,310000,103.911183,1.332867
127 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,401500,103.911183,1.332867
127 BISHAN ST 12 SINGAPORE,4 ROOM,476666.6666666667,103.8516526,1.3460807
127 BISHAN ST 12 SINGAPORE,5 ROOM,709000,103.8516526,1.3460807
127 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,275481.3333333333,103.7460717,1.3518875
127 BT BATOK WEST AVE 6 SINGAPORE,4 ROOM,379000,103.7460717,1.3518875
127 GEYLANG EAST AVE 1 SINGAPORE,4 ROOM,502500,103.8877159,1.3180641
127 HOUGANG AVE 1 SINGAPORE,3 ROOM,280000,103.8857179,1.3529118
127 MARSILING RISE SINGAPORE,4 ROOM,310000,103.7794734,1.4381517
127 PASIR RIS ST 11 SINGAPORE,4 ROOM,388550,103.9552336,1.3654634
127 PENDING RD SINGAPORE,3 ROOM,254000,103.7692202,1.3765064
127 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,900000,103.8655132,1.3350196
127 RIVERVALE ST SINGAPORE,4 ROOM,376000,103.902208,1.390597
127 RIVERVALE ST SINGAPORE,5 ROOM,418750,103.902208,1.390597
127 SERANGOON NTH AVE 1 SINGAPORE,4 ROOM,354857.14285714284,103.8717681,1.3656584
127 SIMEI ST 1 SINGAPORE,4 ROOM,384000,103.9543044,1.3466001
127 SIMEI ST 1 SINGAPORE,5 ROOM,561666.6666666666,103.9543044,1.3466001
127 TAMPINES ST 11 SINGAPORE,4 ROOM,365000,103.9503497,1.3452288
127 TAMPINES ST 11 SINGAPORE,5 ROOM,517375,103.9503497,1.3452288
127 YISHUN ST 11 SINGAPORE,3 ROOM,249944.44444444444,103.8306536,1.4341067
127 YISHUN ST 11 SINGAPORE,4 ROOM,310000,103.8306536,1.4341067
127A KIM TIAN RD SINGAPORE,2 ROOM,394977.77777777775,103.8297426,1.2819990000000001
127A KIM TIAN RD SINGAPORE,3 ROOM,555666.6666666666,103.8297426,1.2819990000000001
127A KIM TIAN RD SINGAPORE,4 ROOM,748333.3333333334,103.8297426,1.2819990000000001
127C KIM TIAN RD SINGAPORE,2 ROOM,367500,103.830022,1.281516
127C KIM TIAN RD SINGAPORE,3 ROOM,544307.6923076923,103.830022,1.281516
127C KIM TIAN RD SINGAPORE,4 ROOM,756437.5,103.830022,1.281516
127D KIM TIAN RD SINGAPORE,4 ROOM,747541.6666666666,103.8298718,1.2811233
127D KIM TIAN RD SINGAPORE,5 ROOM,947000,103.8298718,1.2811233
128 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,297981.3333333333,103.8435905,1.3708105
128 ANG MO KIO AVE 3 SINGAPORE,4 ROOM,397500,103.8435905,1.3708105
128 BEDOK NTH ST 2 SINGAPORE,3 ROOM,285125,103.9389165,1.3277189
128 BEDOK NTH ST 2 SINGAPORE,4 ROOM,358000,103.9389165,1.3277189
128 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,373714.28571428574,103.9114536,1.3334379
128 BEDOK RESERVOIR RD SINGAPORE,5 ROOM,484500,103.9114536,1.3334379
128 BISHAN ST 12 SINGAPORE,5 ROOM,775428.5714285715,103.8503844,1.3459416
128 BISHAN ST 12 SINGAPORE,EXECUTIVE,1080000,103.8503844,1.3459416
128 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,248500,103.745587,1.351662
128 BT MERAH VIEW SINGAPORE,3 ROOM,331651.8095238095,103.8233016,1.2826588
128 GEYLANG EAST AVE 1 SINGAPORE,3 ROOM,390000,103.8877115,1.3185818
128 GEYLANG EAST AVE 1 SINGAPORE,4 ROOM,580000,103.8877115,1.3185818
128 GEYLANG EAST AVE 1 SINGAPORE,5 ROOM,698200,103.8877115,1.3185818
128 KIM TIAN RD SINGAPORE,4 ROOM,511428.5714285714,103.8290076,1.2816038
128 LOR 1 TOA PAYOH SINGAPORE,3 ROOM,288318.4,103.8444058,1.3379959
128 LOR AH SOO SINGAPORE,EXECUTIVE,648269.7142857143,103.8864427,1.351736
128 MARSILING RISE SINGAPORE,EXECUTIVE,599777.7777777778,103.7790207,1.4374204
128 PASIR RIS ST 11 SINGAPORE,EXECUTIVE,611400,103.9553243,1.3661951
128 PENDING RD SINGAPORE,3 ROOM,280833.3333333333,103.769605,1.3760827
128 PENDING RD SINGAPORE,4 ROOM,336500,103.769605,1.3760827
128 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,863000,103.8658077,1.3347801
128 RIVERVALE ST SINGAPORE,4 ROOM,363400,103.9029349,1.390388
128 RIVERVALE ST SINGAPORE,5 ROOM,423750,103.9029349,1.390388
128 SIMEI ST 1 SINGAPORE,EXECUTIVE,740000,103.954847,1.346902
128 YISHUN ST 11 SINGAPORE,3 ROOM,264000,103.8314325,1.4338289
128 YISHUN ST 11 SINGAPORE,4 ROOM,365000,103.8314325,1.4338289
128A PUNGGOL FIELD WALK SINGAPORE,4 ROOM,370111.1111111111,103.9124505,1.3934819
128A PUNGGOL FIELD WALK SINGAPORE,5 ROOM,415000,103.9124505,1.3934819
128B PUNGGOL FIELD WALK SINGAPORE,5 ROOM,416750,103.912813,1.3931866
128C PUNGGOL FIELD WALK SINGAPORE,4 ROOM,347500,103.9124505,1.3926025
128C PUNGGOL FIELD WALK SINGAPORE,5 ROOM,413125,103.9124505,1.3926025
128D PUNGGOL FIELD WALK SINGAPORE,5 ROOM,429333.3333333333,103.9119974,1.3929717
129 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,297588.23529411765,103.8421412,1.3698666
129 ANG MO KIO AVE 3 SINGAPORE,EXECUTIVE,838000,103.8421412,1.3698666
129 BEDOK NTH ST 2 SINGAPORE,3 ROOM,292000,103.93801,1.3275778
129 BEDOK NTH ST 2 SINGAPORE,4 ROOM,340000,103.93801,1.3275778
129 BEDOK RESERVOIR RD SINGAPORE,3 ROOM,276666.6666666667,103.912218,1.334036
129 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,269555.55555555556,103.7459815,1.3514577
129 BT BATOK WEST AVE 6 SINGAPORE,4 ROOM,352333.3333333333,103.7459815,1.3514577
129 BT MERAH VIEW SINGAPORE,3 ROOM,347536.36363636365,103.8239356,1.2836058
129 CLARENCE LANE SINGAPORE,4 ROOM,769641.7777777778,103.8144035,1.2932198
129 KIM TIAN RD SINGAPORE,4 ROOM,476555.55555555556,103.8288318,1.2812371
129 LOR AH SOO SINGAPORE,3 ROOM,281750,103.8877113,1.351509
129 LOR AH SOO SINGAPORE,4 ROOM,400500,103.8877113,1.351509
129 LOR AH SOO SINGAPORE,5 ROOM,586500,103.8877113,1.351509
129 MARSILING RISE SINGAPORE,3 ROOM,246750,103.7787265,1.4378076
129 MARSILING RISE SINGAPORE,5 ROOM,381250,103.7787265,1.4378076
129 PASIR RIS ST 11 SINGAPORE,EXECUTIVE,592983.3333333334,103.9556869,1.3664858
129 PENDING RD SINGAPORE,EXECUTIVE,537500,103.7704198,1.3757114
129 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,905000,103.8655132,1.3347269
129 RIVERVALE ST SINGAPORE,4 ROOM,373412.5714285714,103.902593,1.389918
129 YISHUN ST 11 SINGAPORE,3 ROOM,254333.33333333334,103.8316869,1.433887
129 YISHUN ST 11 SINGAPORE,4 ROOM,342000,103.8316869,1.433887
12A MARSILING LANE SINGAPORE,3 ROOM,311000,103.7780493,1.4412515
12A MARSILING LANE SINGAPORE,4 ROOM,386589.0909090909,103.7780493,1.4412515
12B MARSILING LANE SINGAPORE,4 ROOM,387955.86666666664,103.7780983,1.440971
12C MARSILING LANE SINGAPORE,4 ROOM,384792.82933333336,103.7778035,1.4409828
13 CANTONMENT CL SINGAPORE,3 ROOM,497666.6666666667,103.8404881,1.2746874
13 CANTONMENT CL SINGAPORE,4 ROOM,702055.4285714285,103.8404881,1.2746874
13 CANTONMENT CL SINGAPORE,5 ROOM,897333.3333333334,103.8404881,1.2746874
13 DOVER CL EAST SINGAPORE,5 ROOM,811000,103.7859228,1.305522
13 EUNOS CRES SINGAPORE,5 ROOM,576000,103.903388,1.3227281
13 FARRER PK RD SINGAPORE,4 ROOM,647412.5714285715,103.8513808,1.3116836
13 FARRER PK RD SINGAPORE,5 ROOM,745250,103.8513808,1.3116836
13 GHIM MOH RD SINGAPORE,5 ROOM,772142.7142857143,103.7891615,1.3097655
13 HOLLAND DR SINGAPORE,3 ROOM,387880,103.7934172,1.3093758
13 HOLLAND DR SINGAPORE,4 ROOM,553314.6666666666,103.7934172,1.3093758
13 HOLLAND DR SINGAPORE,5 ROOM,888000,103.7934172,1.3093758
13 JLN BT MERAH SINGAPORE,4 ROOM,637500,103.8072266,1.2877563
13 JLN BT MERAH SINGAPORE,5 ROOM,722666.6666666666,103.8072266,1.2877563
13 JOO SENG RD SINGAPORE,4 ROOM,419666.6666666667,103.879518,1.3355427
13 LOR 7 TOA PAYOH SINGAPORE,3 ROOM,233684.2105263158,103.8589244,1.3362886
13 MARINE TER SINGAPORE,5 ROOM,831333.3333333334,103.9156225,1.3040803
13 MARSILING LANE SINGAPORE,3 ROOM,225509.77777777778,103.7794549,1.4412792
13 ST. GEORGE'S RD SINGAPORE,5 ROOM,667000,103.8626847,1.3233202
13 TECK WHYE LANE SINGAPORE,5 ROOM,381987.55555555556,103.7558447,1.3789492
13 TELOK BLANGAH CRES SINGAPORE,3 ROOM,282486,103.820494,1.2782145
13 TOH YI DR SINGAPORE,4 ROOM,661222,103.7725926,1.3387009
13 TOH YI DR SINGAPORE,5 ROOM,797750,103.7725926,1.3387009
13 UPP BOON KENG RD SINGAPORE,4 ROOM,609000,103.8704735,1.3145569
13 UPP BOON KENG RD SINGAPORE,5 ROOM,772666.6666666666,103.8704735,1.3145569
130 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,324680.5,103.8417789,1.3703816
130 ANG MO KIO AVE 3 SINGAPORE,4 ROOM,405000,103.8417789,1.3703816
130 ANG MO KIO AVE 3 SINGAPORE,EXECUTIVE,823000,103.8417789,1.3703816
130 BEDOK NTH ST 2 SINGAPORE,4 ROOM,418750,103.9368316,1.3271456
130 BEDOK RESERVOIR RD SINGAPORE,EXECUTIVE,629208.3333333334,103.9123599,1.3335058
130 BISHAN ST 12 SINGAPORE,4 ROOM,550833.3333333334,103.8508373,1.345939
130 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,276120.8888888889,103.746072,1.3511652
130 BT BATOK WEST AVE 6 SINGAPORE,4 ROOM,350765.3333333333,103.746072,1.3511652
130 BT MERAH VIEW SINGAPORE,3 ROOM,326192.5333333333,103.8244715,1.2850605
130 BT MERAH VIEW SINGAPORE,5 ROOM,762500,103.8244715,1.2850605
130 CASHEW RD SINGAPORE,EXECUTIVE,579000,103.7712346,1.3740942
130 CHOA CHU KANG AVE 1 SINGAPORE,4 ROOM,340000,103.7504134,1.3814737
130 CHOA CHU KANG AVE 1 SINGAPORE,5 ROOM,413200,103.7504134,1.3814737
130 CLARENCE LANE SINGAPORE,4 ROOM,779991.3846153846,103.8149695,1.2927961
130 EDGEDALE PLAINS SINGAPORE,4 ROOM,354400,103.909791,1.393372
130 EDGEDALE PLAINS SINGAPORE,5 ROOM,389938.8,103.909791,1.393372
130 GEYLANG EAST AVE 1 SINGAPORE,EXECUTIVE,789666.6666666666,103.8878516,1.3169993
130 KIM TIAN RD SINGAPORE,3 ROOM,275500,103.8292858,1.2805035
130 LOR AH SOO SINGAPORE,4 ROOM,398250,103.8865333,1.3512962
130 MARSILING RISE SINGAPORE,3 ROOM,232666.66666666666,103.7787491,1.4381562
130 MARSILING RISE SINGAPORE,5 ROOM,390000,103.7787491,1.4381562
130 PASIR RIS ST 11 SINGAPORE,EXECUTIVE,584750,103.9568655,1.3654538
130 RIVERVALE ST SINGAPORE,4 ROOM,340000,103.902646,1.3893355
130 RIVERVALE ST SINGAPORE,5 ROOM,455000,103.902646,1.3893355
130 SIMEI ST 1 SINGAPORE,4 ROOM,369000,103.954871,1.3462858
130 SIMEI ST 1 SINGAPORE,5 ROOM,549166.6666666666,103.954871,1.3462858
130 YISHUN ST 11 SINGAPORE,3 ROOM,255666.66666666666,103.831206,1.4334812
130 YISHUN ST 11 SINGAPORE,4 ROOM,343250,103.831206,1.4334812
131 ANG MO KIO AVE 3 SINGAPORE,4 ROOM,409535.2727272727,103.8417789,1.3710409
131 BEDOK NTH AVE 3 SINGAPORE,4 ROOM,427600,103.9357439,1.3269324
131 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,364500,103.9115443,1.3331446
131 BEDOK RESERVOIR RD SINGAPORE,5 ROOM,460000,103.9115443,1.3331446
131 BISHAN ST 12 SINGAPORE,4 ROOM,579071.4285714285,103.8510185,1.3455718
131 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,270000,103.746253,1.3507978
131 BT BATOK WEST AVE 6 SINGAPORE,4 ROOM,412500,103.746253,1.3507978
131 CASHEW RD SINGAPORE,3 ROOM,272828.5714285714,103.7707819,1.3746099
131 CASHEW RD SINGAPORE,4 ROOM,330000,103.7707819,1.3746099
131 CHOA CHU KANG AVE 1 SINGAPORE,5 ROOM,455000,103.7510471,1.38147
131 CLARENCE LANE SINGAPORE,5 ROOM,905000,103.8152412,1.2925021
131 GEYLANG EAST AVE 1 SINGAPORE,EXECUTIVE,733000,103.8868349,1.3167757
131 JLN BT MERAH SINGAPORE,3 ROOM,304538.46153846156,103.8283184,1.2801336
131 MARSILING RISE SINGAPORE,3 ROOM,222750,103.7782964,1.4384526
131 MARSILING RISE SINGAPORE,5 ROOM,375000,103.7782964,1.4384526
131 PASIR RIS ST 11 SINGAPORE,EXECUTIVE,605000,103.9565028,1.3656756
131 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,850000,103.8652414,1.334582
131 RIVERVALE ST SINGAPORE,4 ROOM,353823.5294117647,103.9031162,1.3896541
131 SIMEI ST 1 SINGAPORE,4 ROOM,488000,103.953968,1.345497
131 YISHUN ST 11 SINGAPORE,3 ROOM,266600,103.831219,1.433214
131 YISHUN ST 11 SINGAPORE,4 ROOM,352500,103.831219,1.433214
131B KIM TIAN RD SINGAPORE,4 ROOM,644000,103.8282723,1.2809123
131B KIM TIAN RD SINGAPORE,5 ROOM,824148,103.8282723,1.2809123
131C KIM TIAN RD SINGAPORE,4 ROOM,627000,103.8288552,1.2803779
131C KIM TIAN RD SINGAPORE,5 ROOM,804500,103.8288552,1.2803779
132 ANG MO KIO AVE 3 SINGAPORE,5 ROOM,552750,103.8418695,1.3714067
132 BEDOK NTH ST 2 SINGAPORE,4 ROOM,432722,103.936741,1.3277314
132 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,384600,103.9119068,1.332923
132 BISHAN ST 12 SINGAPORE,3 ROOM,367000,103.851562,1.3455687
132 CASHEW RD SINGAPORE,3 ROOM,280285.71428571426,103.7705103,1.3743916
132 CASHEW RD SINGAPORE,4 ROOM,351600,103.7705103,1.3743916
132 CHOA CHU KANG AVE 1 SINGAPORE,5 ROOM,490000,103.750866,1.3811045
132 CLARENCE LANE SINGAPORE,5 ROOM,908000,103.8149469,1.2921929
132 EDGEDALE PLAINS SINGAPORE,4 ROOM,358177.6,103.9109131,1.3932361
132 EDGEDALE PLAINS SINGAPORE,5 ROOM,402000,103.9109131,1.3932361
132 GEYLANG EAST AVE 1 SINGAPORE,EXECUTIVE,814300,103.8858583,1.3162784
132 JLN BT MERAH SINGAPORE,3 ROOM,270666.6666666667,103.8283736,1.2789023
132 LOR AH SOO SINGAPORE,EXECUTIVE,649833.3333333334,103.8864427,1.3509307
132 MARSILING RISE SINGAPORE,3 ROOM,234000,103.7780248,1.4383074
132 MARSILING RISE SINGAPORE,4 ROOM,294000,103.7780248,1.4383074
132 PASIR RIS ST 11 SINGAPORE,EXECUTIVE,603500,103.9562062,1.3660801
132 POTONG PASIR AVE 1 SINGAPORE,EXECUTIVE,925000,103.8656038,1.3341408
132 RIVERVALE ST SINGAPORE,4 ROOM,362600,103.903512,1.390072
132 RIVERVALE ST SINGAPORE,5 ROOM,419200,103.903512,1.390072
132 SIMEI ST 1 SINGAPORE,3 ROOM,341600,103.9557776,1.3469392
132 SIMEI ST 1 SINGAPORE,4 ROOM,410000,103.9557776,1.3469392
132 YISHUN ST 11 SINGAPORE,3 ROOM,267187.5,103.831298,1.432856
132 YISHUN ST 11 SINGAPORE,4 ROOM,341666.6666666667,103.831298,1.432856
133 ANG MO KIO AVE 3 SINGAPORE,3 ROOM,287500,103.8426323,1.371188
133 BEDOK NTH AVE 3 SINGAPORE,4 ROOM,412857.14285714284,103.9357439,1.3275177
133 BEDOK RESERVOIR RD SINGAPORE,4 ROOM,378666.6666666667,103.9119068,1.3324839
133 BISHAN ST 12 SINGAPORE,3 ROOM,350000,103.8517432,1.3454944
133 BISHAN ST 12 SINGAPORE,4 ROOM,465000,103.8517432,1.3454944
133 BT BATOK WEST AVE 6 SINGAPORE,3 ROOM,260000,103.7449858,1.3516082
133 BT BATOK WEST AVE 6 SINGAPORE,4 ROOM,340000,103.7449858,1.3516082
