address,flat_type,avg resale price,lon,lat
473 JURONG WEST ST 41 SINGAPORE,4 ROOM,295500,103.7229013,1.3486611
473 PASIR RIS DR 6 SINGAPORE,4 ROOM,405000,103.9573188,1.3745315
473 PASIR RIS DR 6 SINGAPORE,5 ROOM,503000,103.9573188,1.3745315
473 SEGAR RD SINGAPORE,4 ROOM,342500,103.7721399,1.3883102
473 SEGAR RD SINGAPORE,5 ROOM,376314.6666666667,103.7721399,1.3883102
473 SEGAR RD SINGAPORE,EXECUTIVE,455666.6666666667,103.7721399,1.3883102
473 SEMBAWANG DR SINGAPORE,4 ROOM,326714.28571428574,103.8165091,1.4513566
473 SEMBAWANG DR SINGAPORE,5 ROOM,391250,103.8165091,1.4513566
474 ANG MO KIO AVE 10 SINGAPORE,3 ROOM,265280,103.8579939,1.3628141
474 CHOA CHU KANG AVE 3 SINGAPORE,4 ROOM,316000,103.7386464,1.3787572
474 CHOA CHU KANG AVE 3 SINGAPORE,5 ROOM,420000,103.7386464,1.3787572
474 JURONG WEST ST 41 SINGAPORE,3 ROOM,281500,103.7240777,1.3480683
474 JURONG WEST ST 41 SINGAPORE,4 ROOM,365000,103.7240777,1.3480683
474 PASIR RIS DR 6 SINGAPORE,4 ROOM,411250,103.9569561,1.3752661
474 SEGAR RD SINGAPORE,4 ROOM,353000,103.7724115,1.3885285
474 SEGAR RD SINGAPORE,5 ROOM,401800,103.7724115,1.3885285
474 SEGAR RD SINGAPORE,EXECUTIVE,459277.77777777775,103.7724115,1.3885285
474 SEMBAWANG DR SINGAPORE,4 ROOM,307166.6666666667,103.816577,1.4508239
475 ANG MO KIO AVE 10 SINGAPORE,3 ROOM,280600,103.8566124,1.362694
475 ANG MO KIO AVE 10 SINGAPORE,4 ROOM,396250,103.8566124,1.362694
475 JURONG WEST ST 41 SINGAPORE,3 ROOM,284000,103.7249828,1.3480631
475 JURONG WEST ST 41 SINGAPORE,4 ROOM,395500,103.7249828,1.3480631
475 PASIR RIS DR 6 SINGAPORE,4 ROOM,415666.6666666667,103.9572993,1.3751425
475 SEGAR RD SINGAPORE,4 ROOM,339347,103.7725021,1.3889679
475 SEGAR RD SINGAPORE,EXECUTIVE,429333.3333333333,103.7725021,1.3889679
475 SEMBAWANG DR SINGAPORE,4 ROOM,317800,103.8169619,1.4509133
475 SEMBAWANG DR SINGAPORE,5 ROOM,389333.3333333333,103.8169619,1.4509133
475A UPP SERANGOON CRES SINGAPORE,3 ROOM,470000,103.9003069,1.3762625
475A UPP SERANGOON CRES SINGAPORE,4 ROOM,700000,103.9003069,1.3762625
475A UPP SERANGOON CRES SINGAPORE,5 ROOM,799722,103.9003069,1.3762625
475B UPP SERANGOON CRES SINGAPORE,3 ROOM,456000,103.9000619,1.376209
475B UPP SERANGOON CRES SINGAPORE,4 ROOM,616000,103.9000619,1.376209
475B UPP SERANGOON CRES SINGAPORE,5 ROOM,752348,103.9000619,1.376209
475C UPP SERANGOON CRES SINGAPORE,3 ROOM,460000,103.9000117,1.3754302
475C UPP SERANGOON CRES SINGAPORE,4 ROOM,655000,103.9000117,1.3754302
475C UPP SERANGOON CRES SINGAPORE,5 ROOM,765600,103.9000117,1.3754302
475D UPP SERANGOON CRES SINGAPORE,3 ROOM,420000,103.9003975,1.3751631
475D UPP SERANGOON CRES SINGAPORE,4 ROOM,632500,103.9003975,1.3751631
475D UPP SERANGOON CRES SINGAPORE,5 ROOM,738600,103.9003975,1.3751631
476 ANG MO KIO AVE 10 SINGAPORE,3 ROOM,280433.3333333333,103.8576169,1.3624185
476 ANG MO KIO AVE 10 SINGAPORE,4 ROOM,389000,103.8576169,1.3624185
476 JURONG WEST ST 41 SINGAPORE,3 ROOM,266977.6,103.7241229,1.3476652
476 JURONG WEST ST 41 SINGAPORE,4 ROOM,395000,103.7241229,1.3476652
476 PASIR RIS DR 6 SINGAPORE,4 ROOM,425166.6666666667,103.9582605,1.3752438
476 SEGAR RD SINGAPORE,4 ROOM,333000,103.7729774,1.3890201
476 SEGAR RD SINGAPORE,5 ROOM,381666.6666666667,103.7729774,1.3890201
476 SEMBAWANG DR SINGAPORE,5 ROOM,386629.3333333333,103.8169393,1.4515191
476 TAMPINES ST 44 SINGAPORE,5 ROOM,512000,103.95342049999999,1.3609346
476 TAMPINES ST 44 SINGAPORE,EXECUTIVE,677500,103.95342049999999,1.3609346
476A CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,315820.8888888889,103.7380516,1.3765471
476A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,388136.6153846154,103.7380516,1.3765471
476A UPP SERANGOON VIEW SINGAPORE,3 ROOM,371290.46153846156,103.9040981,1.3767521
476A UPP SERANGOON VIEW SINGAPORE,4 ROOM,473444,103.9040981,1.3767521
476B CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,303300,103.7377197,1.3770204
476B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,380900,103.7377197,1.3770204
476B UPP SERANGOON VIEW SINGAPORE,4 ROOM,518290.46153846156,103.9042263,1.3773564
476B UPP SERANGOON VIEW SINGAPORE,5 ROOM,703666.6666666666,103.9042263,1.3773564
476C CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,303388.8,103.7379418,1.3773376
476C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,384621.05263157893,103.7379418,1.3773376
476C UPP SERANGOON VIEW SINGAPORE,4 ROOM,528648,103.9042942,1.3780703
476C UPP SERANGOON VIEW SINGAPORE,5 ROOM,702333.3333333334,103.9042942,1.3780703
476D CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,309833.3333333333,103.738334,1.377295
476D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,386325.86666666664,103.738334,1.377295
477 JURONG WEST ST 41 SINGAPORE,3 ROOM,277144.44444444444,103.7251637,1.3476958
477 JURONG WEST ST 41 SINGAPORE,4 ROOM,366000,103.7251637,1.3476958
477 PASIR RIS DR 6 SINGAPORE,4 ROOM,413714.28571428574,103.9582253,1.3748191
477 SEGAR RD SINGAPORE,4 ROOM,335000,103.7732263,1.3893302
477 SEGAR RD SINGAPORE,5 ROOM,374285.71428571426,103.7732263,1.3893302
477 SEMBAWANG DR SINGAPORE,4 ROOM,306909.0909090909,103.8166223,1.4520717
477 TAMPINES ST 43 SINGAPORE,4 ROOM,347500,103.9527859,1.3610116
477A UPP SERANGOON VIEW SINGAPORE,4 ROOM,519484,103.9036957,1.3767959
477A UPP SERANGOON VIEW SINGAPORE,5 ROOM,637500,103.9036957,1.3767959
477B UPP SERANGOON VIEW SINGAPORE,4 ROOM,488000,103.9040773,1.3793168
477B UPP SERANGOON VIEW SINGAPORE,5 ROOM,700736,103.9040773,1.3793168
477C UPP SERANGOON VIEW SINGAPORE,4 ROOM,500764.44444444444,103.9036957,1.3767959
477C UPP SERANGOON VIEW SINGAPORE,5 ROOM,690000,103.9036957,1.3767959
478 JURONG WEST ST 41 SINGAPORE,4 ROOM,346717.0909090909,103.723987,1.3473363
478 PASIR RIS DR 4 SINGAPORE,4 ROOM,424500,103.9587576,1.3747301
478 SEGAR RD SINGAPORE,4 ROOM,340000,103.7728642,1.3896256
478 SEGAR RD SINGAPORE,5 ROOM,407000,103.7728642,1.3896256
478 SEGAR RD SINGAPORE,EXECUTIVE,447400,103.7728642,1.3896256
478 SEMBAWANG DR SINGAPORE,4 ROOM,317800,103.8163053,1.4525509
478 SEMBAWANG DR SINGAPORE,5 ROOM,373666.6666666667,103.8163053,1.4525509
479 JURONG WEST ST 41 SINGAPORE,4 ROOM,320000,103.7244395,1.3471872
479 PASIR RIS DR 4 SINGAPORE,4 ROOM,424125,103.9591319,1.3751798
479 SEGAR RD SINGAPORE,4 ROOM,335000,103.7726831,1.3897
479 SEGAR RD SINGAPORE,EXECUTIVE,431666.6666666667,103.7726831,1.3897
479 SEMBAWANG DR SINGAPORE,4 ROOM,318206.28571428574,103.815694,1.4526098
479 TAMPINES ST 44 SINGAPORE,5 ROOM,495000,103.9535418,1.3615065
48 BENDEMEER RD SINGAPORE,EXECUTIVE,791666.6666666666,103.8661901,1.3231279
48 CIRCUIT RD SINGAPORE,3 ROOM,243990.66666666666,103.8855366,1.3255373
48 DORSET RD SINGAPORE,5 ROOM,626000,103.8505664,1.3143113
48 LENGKOK BAHRU SINGAPORE,4 ROOM,493400,103.810896,1.2873284
48 LENGKOK BAHRU SINGAPORE,5 ROOM,629825.1428571428,103.810896,1.2873284
48 LOR 5 TOA PAYOH SINGAPORE,5 ROOM,651500,103.8537345,1.3373594
48 LOWER DELTA RD SINGAPORE,2 ROOM,204800,103.8260187,1.2889321
48 MOH GUAN TER SINGAPORE,3 ROOM,606000,103.8310675,1.2840667
48 STRATHMORE AVE SINGAPORE,4 ROOM,721875,103.8078152,1.2937866
48 STRATHMORE AVE SINGAPORE,5 ROOM,867333.3333333334,103.8078152,1.2937866
48 TEBAN GDNS RD SINGAPORE,3 ROOM,240000,103.7400951,1.3204819
48 TEBAN GDNS RD SINGAPORE,4 ROOM,336250,103.7400951,1.3204819
48 TELOK BLANGAH DR SINGAPORE,5 ROOM,747981.3333333334,103.810532,1.2723476
480 JURONG WEST ST 41 SINGAPORE,3 ROOM,275692.3076923077,103.7244394,1.3468209
480 JURONG WEST ST 41 SINGAPORE,4 ROOM,369444,103.7244394,1.3468209
480 PASIR RIS DR 4 SINGAPORE,4 ROOM,378333.3333333333,103.9592831,1.3748399
480 SEGAR RD SINGAPORE,4 ROOM,336666.6666666667,103.7722305,1.389776
480 SEGAR RD SINGAPORE,5 ROOM,394625,103.7722305,1.389776
480 SEMBAWANG DR SINGAPORE,4 ROOM,326000,103.8151507,1.4523929
480 SEMBAWANG DR SINGAPORE,5 ROOM,375333.3333333333,103.8151507,1.4523929
480 TAMPINES ST 44 SINGAPORE,5 ROOM,495000,103.953705,1.3618601
480 TAMPINES ST 44 SINGAPORE,EXECUTIVE,665000,103.953705,1.3618601
481 JURONG WEST ST 41 SINGAPORE,3 ROOM,276150,103.725254,1.3467429
481 JURONG WEST ST 41 SINGAPORE,4 ROOM,321000,103.725254,1.3467429
481 PASIR RIS DR 4 SINGAPORE,4 ROOM,423000,103.9587919,1.3741016
481 SEGAR RD SINGAPORE,4 ROOM,336666.6666666667,103.7720494,1.3894105
481 SEGAR RD SINGAPORE,5 ROOM,398500,103.7720494,1.3894105
481 SEMBAWANG DR SINGAPORE,4 ROOM,309333.3333333333,103.8150827,1.4528522
481 SEMBAWANG DR SINGAPORE,5 ROOM,372687.5,103.8150827,1.4528522
482 ADMIRALTY LINK SINGAPORE,4 ROOM,314967.23529411765,103.8154224,1.4553281
482 JURONG WEST ST 41 SINGAPORE,4 ROOM,280000,103.7247033,1.3471022
482 PASIR RIS DR 4 SINGAPORE,4 ROOM,376000,103.9596759,1.3737851
482 PASIR RIS DR 4 SINGAPORE,5 ROOM,469600,103.9596759,1.3737851
482 SEGAR RD SINGAPORE,4 ROOM,352400,103.7722305,1.3891895
482 SEGAR RD SINGAPORE,EXECUTIVE,445000,103.7722305,1.3891895
483 ADMIRALTY LINK SINGAPORE,4 ROOM,325000,103.8154224,1.4560624
483 ADMIRALTY LINK SINGAPORE,5 ROOM,362095.4705882353,103.8154224,1.4560624
483 CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,331000,103.7376734,1.3758855
483 CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,382571.4285714286,103.7376734,1.3758855
483 JURONG WEST ST 41 SINGAPORE,4 ROOM,338583.3333333333,103.7257366,1.3473801
483 PASIR RIS DR 4 SINGAPORE,4 ROOM,404500,103.9598572,1.374077
483 PASIR RIS DR 4 SINGAPORE,5 ROOM,459333.3333333333,103.9598572,1.374077
483 SEGAR RD SINGAPORE,5 ROOM,395432,103.772072,1.3888055
483 SEGAR RD SINGAPORE,EXECUTIVE,460000,103.772072,1.3888055
484 ADMIRALTY LINK SINGAPORE,4 ROOM,322500,103.8152412,1.4571649
484 ADMIRALTY LINK SINGAPORE,5 ROOM,371343.75,103.8152412,1.4571649
484 CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,342833.3333333333,103.7371755,1.3764016
484 CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,379972,103.7371755,1.3764016
484 JURONG WEST AVE 1 SINGAPORE,3 ROOM,265250,103.7262498,1.3481291
484 JURONG WEST AVE 1 SINGAPORE,4 ROOM,380000,103.7262498,1.3481291
484 PASIR RIS DR 4 SINGAPORE,4 ROOM,398000,103.9605424,1.3736681
484 PASIR RIS DR 4 SINGAPORE,5 ROOM,466500,103.9605424,1.3736681
484 SEGAR RD SINGAPORE,4 ROOM,350000,103.7718683,1.3885317
484 SEGAR RD SINGAPORE,5 ROOM,386197.3333333333,103.7718683,1.3885317
484 SEGAR RD SINGAPORE,EXECUTIVE,456750,103.7718683,1.3885317
484 TAMPINES ST 43 SINGAPORE,5 ROOM,479000,103.952521,1.361307
484A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,312563.4285714286,103.7367682,1.3767339
484B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,331571.4285714286,103.7362931,1.3762785
484B CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,412500,103.7362931,1.3762785
484C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,327666.6666666667,103.736904,1.3756701
484C CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,390000,103.736904,1.3756701
484D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,339285.71428571426,103.7374697,1.375172
484D CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,374500,103.7374697,1.375172
485 ADMIRALTY LINK SINGAPORE,4 ROOM,310090.9090909091,103.8157312,1.456566
485 CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,325600,103.7379223,1.3747295
485 CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,405000,103.7379223,1.3747295
485 JURONG WEST AVE 1 SINGAPORE,3 ROOM,268200,103.7271548,1.3483436
485 JURONG WEST AVE 1 SINGAPORE,4 ROOM,352000,103.7271548,1.3483436
485 PASIR RIS DR 4 SINGAPORE,4 ROOM,425000,103.9608584,1.3743849
485 SEGAR RD SINGAPORE,3 ROOM,313708,103.7713251,1.3886816
485 SEGAR RD SINGAPORE,4 ROOM,404230.76923076925,103.7713251,1.3886816
485A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,315500,103.7382843,1.3746541
485A CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,383600,103.7382843,1.3746541
485A TAMPINES AVE 9 SINGAPORE,5 ROOM,485500,103.955789,1.360061
485B CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,392231.3333333333,103.7388274,1.374431
485B TAMPINES AVE 9 SINGAPORE,4 ROOM,400666.6666666667,103.9564122,1.3598188
485B TAMPINES AVE 9 SINGAPORE,5 ROOM,480750,103.9564122,1.3598188
485C CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,401000,103.7389179,1.3747237
485D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,342600,103.7388274,1.3754572
485D CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,385000,103.7388274,1.3754572
486 ADMIRALTY LINK SINGAPORE,4 ROOM,312849.14285714284,103.816047,1.4561147
486 ADMIRALTY LINK SINGAPORE,5 ROOM,373142.85714285716,103.816047,1.4561147
486 CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,320000,103.7383748,1.3754599
486 CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,385000,103.7383748,1.3754599
486 JURONG WEST AVE 1 SINGAPORE,4 ROOM,349543.1111111111,103.7263394,1.3487277
486 PASIR RIS DR 4 SINGAPORE,4 ROOM,404300,103.9608999,1.3743783
486 PASIR RIS DR 4 SINGAPORE,5 ROOM,465833.3333333333,103.9608999,1.3743783
486 SEGAR RD SINGAPORE,3 ROOM,329000,103.7717511,1.3889813
486 SEGAR RD SINGAPORE,4 ROOM,411908.51612903224,103.7717511,1.3889813
486A TAMPINES AVE 9 SINGAPORE,5 ROOM,469777.77777777775,103.957297,1.359654
486B TAMPINES AVE 9 SINGAPORE,4 ROOM,425250,103.9568406,1.3592294
486B TAMPINES AVE 9 SINGAPORE,5 ROOM,546500,103.9568406,1.3592294
486C TAMPINES AVE 9 SINGAPORE,4 ROOM,407200,103.9574094,1.3590076
486C TAMPINES AVE 9 SINGAPORE,5 ROOM,562500,103.9574094,1.3590076
487 ADMIRALTY LINK SINGAPORE,4 ROOM,344647.0588235294,103.815988,1.4556371
487 JURONG WEST AVE 1 SINGAPORE,3 ROOM,269750,103.7272454,1.3487094
487 PASIR RIS DR 4 SINGAPORE,4 ROOM,402500,103.9605371,1.3744025
487 PASIR RIS DR 4 SINGAPORE,5 ROOM,496000,103.9605371,1.3744025
487 SEGAR RD SINGAPORE,3 ROOM,308900,103.7711536,1.3892819
487 SEGAR RD SINGAPORE,4 ROOM,412278.3157894737,103.7711536,1.3892819
487A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,434962.6666666667,103.7392799,1.3759677
487A CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,501600,103.7392799,1.3759677
487A TAMPINES AVE 9 SINGAPORE,4 ROOM,413600,103.9577865,1.359605
487B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,427000,103.738394,1.3763892
487B CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,517500,103.738394,1.3763892
487B TAMPINES ST 45 SINGAPORE,4 ROOM,409500,103.958264,1.359985
487C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,396625,103.7391436,1.3765006
487C CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,510000,103.7391436,1.3765006
488 ADMIRALTY LINK SINGAPORE,4 ROOM,346457.4117647059,103.816559,1.454964
488 JURONG WEST AVE 1 SINGAPORE,4 ROOM,322666.6666666667,103.7262726,1.3491729
488 SEGAR RD SINGAPORE,2 ROOM,230079.2,103.7712567,1.3894877
488 SEGAR RD SINGAPORE,3 ROOM,303577.6,103.7712567,1.3894877
488A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,396833.3333333333,103.7400467,1.376567
488A TAMPINES AVE 9 SINGAPORE,4 ROOM,415000,103.9564542,1.3599286
488A TAMPINES AVE 9 SINGAPORE,5 ROOM,455750,103.9564542,1.3599286
488B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,431250,103.7400467,1.376567
488B TAMPINES ST 45 SINGAPORE,4 ROOM,400000,103.9572281,1.3605461
488C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,398250,103.7400467,1.376567
488C CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,509000,103.7400467,1.376567
488D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,420000,103.7406607,1.3762905
488D CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,507500,103.7406607,1.3762905
489 ADMIRALTY LINK SINGAPORE,4 ROOM,352062.5,103.81693,1.454951
489 JURONG WEST AVE 1 SINGAPORE,3 ROOM,278333.3333333333,103.7272455,1.3492955
489 JURONG WEST AVE 1 SINGAPORE,4 ROOM,340666.6666666667,103.7272455,1.3492955
489A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,388000,103.7405471,1.3753738
489A CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,497500,103.7405471,1.3753738
489A TAMPINES ST 45 SINGAPORE,4 ROOM,398000,103.9574793,1.3606952
489A TAMPINES ST 45 SINGAPORE,5 ROOM,450600,103.9574793,1.3606952
489B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,426777.6,103.7398008,1.3756194
489B CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,500500,103.7398008,1.3756194
489B TAMPINES ST 45 SINGAPORE,4 ROOM,411600,103.957485,1.361324
489B TAMPINES ST 45 SINGAPORE,5 ROOM,492666.6666666667,103.957485,1.361324
489C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,430333.3333333333,103.739622,1.3761644
489C CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,515000,103.739622,1.3761644
489C TAMPINES ST 45 SINGAPORE,4 ROOM,379333.3333333333,103.9564291,1.3617416
489C TAMPINES ST 45 SINGAPORE,5 ROOM,482400,103.9564291,1.3617416
489D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,411666.6666666667,103.7405484,1.3759281
489D CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,491666.6666666667,103.7405484,1.3759281
48A DORSET RD SINGAPORE,5 ROOM,598137.6,103.8510255,1.3145419
49 CIRCUIT RD SINGAPORE,3 ROOM,226451.73333333334,103.8857179,1.3252436
49 CIRCUIT RD SINGAPORE,4 ROOM,490000,103.8857179,1.3252436
49 DORSET RD SINGAPORE,3 ROOM,383111.1111111111,103.8500142,1.3128773
49 DORSET RD SINGAPORE,4 ROOM,487500,103.8500142,1.3128773
49 HOY FATT RD SINGAPORE,4 ROOM,488600,103.8117093,1.2875487
49 HOY FATT RD SINGAPORE,5 ROOM,612500,103.8117093,1.2875487
49 JLN TIGA SINGAPORE,4 ROOM,686285.7142857143,103.885355,1.3088593
49 KIM PONG RD SINGAPORE,3 ROOM,634000,103.8304128,1.2843564
49 LOR 5 TOA PAYOH SINGAPORE,5 ROOM,671472,103.8532605,1.3375972
49 STRATHMORE AVE SINGAPORE,4 ROOM,688517.0909090909,103.8083586,1.2941493
49 TELOK BLANGAH DR SINGAPORE,5 ROOM,685500,103.810928,1.2722469
49 WHAMPOA STH SINGAPORE,4 ROOM,358071.4285714286,103.866396,1.324448
490 ADMIRALTY LINK SINGAPORE,4 ROOM,349703.61904761905,103.8171838,1.4551514
490 JURONG WEST AVE 1 SINGAPORE,3 ROOM,265600,103.7272456,1.3497351
490 JURONG WEST AVE 1 SINGAPORE,4 ROOM,372000,103.7272456,1.3497351
490A CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,315000,103.7414657,1.3752232
490A CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,425600,103.7414657,1.3752232
490A TAMPINES ST 45 SINGAPORE,4 ROOM,410000,103.956755,1.362032
490A TAMPINES ST 45 SINGAPORE,5 ROOM,510000,103.956755,1.362032
490B CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,327800,103.7414296,1.3755336
490B CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,410000,103.7414296,1.3755336
490B TAMPINES ST 45 SINGAPORE,5 ROOM,502000,103.95621,1.36256
490C CHOA CHU KANG AVE 5 SINGAPORE,3 ROOM,318500,103.741246,1.3748986
490C CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,408333.3333333333,103.741246,1.3748986
490D CHOA CHU KANG AVE 5 SINGAPORE,4 ROOM,430888,103.7411025,1.37613
490D CHOA CHU KANG AVE 5 SINGAPORE,5 ROOM,511333.3333333333,103.7411025,1.37613
491 ADMIRALTY LINK SINGAPORE,4 ROOM,320171.63636363635,103.8175959,1.4561222
491 ADMIRALTY LINK SINGAPORE,5 ROOM,378055.55555555556,103.8175959,1.4561222
491 JURONG WEST AVE 1 SINGAPORE,3 ROOM,265333.3333333333,103.7195531,1.351535
491 JURONG WEST AVE 1 SINGAPORE,4 ROOM,325666.6666666667,103.7195531,1.351535
491A TAMPINES AVE 9 SINGAPORE,5 ROOM,513500,103.9537831,1.3626164
491B TAMPINES AVE 9 SINGAPORE,4 ROOM,414000,103.9542138,1.3622661
491B TAMPINES AVE 9 SINGAPORE,5 ROOM,500000,103.9542138,1.3622661
491C TAMPINES ST 45 SINGAPORE,4 ROOM,435000,103.9545991,1.3618794
491C TAMPINES ST 45 SINGAPORE,5 ROOM,510714.28571428574,103.9545991,1.3618794
491D TAMPINES ST 45 SINGAPORE,4 ROOM,375000,103.9547124,1.3624828
491D TAMPINES ST 45 SINGAPORE,5 ROOM,460750,103.9547124,1.3624828
491E TAMPINES ST 45 SINGAPORE,4 ROOM,432000,103.9552563,1.362443
491E TAMPINES ST 45 SINGAPORE,5 ROOM,525000,103.9552563,1.362443
491F TAMPINES ST 45 SINGAPORE,4 ROOM,410000,103.954871,1.3630493
491F TAMPINES ST 45 SINGAPORE,5 ROOM,540000,103.954871,1.3630493
491G TAMPINES ST 45 SINGAPORE,5 ROOM,476666.6666666667,103.9544396,1.3634385
491H TAMPINES ST 45 SINGAPORE,5 ROOM,491666.6666666667,103.9542138,1.3628518
492 ADMIRALTY LINK SINGAPORE,4 ROOM,324377.6,103.8170525,1.4564927
492 ADMIRALTY LINK SINGAPORE,5 ROOM,375400,103.8170525,1.4564927
492 JURONG WEST ST 41 SINGAPORE,3 ROOM,243125,103.724983,1.3501144
492B TAMPINES AVE 9 SINGAPORE,5 ROOM,475000,103.9535112,1.3629841
492C TAMPINES ST 45 SINGAPORE,5 ROOM,511444,103.9537152,1.3634405
492D TAMPINES ST 45 SINGAPORE,5 ROOM,486250,103.9538464,1.3637121
493 ADMIRALTY LINK SINGAPORE,4 ROOM,332555.55555555556,103.8165091,1.4564961
493 ADMIRALTY LINK SINGAPORE,5 ROOM,384166.6666666667,103.8165091,1.4564961
493A TAMPINES AVE 9 SINGAPORE,5 ROOM,506750,103.9525573,1.362456
493B TAMPINES AVE 9 SINGAPORE,4 ROOM,430000,103.9520868,1.3622378
493B TAMPINES AVE 9 SINGAPORE,5 ROOM,528333.3333333334,103.9520868,1.3622378
493C TAMPINES ST 43 SINGAPORE,5 ROOM,495250,103.9515341,1.3619094
493D TAMPINES ST 43 SINGAPORE,4 ROOM,389944,103.9517208,1.3623906
493D TAMPINES ST 43 SINGAPORE,5 ROOM,474000,103.9517208,1.3623906
493E TAMPINES ST 43 SINGAPORE,4 ROOM,384000,103.9520369,1.3626482
493E TAMPINES ST 43 SINGAPORE,5 ROOM,490166.6666666667,103.9520369,1.3626482
494 JURONG WEST ST 41 SINGAPORE,3 ROOM,237500,103.724983,1.3496748
494B TAMPINES AVE 9 SINGAPORE,5 ROOM,488333.3333333333,103.9524826,1.3632129
494C TAMPINES ST 43 SINGAPORE,5 ROOM,470142.85714285716,103.9524913,1.3636308
494D TAMPINES ST 43 SINGAPORE,3 ROOM,375750,103.9531888,1.3636033
494E TAMPINES ST 43 SINGAPORE,3 ROOM,365000,103.9513266,1.3616218
495 JURONG WEST ST 41 SINGAPORE,3 ROOM,235000,103.7244399,1.3498245
495 JURONG WEST ST 41 SINGAPORE,4 ROOM,308000,103.7244399,1.3498245
495A TAMPINES ST 43 SINGAPORE,EXECUTIVE,615750,103.9508822,1.3626336
495B TAMPINES ST 43 SINGAPORE,EXECUTIVE,588000,103.9513128,1.3628324
495C TAMPINES ST 43 SINGAPORE,EXECUTIVE,609250,103.9516074,1.363215
495D TAMPINES ST 43 SINGAPORE,EXECUTIVE,540000,103.9520607,1.3637249
495E TAMPINES ST 43 SINGAPORE,EXECUTIVE,632500,103.9524007,1.3641439
495F TAMPINES ST 43 SINGAPORE,EXECUTIVE,583833.3333333334,103.9528766,1.3644523
496B TAMPINES ST 43 SINGAPORE,4 ROOM,435000,103.9510862,1.3615524
496B TAMPINES ST 43 SINGAPORE,5 ROOM,471000,103.9510862,1.3615524
496C TAMPINES ST 43 SINGAPORE,4 ROOM,421500,103.9502703,1.3621063
496C TAMPINES ST 43 SINGAPORE,5 ROOM,500984,103.9502703,1.3621063
496D TAMPINES AVE 9 SINGAPORE,5 ROOM,481200,103.9504289,1.3616112
496E TAMPINES AVE 9 SINGAPORE,5 ROOM,510833.3333333333,103.949817,1.3611206
496G TAMPINES AVE 9 SINGAPORE,4 ROOM,420000,103.9504946,1.3607106
496G TAMPINES AVE 9 SINGAPORE,5 ROOM,505750,103.9504946,1.3607106
