"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"427",427,"  Blk 288A Bukit Batok Street 25 Singapore","HDB Executive","Executive Apartment"," Built-1997","144 sqm / $534 psf(Built)","$828,000","Resale",103.7606448,1.3452213,"288a bukit batok street 25, block 288a, singapore 650288"
"428",428,"  Blk 10 Jalan Batu Singapore","5-Room","Model A"," Built-1986","131 sqm / $544 psf(Built)","$768,000","Resale",103.882909,1.3020705,"10 jln batu, block 10, singapore 431010"
"429",429,"  Blk 506 Pasir Ris Street 52 Singapore","HDB Executive","Apartment"," Built-1993","145 sqm / $466 psf(Built)","$728,000","Resale",103.9447859,1.3770049,"506 pasir ris street 52, block 506, singapore 510506"
"430",430,"  Blk 522A  Tampines Central 7 Singapore","4-Room","Model A"," Built-2015","93 sqm / $549 psf(Built)","$550,000","Resale",103.9384669,1.3577782,"522a tampines central 7, singapore 528597"
"431",431,"  Blk 90 Bedok North Street 4 Singapore","5-Room","Model A"," Built-1978","117 sqm / $395 psf(Built)","$498,000","Resale",103.9403668,1.3321736,"90 bedok north street 4, block 90, singapore 460090"
"432",432,"  Blk 120C Rivervale Drive Singapore","HDB Executive","Apartment"," Built-2001","142 sqm / $412 psf(Built)","$630,000","Resale",103.904015,1.385129,"120c rivervale dr, singapore 543120"
"433",433,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)","$600,000","Resale",103.9003069,1.3767753,"473a upper serangoon cres, singapore 531473"
"434",434,"  Blk 486 Segar Road Singapore","4-Room","Na"," Built-2014","93 sqm / $419 psf(Built)","$420,000","Resale",103.7717511,1.3889813,"486 segar rd, singapore 670486"
"435",435,"  Blk 128 Bedok Reservoir Road Singapore","4-Room","Simplified"," Built-1986","84 sqm / $436 psf(Built)","$395,000","Resale",103.9114536,1.3334379,"128 bedok reservoir rd, block 128, singapore 470128"
"436",436,"  Blk 602B Punggol Central Singapore","4-Room","Model A"," Built-2012","93 sqm / $399 psf(Built)","$400,000","Resale",103.9067215,1.4030407,"602b punggol central, singapore 822602"
"437",437,"  Blk 6 Marine Terrace Singapore","3-Room","Improved"," Built-1975","65 sqm / $657 psf(Built)","$460,000","Resale",103.9164382,1.3038564,"6 marine terrace, block 6, singapore 440006"
"438",438,"  Blk 518 Pasir Ris Street 52 Singapore","5-Room","Improved"," Built-1993","129 sqm / $437 psf(Built)","$608,000","Resale",103.9444686,1.3744799,"518 pasir ris street 52, block 518, singapore 510518"
"439",439,"  Blk 173C Punggol Field Singapore","4-Room","New Generation"," Built-2003","90 sqm / $464 psf(Built)","$450,000","Resale",103.9106273,1.3962603,"173c punggol field, singapore 823173"
"440",440,"  Blk 771 Bedok Reservoir View Singapore","5-Room","Improved"," Built-2000","115 sqm / $508 psf(Built)","$630,000","Resale",103.9387805,1.3360242,"771 bedok reservoir view, block 771, singapore 470771"
"441",441,"  Blk 641 Rowell Road Singapore","5-Room","Model A"," Built-1983","137 sqm / $575 psf(Built)","$849,000","Resale",103.8550777,1.3083007,"641 rowell rd, singapore 200641"
"442",442,"  Blk 17 Marine Terrace Singapore","4-Room","Standard"," Built-1975","82 sqm / $560 psf(Built)","$495,000","Resale",103.9141725,1.3037229,"17 marine terrace, block 17, singapore 440017"
"443",443,"  Blk 105A Edgefield Plains Singapore","5-Room","Improved"," Built-2003","110 sqm / $401 psf(Built)","$475,000","Resale",103.9058262,1.3971031,"105a edgefield plains, singapore 821105"
"444",444,"  Blk 618B Punggol Drive Singapore","5-Room","Model A"," Built-2013","118 sqm / $508 psf(Built)","$646,000","Resale",103.912106,1.401454,"618b punggol dr, singapore 822618"
"445",445,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2015","110 sqm / $489 psf(Built)","$579,999","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"446",446,"  Blk 224 Serangoon Avenue 4 Singapore","4-Room","New Generation"," Built-1984","92 sqm / $464 psf(Built)","$460,000","Resale",103.8707693,1.3572417,"224 serangoon ave 4, block 224, singapore 550224"
"447",447,"  Blk 58 Dakota Crescent Singapore","4-Room","Model A"," Built-1984","102 sqm / $637 psf(Built)","$700,000","Resale",103.8895235,1.3073722,"58 dakota cres, block 58, singapore 390058"
"448",448,"  Blk 406 Tampines Street 41 Singapore","3-Room","Simplified"," Built-1986","64 sqm / $490 psf(Built)","$338,000","Resale",103.945919,1.3581418,"406 tampines street 41, block 406, singapore 520406"
"449",449,"  Blk 271 Bishan Street 24 Singapore","4-Room","Model A"," Built-1992","104 sqm / $552 psf(Built)","$618,000","Resale",103.8428659,1.3562374,"271 bishan street 24, block 271, singapore 570271"
"450",450,"  Blk 87 Dawson Road Singapore","3-Room","Model A"," Built-2016","64 sqm / $1,056 psf(Built)","$728,000","Resale",103.8099048,1.2960052,"87 dawson rd, singapore 141087"
"451",451,"  Blk 145 Serangoon North Avenue 1 Singapore","5-Room","Improved"," Built-1986","122 sqm / $357 psf(Built)","$470,000","Resale",103.8723981,1.3679231,"145 serangoon north ave 1, block 145, singapore 550145"
"452",452,"  Blk 60 Dakota Crescent Singapore","4-Room","Model A"," Built-1983","111 sqm / $670 psf(Built)","$799,999","Resale",103.8882441,1.3071687,"60 dakota cres, singapore 390060"
"453",453,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)","$728,000","Resale",103.8106905,1.2932038,"58 strathmore ave, block 58, singapore 142058"
"454",454,"  Blk 676B Punggol Drive Singapore","5-Room","Improved"," Built-2015","113 sqm / $542 psf(Built)","$660,000","Resale",103.9103467,1.4050168,"676b punggol dr, singapore 822676"
"455",455,"  Blk 13 Toh Yi Drive Singapore","5-Room","Model A"," Built-1988","128 sqm / $653 psf(Built)","$900,000","Resale",103.7725926,1.3387009,"13 toh yi dr, block 13, singapore 590013"
"456",456,"  Blk 383 Bukit Batok West Avenue 5 Singapore","5-Room","Improved"," Built-2005","118 sqm / $496 psf(Built)","$630,000","Resale",103.7521786,1.3622966,"383 bukit batok west ave 5, block 383, singapore 650383"
"457",457,"  Blk 39 Upper Boon Keng Road Singapore","5-Room","Improved"," Built-1976","114 sqm / $427 psf(Built)","$525,000","Resale",103.874187,1.318769,"39 upper boon keng rd, singapore 380039"
"458",458,"  Blk 286B Toh Guan Road Singapore","HDB Executive","Apartment"," Built-1998","143 sqm / $528 psf(Built)","$813,000","Resale",103.7452539,1.3386375,"286b toh guan rd, block 286b, singapore 602286"
"459",459,"  Blk 404 Sin Ming Avenue Singapore","HDB Executive","Maisonette"," Built-1986","149 sqm / $579 psf(Built)","$930,000","Resale",103.833902,1.362625,"404 sin ming ave, singapore 570404"
"460",460,"  Blk 668B Edgefield Plains Singapore","5-Room","Premium Apartment"," Built-2016","113 sqm / $546 psf(Built)","$665,000","Resale",103.9130631,1.4048962,"668b edgefield plains, singapore 822668"
"461",461,"  Blk 311B Trivelis Singapore","4-Room","Model A"," Built-2014","82 sqm / $869 psf(Built)","$768,000","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"462",462,"  Blk 2C Geylang Serai Singapore","4-Room","Model A"," Built-2011","95 sqm / $674 psf(Built)","$690,000","Resale",103.898082,1.317465,"2c geylang serai, singapore 405002"
"463",463,"  Blk 308C Punggol Walk Singapore","3-Room","Model A"," Built-2016","67 sqm / $581 psf(Built)","$419,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"464",464,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2015","83 sqm / $923 psf(Built)","$825,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"465",465,"  Blk 93A Telok Blangah Street 31 Singapore","4-Room","Model A"," Built-2017","92 sqm / $909 psf(Built)","$900,000","Resale",103.8070937,1.2752967,"93a telok blangah street 31, singapore 101093"
"466",466,"  Blk 637A Punggol Drive Singapore","5-Room","Improved"," Built-2005","111 sqm / $418 psf(Built)","$500,000","Resale",103.9145446,1.3995632,"637a punggol dr, singapore 821637"
"467",467,"  Blk 747B Belvia Singapore","4-Room","Improved"," Built-2019","86 sqm / $750 psf(Built)","$695,000","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"468",468,"  Blk 61A Strathmore Avenue Singapore","4-Room","Model A"," Built-2011","96 sqm / $762 psf(Built)","$788,000","Resale",103.8117546,1.2938744,"61a strathmore ave, singapore 142061"
"469",469,"  Blk 30 Cassia Crescent Singapore","4-Room","Model A"," Built-1998","103 sqm / $676 psf(Built)","$750,000","Resale",103.883362,1.309528,"30 cassia cres, block 30, singapore 391030"
"470",470,"  Blk 280 Toh Guan Road Singapore","4-Room","Model A"," Built-1998","90 sqm / $505 psf(Built)","$490,000","Resale",103.7474037,1.3403647,"280 toh guan rd, block 280, singapore 600280"
"471",471,"  Blk 698C Hougang Street 52 Singapore","HDB Executive","Multi Generation"," Built-1999","141 sqm / $434 psf(Built)","$660,000","Resale",103.8883456,1.3753812,"698c hougang street 52, block 698c, singapore 533698"
"472",472,"  Blk 109 Bishan Street 12 Singapore","4-Room","Simplified"," Built-1985","84 sqm / $641 psf(Built)","$580,000","Resale",103.8479386,1.3467612,"109 bishan street 12, block 109, singapore 570109"
"473",473,"  Blk 5 Ghim Moh Road Singapore","3-Room","Na"," Built-1976","65 sqm / $492 psf(Built)","$345,000","Resale",103.7883466,1.312624,"5 ghim moh rd, block 5, singapore 270005"
"474",474,"  Blk 472 Tampines Street 44 Singapore","Multi-Gen/Jumbo","Jumbo"," Built-1993","","$858,000","Resale",103.9535112,1.3598359,"472 tampines street 44, singapore 520472"
"475",475,"  Blk 135 Lorong Ah Soo Singapore","4-Room","Model A"," Built-1984","106 sqm / $410 psf(Built)","$468,000","Resale",103.8867146,1.3501237,"135 lor ah soo, block 135, singapore 530135"
"476",476,"  Blk 154 Lorong 2 Toa Payoh Singapore","4-Room","Model A"," Built-2001","101 sqm / $722 psf(Built)","$785,000","Resale",103.8461676,1.3333428,"154 lor 2 toa payoh, block 154, singapore 310154"
"477",477,"  Blk 301 Shunfu Road Singapore","HDB Executive","Maisonette"," Built-1985","148 sqm / $677 psf(Built)","$1,080,000","Resale",103.8382496,1.3493864,"301 shunfu rd, block 301, singapore 570301"
"478",478,"  Blk 15 Ghim Moh Road Singapore","4-Room","Improved"," Built-1977","82 sqm / $554 psf(Built)","$489,000","Resale",103.7886408,1.3091282,"15 ghim moh rd, block 15, singapore 270015"
"479",479,"  Blk 672A Klang Lane Singapore","5-Room","Improved"," Built-2002","105 sqm / $495 psf(Built)","$560,000","Resale",103.8524905,1.3085134,"672a klang ln, singapore 211672"
"480",480,"  Blk 642 Rowell Road Singapore","5-Room","Model A"," Built-1984","131 sqm / $609 psf(Built)","$860,000","Resale",103.856473,1.307542,"642 rowell rd, singapore 200642"
"481",481,"  Blk 46 Bendemeer Road Singapore","HDB Executive","Executive Apartment"," Built-1994","147 sqm / $537 psf(Built)","$850,000","Resale",103.8615294,1.3150672,"46 bendemeer rd, singapore 339931"
"482",482,"  Blk 676D Punggol Drive Singapore","4-Room","Standard"," Built-2012","93 sqm / $548 psf(Built)","$548,888","Resale",103.9093564,1.4051683,"676d punggol dr, singapore 824676"
"483",483,"  Blk 808C Chai Chee Road Singapore","4-Room","Model A"," Built-2015","88 sqm / $633 psf(Built)","$600,000","Resale",103.9233711,1.327395,"808c chai chee rd, singapore 463808"
"484",484,"  Blk 614A Edgefield Plains Singapore","4-Room","Model A"," Built-2012","92 sqm / $494 psf(Built)","$490,000","Resale",103.9092667,1.4037965,"614a edgefield plains, singapore 821614"
"485",485,"  Blk 128 Geylang East Avenue 1 Singapore","4-Room","Model A"," Built-1983","114 sqm / $472 psf(Built)","$580,000","Resale",103.8877115,1.3185818,"128 geylang east ave 1, block 128, singapore 380128"
"486",486,"  Blk 416 Bukit Batok West Avenue 4 Singapore","4-Room","Model A"," Built-1987","103 sqm / $342 psf(Built)","$380,000","Resale",103.745978,1.3631754,"416 bukit batok west ave 4, block 416, singapore 650416"
"487",487,"  Blk 614 Ang Mo Kio Avenue 4 Singapore","HDB Executive","Apartment"," Built-1996","147 sqm / $505 psf(Built)","$799,000","Resale",103.8393332,1.3780896,"614 ang mo kio ave 4, block 614, singapore 560614"
"488",488,"  Blk 38D Bendemeer Road Singapore","4-Room","Model A"," Built-2012","89 sqm / $730 psf(Built)","$700,000","Resale",103.8668213,1.3218715,"38d bendemeer rd, singapore 334038"
"489",489,"  Blk 708 Tampines Street 71 Singapore","5-Room","Improved"," Built-1997","119 sqm / $441 psf(Built)","$565,000","Resale",103.936767,1.358019,"708 tampines street 71, singapore 520708"
"490",490,"  Blk 877 Tampines Street 84 Singapore","3-Room","Model A"," Built-1988","74 sqm / $414 psf(Built)","$330,000","Resale",103.9314837,1.3525711,"877 tampines street 84, block 877, singapore 520877"
"491",491,"  Blk 557 Choa Chu Kang North 6 Singapore","HDB Executive","Apartment"," Built-1996","146 sqm / $356 psf(Built)","$560,000","Resale",103.7441677,1.3954427,"557 choa chu kang north 6, block 557, singapore 680557"
"492",492,"  Blk 637 Jurong West Street 61 Singapore","5-Room","Model A"," Built-2004","110 sqm / $362 psf(Built)","$429,178","Resale",103.6978317,1.3414719,"637 jurong west street 61, block 637, singapore 640637"
"493",493,"  Blk 661A Edgedale Plains Singapore","4-Room","Premium Apartment"," Built-2016","92 sqm / $525 psf(Built)","$520,000","Resale",103.9170938,1.4030376,"661a edgedale plains, singapore"
"494",494,"  Blk 308B Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $545 psf(Built)","$540,000","Resale",103.8998529,1.4076815,"308b punggol walk, singapore 822308"
"495",495,"  Blk 107 Ang Mo Kio Avenue 4 Singapore","4-Room","New Generation"," Built-1978","99 sqm / $431 psf(Built)","$460,000","Resale",103.8372499,1.371434,"107 ang mo kio ave 4, block 107, singapore 560107"
"496",496,"  Blk 168D Parc Lumiere Singapore","5-Room","Dbss"," Built-2011","107 sqm / $642 psf(Built)","$739,999","Resale",103.9584815,1.3430549,"167 simei ln, singapore 520167"
"497",497,"  Blk 415 Bedok North Avenue 2 Singapore","5-Room","Improved"," Built-1978","119 sqm / $459 psf(Built)","$588,000","Resale",103.9300788,1.3297817,"415 bedok north ave 2, block 415, singapore 460415"
"498",498,"  Blk 664A Punggol Drive Singapore","5-Room","Built-2016",NA,"110 sqm / $506 psf(Built)","$599,999","Resale",103.9174911,1.3995531,"664a punggol dr, singapore"
"499",499,"  Blk 311B Trivelis Singapore","4-Room","Dbss"," Built-2014","81 sqm / $860 psf(Built)","$750,000","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"500",500,"  Blk 4 Changi Village Road Singapore","3-Room","Improved"," Built-1980","66 sqm / $422 psf(Built)","$300,000","Resale",103.9874204,1.3891466,"4 changi village rd, singapore 500004"
"501",501,"  Blk 424 Serangoon Central Singapore","HDB Executive","Na"," Built-1989","146 sqm / $604 psf(Built)","$950,000","Resale",103.8755925,1.34812,"424 serangoon central, block 424, singapore 550424"
"502",502,"  Blk 295C Compassvale Crescent Singapore","5-Room","Improved"," Built-2002","110 sqm / $358 psf(Built)","$425,000","Resale",103.9000973,1.3972562,"295c compassvale cres, singapore 543295"
"503",503,"  Blk 103 Henderson Crescent Singapore","4-Room","Standard"," Built-1970","74 sqm / $501 psf(Built)","$400,000","Resale",103.8215129,1.2898163,"103 henderson cres, block 103, singapore 150103"
"504",504,"  Blk 443A Fajar Road Singapore","4-Room","Model A"," Built-2016","93 sqm / $484 psf(Built)","$485,000","Resale",103.7696542,1.381492,"443a fajar rd, singapore 674442"
"505",505,"  Blk 86 Dawson Road Singapore","4-Room","Improved"," Built-2016","83 sqm / $951 psf(Built)","$850,000","Resale",103.8103377,1.2956741,"86 dawson rd, singapore 141086"
"506",506,"  Blk 333C Anchorvale Link Singapore","5-Room","Improved"," Built-2015","112 sqm / $547 psf(Built)","$660,000","Resale",103.8907509,1.3945557,"333 anchorvale link, singapore"
"507",507,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $979 psf(Built)","$875,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"508",508,"  Blk 415B Fernvale Link Singapore","5-Room","Improved"," Built-2016","113 sqm / $434 psf(Built)","$528,000","Resale",103.8801605,1.389669,"415b fernvale link, singapore 791415"
"509",509,"  Blk 116 Edgefield Plains Singapore","5-Room","Model A"," Built-2003","113 sqm / $435 psf(Built)","$530,000","Resale",103.906758,1.395244,"116 edgefield plains, singapore 820116"
"510",510,"  Blk 520B Centrale 8 At Tampines Singapore","5-Room","Improved"," Built-2014","108 sqm / $700 psf(Built)","$815,000","Resale",103.9404167,1.3568659,"519 tampines central 8, singapore 520519"
"511",511,"  Blk 348A Adora Green Singapore","4-Room","Dbss"," Built-2013","92 sqm / $888 psf(Built)","$880,000","Resale",103.8411561,1.4272785,"yishun ave 11, singapore 761347"
"512",512,"  Blk 212A Punggol Walk Singapore","4-Room","Model A"," Built-2015","93 sqm / $497 psf(Built)","$498,000","Resale",103.8991918,1.3997175,"212 punggol walk, singapore 822209"
"513",513,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","94 sqm / $563 psf(Built)","$570,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"514",514,"  Blk 133 MARSILING RISE Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1995","170 sqm / $409 psf(Built)","$750,000","Resale",103.7780248,1.4376468,"133 marsiling rise, block 133, singapore 730133"
"515",515,"  Blk 109 Lengkong Tiga Singapore","4-Room","Model A"," Built-1989","104 sqm / $589 psf(Built)","$660,000","Resale",103.9107286,1.3246615,"109 lengkong tiga, block 109, singapore 410109"
"516",516,"  Blk 310C Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $543 psf(Built)","$538,000","Resale",103.8999638,1.4096731,"310 c punggol walk, singapore 822310"
"517",517,"  Blk 92 Dawson Road Singapore","4-Room","New Generation"," Built-2016","83 sqm / $938 psf(Built)","$838,000","Resale",103.8114169,1.2950444,"92 dawson rd, singapore 141092"
