"","Address","Info","Area","Price"
"3657","  Blk 73 Telok Blangah Heights","5 Room •Simplified • Built-1978","117 sqm / $490 psf(Built)","$618,000"
"3658","  Blk 311C Trivelis","4 Room •Model A • Built-2014","76 sqm / $886 psf(Built)","$725,000"
"3659","  Blk 138 Potong Pasir Avenue 3","4 Room •Model A • Built-1984","104 sqm / $522 psf(Built)","$585,000"
"3660","  Blk 241 Yishun Ring Road","3 Room •New Generation • Built-1986","67 sqm / $429 psf(Built)","$310,000"
"3661","  Blk 871 Tampines Street 84","4 Room •Model A • Built-1988","107 sqm / $414 psf(Built)","$478,000"
"3662","  Blk 665 Jalan Damai","HDB Executive •Maisonette • Built-2020","146 sqm / $515 psf(Built)","$810,000"
"3663","  Blk 596A Ang Mo Kio Street 52","5 Room •Improved • Built-2002","110 sqm / $760 psf(Built)","$899,999"
"3664","  Blk 168A Queensway","4 Room •Improved • Built-1974","82 sqm / $429 psf(Built)","$378,777"
"3665","  Blk 454 Tampines Street 42","Multi-Gen/Jumbo •Multi Generation • Built-1987","132 sqm / $526 psf(Built)","$748,000"
"3666","  Blk 129 Potong Pasir Avenue 1","HDB Executive •Maisonette • Built-1984","161 sqm / $623 psf(Built)","$1,080,000"
"3667","  Blk 847 Tampines Street 83","4 Room •Model A • Built-1987","104 sqm / $418 psf(Built)","$468,000"
"3668","  Blk 678A Punggol Drive","4 Room •New Generation • Built-2016","93 sqm / $538 psf(Built)","$538,888"
"3669","  Blk 312B Anchorvale Lane","HDB Executive •Apartment • Built-2002","128 sqm / $388 psf(Built)","$535,000"
"3670","  Blk 91 Dawson Road","5 Room •Improved • Built-2016","99 sqm / $937 psf(Built)","$998,000"
"3671","  Blk 622C Punggol Central","3 Room •Model A • Built-2014","69 sqm / $471 psf(Built)","$350,000"
"3672","  Blk 2C Boon Tiong Road","5 Room •Standard • Built-2001","115 sqm / $757 psf(Built)","$938,000"
"3673","  Blk 2 Toh Yi Drive","HDB Executive •Maisonette • Built-1988","136 sqm / $856 psf(Built)","$1,250,000"
"3674","  Blk 373 Clementi Avenue 4","4 Room •New Generation • Built-1981","91 sqm / $489 psf(Built)","$480,000"
"3675","  Blk 307D Anchorvale Road","5 Room •Improved • Built-2001","110 sqm / $371 psf(Built)","$440,000"
"3676","  Blk 630 Senja Road","4 Room •Model A • Built-2004","90 sqm / $485 psf(Built)","$470,000"
"3677","  Blk 3D Upper Boon Keng Road","4 Room •Standard • Built-2006","90 sqm / $717 psf(Built)","$695,000"
"3678","  Blk 637B Punggol Drive","5 Room •Improved • Built-2005","110 sqm / $464 psf(Built)","$550,000"
"3679","  Blk 335B Anchorvale Crescent","4 Room •Model A • Built-2015","92 sqm / $464 psf(Built)","$460,000"
"3680","  Blk 473C Upper Serangoon Crescent","5 Room •Improved • Built-2016","113 sqm / $525 psf(Built)","$639,000"
"3681","  Blk 618B Punggol Drive","5 Room •Model A • Built-2013","118 sqm / $508 psf(Built)","$646,000"
"3682","  Blk 311A Trivelis","4 Room •Dbss • Built-2014","80 sqm / $998 psf(Built)","$860,000"
"3683","  Blk 858 Tampines Avenue 5","HDB Executive •Maisonette • Built-1988","149 sqm / $486 psf(Built)","$780,000"
"3684","  Blk 294A Compassvale Crescent","5 Room •Improved • Built-2016","110 sqm / $548 psf(Built)","$650,000"
"3685","  Blk 307B Anchorvale Road","HDB Executive •Apartment • Built-2001","125 sqm / $444 psf(Built)","$598,000"
"3686","  Blk 530A Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $721 psf(Built)","$668,000"
"3687","  Blk 347B Adora Green","4 Room •Model A • Built-2013","92 sqm / $515 psf(Built)","$510,000"
"3688","  Blk 224 Serangoon Avenue 4","4 Room •New Generation • Built-1984","91 sqm / $426 psf(Built)","$418,000"
"3689","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"3690","  Blk 142 Jalan Bukit Merah","3 Room •New Generation • Built-1979","67 sqm / $457 psf(Built)","$330,000"
"3691","  Blk 288B Bukit Batok Street 25","5 Room •Improved • Built-1998","121 sqm / $445 psf(Built)","$580,000"
"3692","  Blk 46 Stirling Road","4 Room •Terrace • Built-1968","134 sqm / $671 psf(Built)","$968,888"
"3693","  Blk 241 Yishun Ring Road","3 Room •New Generation • Built-1986","67 sqm / $429 psf(Built)","$310,000"
"3694","  Blk 522A Tampines Central 7","4 Room •Model A • Built-2015","93 sqm / $549 psf(Built)","$550,000"
"3695","  Blk 307D Anchorvale Road","5 Room •Improved • Built-2001","110 sqm / $371 psf(Built)","$440,000"
"3696","  Blk 807A Chai Chee Road","3 Room •Standard • Built-2016","93 sqm / $667 psf(Built)","$668,000"
"3697","  Blk 25B Jalan Membina","4 Room •Model A • Built-2009","90 sqm / $792 psf(Built)","$768,000"
"3698","  Blk 889 Tampines Street 81","HDB Executive •Maisonette • Built-1989","146 sqm / $458 psf(Built)","$720,000"
"3699","  Blk 229 Pasir Ris Street 21","5 Room •Model A • Built-1993","130 sqm / $414 psf(Built)","$580,000"
"3700","  Blk 231 Pasir Ris Drive 4","5 Room •Improved • Built-1993","125 sqm / $371 psf(Built)","$500,000"
"3701","  Blk 533 Jurong West Street 52","5 Room •Improved • Built-1982","118 sqm / $433 psf(Built)","$550,000"
"3702","  Blk 90 Tanglin Halt Road","3 Room •Model A • Built-2008","60 sqm / $755 psf(Built)","$488,000"
"3703","  Blk 522B Tampines Central 7","5 Room •Model A • Built-2014","113 sqm / $598 psf(Built)","$728,000"
"3704","  Blk 288D Jurong East Street 21","5 Room •Improved • Built-2000","123 sqm / $550 psf(Built)","$729,000"
"3705","  Blk 164C Rivervale Crescent","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"3706","  Blk 92 Dawson Road","4 Room •New Generation • Built-2016","83 sqm / $938 psf(Built)","$838,000"
"3707","  Blk 308C Punggol Walk","3 Room •Model A • Built-2016","67 sqm / $581 psf(Built)","$419,000"
"3708","  Blk 2C Boon Tiong Road","5 Room •Standard • Built-2001","115 sqm / $757 psf(Built)","$938,000"
"3709","  Blk 336 Ubi Avenue 1","5 Room •Model A • Built-1986","121 sqm / $403 psf(Built)","$525,000"
"3710","  Blk 473C Upper Serangoon Crescent","5 Room •Improved • Built-2016","113 sqm / $525 psf(Built)","$639,000"
"3711","  Blk 10 Pine Close","3 Room •New Generation • Built-1981","68 sqm / $560 psf(Built)","$410,000"
"3712","  Blk 138D Lake Vista @ Yuan Ching","4 Room •New Generation • Built-2014","89 sqm / $699 psf(Built)","$670,000"
"3713","  Blk 6 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","154 sqm / $663 psf(Built)","$1,100,000"
"3714","  Blk 317A Anchorvale Road","5 Room •Improved • Built-2003","110 sqm / $421 psf(Built)","$499,000"
"3715","  Blk 665 Jalan Damai","HDB Executive •Maisonette • Built-2020","146 sqm / $515 psf(Built)","$810,000"
"3716","  Blk 310C Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $535 psf(Built)","$530,000"
"3717","  Blk 649 Pasir Ris Drive 10","HDB Executive •Built-1995","146 sqm / $405 psf(Built)","$638,000"
"3718","  Blk 220C Bedok Central","5 Room •Improved • Built-2010","112 sqm / $708 psf(Built)","$855,000"
"3719","  Blk 308B Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $605 psf(Built)","$730,000"
"3720","  Blk 520 Jelapang Road","4 Room •Model A • Built-1998","102 sqm / $364 psf(Built)","$400,000"
"3721","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"3722","  Blk 93 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $938 psf(Built)","$838,000"
"3723","  Blk 347B Adora Green","4 Room •Model A • Built-2013","92 sqm / $515 psf(Built)","$510,000"
"3724","  Blk 557 Ang Mo Kio Avenue 10","3 Room •New Generation • Built-1980","68 sqm / $487 psf(Built)","$357,000"
"3725","  Blk 245 Simei Street 5","5 Room •Improved • Built-1997","119 sqm / $593 psf(Built)","$760,000"
"3726","  Blk 25 Telok Blangah Crescent","5 Room •Standard • Built-1975","114 sqm / $431 psf(Built)","$530,000"
"3727","  Blk 6 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","154 sqm / $663 psf(Built)","$1,100,000"
"3728","  Blk 102 Henderson Crescent","4 Room •Improved • Built-1970","80 sqm / $458 psf(Built)","$395,000"
"3729","  Blk 434 Hougang Avenue 8","4 Room •Model A • Built-1989","105 sqm / $414 psf(Built)","$468,000"
"3730","  Blk 129 Bukit Merah View","3 Room •Improved • Built-1973","65 sqm / $413 psf(Built)","$288,888"
"3731","  Blk 73 Telok Blangah Heights","5 Room •Simplified • Built-1978","117 sqm / $490 psf(Built)","$618,000"
"3732","  Blk 868B Tampines Avenue 8","4 Room •Model A • Built-2015","92 sqm / $505 psf(Built)","$500,000"
"3733","  Blk 241 Yishun Ring Road","3 Room •New Generation • Built-1986","67 sqm / $429 psf(Built)","$310,000"
"3734","  Blk 664A Punggol Drive","5 Room •Model A • Built-2016","110 sqm / $506 psf(Built)","$599,900"
"3735","  Blk 4 Toh Yi Drive","5 Room •Improved • Built-1988","107 sqm / $683 psf(Built)","$790,000"
"3736","  Blk 138B The Peak @ Toa Payoh","4 Room •Model A • Built-2012","91 sqm / $906 psf(Built)","$888,000"
"3737","  Blk 131C Kim Tian Road","4 Room •Model A • Built-2002","86 sqm / $710 psf(Built)","$658,000"
"3738","  Blk 102 Lengkong Tiga","5 Room •Improved • Built-1989","125 sqm / $593 psf(Built)","$798,000"
"3739","  Blk 85A Lorong 4 Toa Payoh","3 Room •Improved • Built-1972","68 sqm / $434 psf(Built)","$318,000"
"3740","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $550 psf(Built)","$668,000"
"3741","  Blk 454 Tampines Street 42","Multi-Gen/Jumbo •Multi Generation • Built-1987","132 sqm / $492 psf(Built)","$700,000"
"3742","  Blk 18 Cantonment Close","4 Room •Model A • Built-2002","8 sqm / $8,666 psf(Built)","$780,000"
"3743","  Blk 7 Kim Tian Place","5 Room •Model A • Built-1984","131 sqm / $658 psf(Built)","$928,000"
"3744","  Blk 13 Holland Drive","4 Room •Improved • Built-1975","88 sqm / $633 psf(Built)","$600,000"
"3745","  Blk 138D Lake Vista @ Yuan Ching","4 Room •New Generation • Built-2014","89 sqm / $699 psf(Built)","$670,000"
"3746","  Blk 159 Bishan Street 13","HDB Executive •Maisonette • Built-1988","144 sqm / $529 psf(Built)","$820,000"
"3747","  Blk 101 Simei Street 1","5 Room •Standard • Built-1988","128 sqm / $457 psf(Built)","$630,000"
"3748","  Blk 671A Yishun Avenue 4","4 Room •Standard • Built-2016","93 sqm / $469 psf(Built)","$470,000"
"3749","  Blk 363 Clementi Avenue 2","4 Room •New Generation • Built-1978","90 sqm / $526 psf(Built)","$510,000"
"3750","  Blk 116 Lorong 2 Toa Payoh","3 Room •Improved • Built-1970","72 sqm / $463 psf(Built)","$358,000"
"3751","  Blk 217A Sumang Walk","4 Room •Model A • Built-2016","92 sqm / $565 psf(Built)","$560,000"
"3752","  Blk 307D Anchorvale Road","5 Room •Improved • Built-2001","110 sqm / $371 psf(Built)","$440,000"
"3753","  Blk 6 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","146 sqm / $699 psf(Built)","$1,100,000"
"3754","  Blk 11 Toh Yi Drive","4 Room •Model A • Built-1989","104 sqm / $571 psf(Built)","$640,000"
"3755","  Blk 4 Toh Yi Drive","5 Room •Improved • Built-1988","107 sqm / $683 psf(Built)","$790,000"
"3756","  Blk 229 Pasir Ris Street 21","5 Room •Model A • Built-1993","130 sqm / $414 psf(Built)","$580,000"
"3757","  Blk 82A Lorong 4 Toa Payoh","5 Room •Model A • Built-1996","123 sqm / $577 psf(Built)","$765,000"
"3758","  Blk 127D Kim Tian Road","4 Room •Standard • Built-2011","93 sqm / $844 psf(Built)","$845,000"
"3759","  Blk 339 Ang Mo Kio Avenue 1","3 Room •Improved • Built-1977","66 sqm / $401 psf(Built)","$285,000"
"3760","  Blk 87 Telok Blangah Heights","4 Room •Model A • Built-2003","90 sqm / $637 psf(Built)","$618,000"
"3761","  Blk 311 Trivelis","4 Room •Model A • Built-1978","82 sqm / $984 psf(Built)","$869,000"
"3762","  Blk 119D Kim Tian Road","4 Room •Model A • Built-2002","87 sqm / $598 psf(Built)","$560,000"
"3763","  Blk 271 Bishan Street 24","4 Room •Model A • Built-1992","104 sqm / $552 psf(Built)","$618,000"
"3764","  Blk 522A Tampines Central 7","4 Room •Model A • Built-2015","93 sqm / $549 psf(Built)","$550,000"
"3765","  Blk 46 Stirling Road","4 Room •Terrace • Built-1968","134 sqm / $671 psf(Built)","$968,888"
"3766","  Blk 7 Toh Yi Drive","HDB Executive •Apartment • Built-1989","142 sqm / $556 psf(Built)","$850,000"
"3767","  Blk 748C Belvia","4 Room •New Generation • Built-2014","87 sqm / $737 psf(Built)","$690,000"
"3768","  Blk 13 Dover Close East","5 Room •Simplified • Built-1978","117 sqm / $665 psf(Built)","$838,000"
"3769","  Blk 9 Lorong 7 Toa Payoh","3 Room •Improved • Built-1970","66 sqm / $507 psf(Built)","$360,000"
"3770","  Blk 289 Tampines Street 22","5 Room •Built-1985","121 sqm / $345 psf(Built)","$450,000"
"3771","  Blk 310B Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $663 psf(Built)","$800,000"
"3772","  Blk 1 St. Georges Road","4 Room •Improved • Built-1976","82 sqm / $462 psf(Built)","$408,000"
"3773","  Blk 190B Rivervale Drive","5 Room •Improved • Built-2000","115 sqm / $391 psf(Built)","$485,000"
"3774","  Blk 113 Commonwealth Crescent","3 Room •Standard • Built-1969","60 sqm / $414 psf(Built)","$268,000"
"3775","  Blk 288D Jurong East Street 21","5 Room •Improved • Built-2000","123 sqm / $550 psf(Built)","$729,000"
"3776","  Blk 92 Dawson Road","4 Room •New Generation • Built-2016","83 sqm / $938 psf(Built)","$838,000"
"3777","  Blk 6 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","128 sqm / $715 psf(Built)","$990,000"
"3778","  Blk 60 New Upper Changi Road","5 Room •Model A • Built-1977","118 sqm / $433 psf(Built)","$550,000"
"3779","  Blk 308A Punggol Walk","3 Room •Model A • Built-2016","67 sqm / $622 psf(Built)","$448,888"
"3780","  Blk 347B Adora Green","4 Room •Model A • Built-2013","92 sqm / $515 psf(Built)","$510,000"
"3781","  Blk 669B Edgefield Plains","4 Room •Model A • Built-2016","93 sqm / $519 psf(Built)","$520,000"
"3782","  Blk 264A Punggol Way","5 Room •Improved • Built-2015","112 sqm / $571 psf(Built)","$689,000"
"3783","  Blk 237 Yishun Ring Road","3 Room •Standard • Built-1985","67 sqm / $416 psf(Built)","$300,000"
"3784","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $550 psf(Built)","$668,000"
"3785","  Blk 28A Dover Crescent","4 Room •Model A • Built-2012","95 sqm / $768 psf(Built)","$786,000"
"3786","  Blk 840 Tampines Street 82","5 Room •Improved • Built-1986","122 sqm / $426 psf(Built)","$560,000"
"3787","  Blk 28 Bendemeer Road","3 Room •Improved • Built-1972","71 sqm / $549 psf(Built)","$420,000"
"3788","  Blk 310A Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $579 psf(Built)","$699,000"
"3789","  Blk 148 Tampines Avenue 5","HDB Executive •Maisonette • Built-1985","150 sqm / $482 psf(Built)","$780,000"
"3790","  Blk 150 Pasir Ris Street 13","5 Room •Model A • Built-1995","137 sqm / $406 psf(Built)","$599,000"
"3791","  Blk 367A Tampines Street 34","4 Room •Model A • Built-1997","100 sqm / $418 psf(Built)","$450,000"
"3792","  Blk 241 Yishun Ring Road","3 Room •New Generation • Built-1986","67 sqm / $429 psf(Built)","$310,000"
"3793","  Blk 259C Punggol Field","4 Room •Model A • Built-2016","93 sqm / $437 psf(Built)","$438,000"
"3794","  Blk 204 Clementi Avenue 6","5 Room •Improved • Built-1984","121 sqm / $536 psf(Built)","$698,000"
"3795","  Blk 133 Potong Pasir Avenue 1","HDB Executive •Na • Built-1984","149 sqm / $599 psf(Built)","$961,969"
"3796","  Blk 164A Rivervale Crescent","5 Room •Improved • Built-2017","113 sqm / $459 psf(Built)","$559,000"
"3797","  Blk 719 Woodlands Avenue 6","5 Room •Improved • Built-1997","120 sqm / $429 psf(Built)","$555,000"
"3798","  Blk 5 Toh Yi Drive","4 Room •Model A • Built-1989","104 sqm / $616 psf(Built)","$690,000"
"3799","  Blk 665 Choa Chu Kang Crescent","5 Room •Improved • Built-1999","124 sqm / $411 psf(Built)","$550,000"
"3800","  Blk 488A Choa Chu Kang Avenue 5","4 Room •Model A • Built-2016","93 sqm / $414 psf(Built)","$415,000"
"3801","  Blk 307B Anchorvale Road","HDB Executive •Apartment • Built-2001","125 sqm / $444 psf(Built)","$598,000"
"3802","  Blk 5 Tanjong Pagar Plaza","3 Room •Improved • Built-1977","59 sqm / $737 psf(Built)","$468,000"
"3803","  Blk 148 Tampines Avenue 5","HDB Executive •Maisonette • Built-1985","150 sqm / $482 psf(Built)","$780,000"
"3804","  Blk 37 Jalan Rumah Tinggi","Multi-Gen/Jumbo •Multi Generation • Built-1969","106 sqm / $687 psf(Built)","$785,000"
"3805","  Blk 720 Tampines Street 72","5 Room •Improved • Built-1997","119 sqm / $419 psf(Built)","$538,000"
"3806","  Blk 304 Jurong East Street 32","4 Room •New Generation • Built-1983","99 sqm / $422 psf(Built)","$450,000"
"3807","  Blk 274 Pasir Ris Street 21","5 Room •Improved • Built-1994","123 sqm / $421 psf(Built)","$558,000"
"3808","  Blk 204 Clementi Avenue 6","5 Room •Improved • Built-1984","121 sqm / $536 psf(Built)","$698,000"
"3809","  Blk 92 Dawson Road","4 Room •New Generation • Built-2016","83 sqm / $938 psf(Built)","$838,000"
"3810","  Blk 5 Toh Yi Drive","4 Room •Model A • Built-1989","104 sqm / $616 psf(Built)","$690,000"
"3811","  Blk 308B Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $605 psf(Built)","$730,000"
"3812","  Blk 6 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","128 sqm / $715 psf(Built)","$990,000"
"3813","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $550 psf(Built)","$668,000"
"3814","  Blk 28 Bendemeer Road","3 Room •Improved • Built-1972","71 sqm / $549 psf(Built)","$420,000"
"3815","  Blk 268C Punggol Field","4 Room •Model A • Built-2013","93 sqm / $519 psf(Built)","$520,000"
"3816","  Blk 673C Edgefield Plains","4 Room •Model A • Built-2015","90 sqm / $495 psf(Built)","$480,000"
"3817","  Blk 671A Edgefield Plains","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"3818","  Blk 10 Toh Yi Drive","HDB Executive •Maisonette • Built-1989","146 sqm / $704 psf(Built)","$1,108,000"
"3819","  Blk 311 Trivelis","4 Room •Model A • Built-1978","82 sqm / $984 psf(Built)","$869,000"
"3820","  Blk 217A Sumang Walk","4 Room •Model A • Built-2016","92 sqm / $565 psf(Built)","$560,000"
"3821","  Blk 673C Edgefield Plains","4 Room •Model A • Built-2015","90 sqm / $495 psf(Built)","$480,000"
"3822","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"3823","  Blk 470A Upper Serangoon Crescent","5 Room •Improved • Built-2015","112 sqm / $621 psf(Built)","$750,000"
"3824","  Blk 31 Marine Crescent","3 Room •Improved • Built-1975","65 sqm / $625 psf(Built)","$438,000"
"3825","  Blk 1 Toh Yi Drive","5 Room •Improved • Built-1988","127 sqm / $662 psf(Built)","$905,000"
"3826","  Blk 92 Dawson Road","4 Room •New Generation • Built-2016","83 sqm / $938 psf(Built)","$838,000"
"3827","  Blk 522B Tampines Central 7","5 Room •Model A • Built-2014","113 sqm / $598 psf(Built)","$728,000"
"3828","  Blk 618B Punggol Drive","5 Room •Model A • Built-2013","118 sqm / $508 psf(Built)","$646,000"
"3829","  Blk 308A Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $572 psf(Built)","$690,000"
"3830","  Blk 129 MARSILING RISE","5 Room •Improved • Built-1985","138 sqm / $308 psf(Built)","$458,000"
"3831","  Blk 418 Pasir Ris Drive 6","HDB Executive •Maisonette • Built-1989","146 sqm / $477 psf(Built)","$750,000"
"3832","  Blk 328 Ang Mo Kio Avenue 3","4 Room •New Generation • Built-1978","98 sqm / $426 psf(Built)","$450,000"
"3833","  Blk 11 Toh Yi Drive","4 Room •Model A • Built-1989","104 sqm / $571 psf(Built)","$640,000"
"3834","  Blk 91 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $963 psf(Built)","$860,000"
"3835","  Blk 889 Tampines Street 81","HDB Executive •Maisonette • Built-1989","146 sqm / $458 psf(Built)","$720,000"
"3836","  Blk 231 Pasir Ris Drive 4","5 Room •Improved • Built-1993","125 sqm / $371 psf(Built)","$500,000"
"3837","  Blk 82A Lorong 4 Toa Payoh","5 Room •Model A • Built-1996","123 sqm / $577 psf(Built)","$765,000"
"3838","  Blk 142 Marsiling Road","Multi-Gen/Jumbo •Multi Generation • Built-1995","158 sqm / $411 psf(Built)","$698,888"
"3839","  Blk 264A Punggol Way","5 Room •Improved • Built-2015","112 sqm / $571 psf(Built)","$689,000"
"3840","  Blk 475C Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $590 psf(Built)","$585,000"
"3841","  Blk 204 Clementi Avenue 6","5 Room •Improved • Built-1984","121 sqm / $536 psf(Built)","$698,000"
"3842","  Blk 275B Compassvale Link","4 Room •Standard • Built-2009","90 sqm / $593 psf(Built)","$575,000"
"3843","  Blk 69 Bedok South Avenue 3","3 Room •Model A • Built-1978","67 sqm / $381 psf(Built)","$275,000"
"3844","  Blk 208B Clementi Avenue 6","3 Room •Model A • Built-2016","68 sqm / $751 psf(Built)","$550,000"
"3845","  Blk 104 Bukit Purmei Road","3 Room •Model A • Built-1984","75 sqm / $470 psf(Built)","$380,000"
"3846","  Blk 38 Lorong 5 Toa Payoh","3 Room •Improved • Built-1970","67 sqm / $395 psf(Built)","$285,000"
"3847","  Blk 86 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $949 psf(Built)","$850,000"
"3848","  Blk 1G The Pinnacle@Duxton","4 Room •Model A • Built-2011","95 sqm / $1,103 psf(Built)","$1,128,000"
"3849","  Blk 367 Woodlands Avenue 5","4 Room •Model A • Built-1996","105 sqm / $387 psf(Built)","$438,000"
"3850","  Blk 177 Bishan Street 13","4 Room •Simplified • Built-1987","83 sqm / $503 psf(Built)","$450,000"
"3851","  Blk 107A Edgefield Plains","5 Room •Improved • Built-2003","110 sqm / $403 psf(Built)","$478,000"
"3852","  Blk 123 Paya Lebar Way","5 Room •Improved • Built-1980","118 sqm / $481 psf(Built)","$612,000"
"3853","  Blk 41 Sims Drive","3 Room •Improved • Built-1981","66 sqm / $394 psf(Built)","$280,000"
"3854","  Blk 440B Clementi Avenue 3","3 Room •Model A • Built-2018","69 sqm / $874 psf(Built)","$650,000"
"3855","  Blk 142 Bishan Street 12","5 Room •Built-1988","119 sqm / $577 psf(Built)","$740,000"
"3856","  Blk 609 Bedok Reservoir Road","4 Room •New Generation • Built-1982","96 sqm / $411 psf(Built)","$425,000"
"3857","  Blk 207 Bukit Batok Street 21","4 Room •Model A • Built-1983","104 sqm / $388 psf(Built)","$435,000"
"3858","  Blk 55 Strathmore Avenue","4 Room •Model A • Built-2002","95 sqm / $723 psf(Built)","$740,000"
"3859","  Blk 34 Chai Chee Avenue","5 Room •Simplified • Built-1975","117 sqm / $546 psf(Built)","$688,000"
"3860","  Blk 277C Compassvale Link","4 Room •Premium Apartment • Built-2009","90 sqm / $710 psf(Built)","$688,000"
"3861","  Blk 121A Rivervale Drive","4 Room •Model A • Built-2000","93 sqm / $388 psf(Built)","$388,888"
"3862","  Blk 177 Bishan Street 13","4 Room •Simplified • Built-1987","83 sqm / $503 psf(Built)","$450,000"
"3863","  Blk 59C Geylang Bahru","5 Room •Improved • Built-1998","122 sqm / $654 psf(Built)","$860,000"
"3864","  Blk 454 Tampines Street 42","Multi-Gen/Jumbo •Multi Generation • Built-1987","132 sqm / $492 psf(Built)","$700,000"
"3865","  Blk 230 Bishan Street 23","4 Room •Model A • Built-1992","109 sqm / $490 psf(Built)","$575,000"
"3866","  Blk 668A Edgefield Plains","5 Room •Model A • Built-2015","113 sqm / $549 psf(Built)","$668,000"
"3867","  Blk 107A Edgefield Plains","5 Room •Improved • Built-2003","110 sqm / $403 psf(Built)","$478,000"
"3868","  Blk 13 Farrer Park Road","5 Room •Improved • Built-2004","110 sqm / $707 psf(Built)","$838,000"
"3869","  Blk 931 Tampines Street 91","4 Room •Model A • Built-1984","102 sqm / $455 psf(Built)","$500,000"
"3870","  Blk 870 Tampines Street 83","4 Room •Model A • Built-1989","104 sqm / $375 psf(Built)","$420,000"
"3871","  Blk 279C Sengkang East Avenue","3 Room •Model A • Built-2015","67 sqm / $557 psf(Built)","$400,000"
"3872","  Blk 70B Telok Blangah Heights","3 Room •Model A • Built-2016","68 sqm / $901 psf(Built)","$660,000"
"3873","  Blk 10 Jalan Batu","5 Room •Simplified • Built-1986","132 sqm / $554 psf(Built)","$788,000"
"3874","  Blk 409 Jurong West Street 42","HDB Executive •Maisonette • Built-1985","148 sqm / $344 psf(Built)","$549,500"
"3875","  Blk 471A Fernvale Rivergrove","4 Room •Model A • Built-2016","93 sqm / $459 psf(Built)","$460,000"
"3876","  Blk 37 Jalan Rumah Tinggi","Multi-Gen/Jumbo •Multi Generation • Built-1969","106 sqm / $687 psf(Built)","$785,000"
"3877","  Blk 123 Paya Lebar Way","5 Room •Improved • Built-1980","118 sqm / $481 psf(Built)","$612,000"
"3878","  Blk 55 Strathmore Avenue","4 Room •Model A • Built-2002","95 sqm / $723 psf(Built)","$740,000"
"3879","  Blk 41 Sims Drive","3 Room •Improved • Built-1981","66 sqm / $394 psf(Built)","$280,000"
"3880","  Blk 34 Chai Chee Avenue","5 Room •Simplified • Built-1975","117 sqm / $546 psf(Built)","$688,000"
"3881","  Blk 279C Sengkang East Avenue","3 Room •Model A • Built-2015","67 sqm / $557 psf(Built)","$400,000"
"3882","  Blk 409 Jurong West Street 42","HDB Executive •Maisonette • Built-1985","148 sqm / $344 psf(Built)","$549,500"
"3883","  Blk 32 Holland Close","3 Room •Improved • Built-1974","59 sqm / $527 psf(Built)","$335,000"
"3884","  Blk 183 Stirling Road","5 Room •Improved • Built-2000","115 sqm / $662 psf(Built)","$820,000"
"3885","  Blk 177 Bishan Street 13","4 Room •Simplified • Built-1987","83 sqm / $503 psf(Built)","$450,000"
"3886","  Blk 70B Telok Blangah Heights","3 Room •Model A • Built-2016","68 sqm / $901 psf(Built)","$660,000"
"3887","  Blk 138A Lake Vista @ Yuan Ching","4 Room •Model A • Built-2014","91 sqm / $673 psf(Built)","$660,000"
"3888","  Blk 308C Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $555 psf(Built)","$550,000"
"3889","  Blk 38 Lorong 5 Toa Payoh","3 Room •Improved • Built-1970","67 sqm / $395 psf(Built)","$285,000"
"3890","  Blk 454 Tampines Street 42","Multi-Gen/Jumbo •Multi Generation • Built-1987","132 sqm / $492 psf(Built)","$700,000"
"3891","  Blk 533 Bedok North Street 3","3 Room •New Generation • Built-1980","68 sqm / $403 psf(Built)","$295,000"
"3892","  Blk 17 Joo Seng Heights","4 Room •Model A • Built-1983","106 sqm / $383 psf(Built)","$438,000"
"3893","  Blk 508 Hougang Avenue 10","HDB Executive •Maisonette • Built-1987","146 sqm / $496 psf(Built)","$780,000"
"3894","  Blk 121A Rivervale Drive","4 Room •Model A • Built-2000","93 sqm / $388 psf(Built)","$388,888"
