"","Address","Info","Area","Price"
"1241","  Blk 31 Teban Gardens Road","4 Room •New Generation • Built-1981","99 sqm / $389 psf(Built)","$415,000"
"1242","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"1243","  Blk 9 Jalan Kukoh","3 Room •Improved • Built-1982","66 sqm / $659 psf(Built)","$468,000"
"1244","  Blk 195 Kim Keat Avenue","3 Room •Standard • Built-1973","66 sqm / $352 psf(Built)","$250,000"
"1245","  Blk 573 Hougang Street 51","4 Room •Model A • Built-1997","100 sqm / $399 psf(Built)","$430,000"
"1246","  Blk 143 Lorong 2 Toa Payoh","5 Room •Improved • Built-2002","111 sqm / $694 psf(Built)","$830,000"
"1247","  Blk 208A Punggol Place","3 Room •Model A • Built-2014","67 sqm / $493 psf(Built)","$355,000"
"1248","  Blk 91 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $722 psf(Built)","$700,000"
"1249","  Blk 38 Jalan Rumah Tinggi","4 Room •Standard • Built-1997","100 sqm / $602 psf(Built)","$648,000"
"1250","  Blk 602 Choa Chu Kang Street 62","HDB Executive •Apartment • Built-1996","146 sqm / $432 psf(Built)","$680,000"
"1251","  Blk 51 Kent Road","4 Room •New Generation • Built-1982","91 sqm / $459 psf(Built)","$450,000"
"1252","  Blk 350 Ubi Avenue 1","3 Room •Simplified • Built-1985","64 sqm / $435 psf(Built)","$300,000"
"1253","  Blk 469B Sengkang West Way","5 Room •Improved • Built-2016","113 sqm / $460 psf(Built)","$560,000"
"1254","  Blk 119 Bishan Street 12","HDB Executive •Maisonette • Built-1987","144 sqm / $600 psf(Built)","$930,000"
"1255","  Blk 314A Punggol Way","4 Room •Model A • Built-2015","93 sqm / $449 psf(Built)","$450,000"
"1256","  Blk 308A Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $597 psf(Built)","$720,000"
"1257","  Blk 251 Tampines Street 21","4 Room •Model A • Built-1985","103 sqm / $476 psf(Built)","$528,000"
"1258","  Blk 427 Choa Chu Kang Avenue 4","4 Room •Model A • Built-1992","104 sqm / $402 psf(Built)","$450,000"
"1259","  Blk 313A Anchorvale Road","5 Room •Improved • Built-2003","110 sqm / $447 psf(Built)","$530,000"
"1260","  Blk 59C Geylang Bahru","5 Room •Improved • Built-1998","120 sqm / $501 psf(Built)","$648,000"
"1261","  Blk 501 Jelapang Road","5 Room •Improved • Built-1998","121 sqm / $399 psf(Built)","$520,000"
"1262","  Blk 145 Potong Pasir Avenue 2","4 Room •Model A • Built-1984","104 sqm / $534 psf(Built)","$598,000"
"1263","  Blk 331 Tah Ching Road","HDB Executive •Apartment • Built-1996","138 sqm / $436 psf(Built)","$648,000"
"1264","  Blk 87 Dawson Road","3 Room •Model A • Built-2016","65 sqm / $1,040 psf(Built)","$728,000"
"1265","  Blk 428 Clementi Avenue 3","3 Room •New Generation(modified • Built-1978","67 sqm / $443 psf(Built)","$320,000"
"1266","  Blk 117 Clementi Street 13","4 Room •Model A • Built-1984","108 sqm / $481 psf(Built)","$560,000"
"1267","  Blk 310B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $575 psf(Built)","$570,000"
"1268","  Blk 308 Hougang Avenue 5","4 Room •Model A • Built-1983","97 sqm / $363 psf(Built)","$380,000"
"1269","  Blk 139B The Peak @ Toa Payoh","4 Room •Built-2012","91 sqm / $877 psf(Built)","$860,000"
"1270","  Blk 207 Toa Payoh North","3 Room •Improved • Built-1973","76 sqm / $511 psf(Built)","$418,000"
"1271","  Blk 614A Edgefield Plains","4 Room •Model A • Built-2012","92 sqm / $494 psf(Built)","$490,000"
"1272","  Blk 603 Bedok Reservoir Road","5 Room •Improved • Built-1982","120 sqm / $379 psf(Built)","$490,000"
"1273","  Blk 145 Bishan Street 11","5 Room •Improved • Built-1987","122 sqm / $495 psf(Built)","$650,000"
"1274","  Blk 266C Punggol Way","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"1275","  Blk 155 Bishan Street 13","5 Room •Improved • Built-1987","121 sqm / $605 psf(Built)","$788,000"
"1276","  Blk 679B Punggol Drive","5 Room •Model A • Built-2016","113 sqm / $616 psf(Built)","$750,000"
"1277","  Blk 664A Punggol Drive","4 Room •Model A • Built-2016","90 sqm / $490 psf(Built)","$475,000"
"1278","  Blk 221B Bedok Central","4 Room •Standard • Built-2010","94 sqm / $726 psf(Built)","$735,000"
"1279","  Blk 2 Dover Road","3 Room •Improved • Built-2020","65 sqm / $407 psf(Built)","$285,000"
"1280","  Blk 4 Changi Village Road","3 Room •Improved • Built-1980","66 sqm / $422 psf(Built)","$300,000"
"1281","  Blk 410 Jurong West Street 42","HDB Executive •Maisonette • Built-1985","148 sqm / $350 psf(Built)","$558,000"
"1282","  Blk 226 Bishan Street 23","4 Room •Model A • Built-1989","102 sqm / $489 psf(Built)","$538,000"
"1283","  Blk 310B Punggol Walk","4 Room •Model A • Built-2015","93 sqm / $497 psf(Built)","$498,000"
"1284","  Blk 241 Pasir Ris Street 21","HDB Executive •Apartment • Built-1993","147 sqm / $398 psf(Built)","$630,000"
"1285","  Blk 127 Bukit Merah Lane 1","3 Room •New Generation • Built-1979","67 sqm / $499 psf(Built)","$360,000"
"1286","  Blk 119 Ang Mo Kio Avenue 3","3 Room •Standard • Built-1978","67 sqm / $552 psf(Built)","$398,000"
"1287","  Blk 573 Hougang Street 51","4 Room •Model A • Built-1997","100 sqm / $399 psf(Built)","$430,000"
"1288","  Blk 661A Edgedale Plains","4 Room •New Generation • Built-2016","92 sqm / $484 psf(Built)","$480,000"
"1289","  Blk 672D Edgefield Plains","4 Room •Model A • Built-2014","90 sqm / $495 psf(Built)","$480,000"
"1290","  Blk 469B Sengkang West Way","5 Room •Improved • Built-2016","113 sqm / $460 psf(Built)","$560,000"
"1291","  Blk 55 Chai Chee Drive","3 Room •Model A • Built-1984","76 sqm / $366 psf(Built)","$300,000"
"1292","  Blk 530C Pasir Ris One","3 Room •Model A • Built-2015","105 sqm / $786 psf(Built)","$888,888"
"1293","  Blk 663C Punggol Drive","5 Room •Improved • Built-2016","112 sqm / $541 psf(Built)","$653,000"
"1294","  Blk 649 Pasir Ris Drive 10","HDB Executive •Apartment • Built-1995","145 sqm / $408 psf(Built)","$637,999"
"1295","  Blk 310B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $553 psf(Built)","$548,000"
"1296","  Blk 669B Edgefield Plains","5 Room •Improved • Built-2015","113 sqm / $532 psf(Built)","$648,000"
"1297","  Blk 87 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $1,063 psf(Built)","$950,000"
"1298","  Blk 671A Jurong West Street 65","5 Room •Standard • Built-2002","115 sqm / $484 psf(Built)","$600,000"
"1299","  Blk 17B Circuit Road","4 Room •Model A • Built-2016","93 sqm / $787 psf(Built)","$788,000"
"1300","  Blk 289 Yishun Avenue 6","4 Room •Standard • Built-1987","84 sqm / $353 psf(Built)","$320,000"
"1301","  Blk 310B Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $603 psf(Built)","$728,000"
"1302","  Blk 447 Bright Hill Drive","5 Room •Improved • Built-1990","125 sqm / $505 psf(Built)","$680,000"
"1303","  Blk 230B Tampines Street 24","5 Room •Improved • Built-1993","125 sqm / $434 psf(Built)","$585,000"
"1304","  Blk 714 Clementi West Street 2","3 Room •New Generation • Built-1980","82 sqm / $362 psf(Built)","$320,000"
"1305","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $549 psf(Built)","$668,000"
"1306","  Blk 211B Punggol Walk","4 Room •Model A • Built-2014","95 sqm / $487 psf(Built)","$499,000"
"1307","  Blk 155 Bishan Street 13","5 Room •Improved • Built-1987","121 sqm / $605 psf(Built)","$788,000"
"1308","  Blk 260B Punggol Way","5 Room •Improved • Built-2016","113 sqm / $518 psf(Built)","$630,000"
"1309","  Blk 1C The Pinnacle@Duxton","5 Room •Model A • Built-2010","106 sqm / $1,007 psf(Built)","$1,150,000"
"1310","  Blk 571 Ang Mo Kio Avenue 3","3 Room •New Generation • Built-1979","67 sqm / $416 psf(Built)","$300,000"
"1311","  Blk 288A Bukit Batok Street 25","HDB Executive •Executive Apartment • Built-1997","144 sqm / $534 psf(Built)","$828,000"
"1312","  Blk 361 Hougang Avenue 5","5 Room •Improved • Built-1992","123 sqm / $755 psf(Built)","$1,000,000"
"1313","  Blk 119C Kim Tian Road","5 Room •Improved • Built-2003","110 sqm / $724 psf(Built)","$858,000"
"1314","  Blk 226 Bishan Street 23","5 Room •Model A • Built-1992","139 sqm / $508 psf(Built)","$760,000"
"1315","  Blk 455 Sin Ming Avenue","4 Room •New Generation • Built-1990","95 sqm / $489 psf(Built)","$499,999"
"1316","  Blk 87 Dawson Road","3 Room •Model A(modified) • Built-2016","65 sqm / $900 psf(Built)","$630,000"
"1317","  Blk 616 Woodlands Avenue 4","5 Room •Improved • Built-1998","122 sqm / $319 psf(Built)","$420,000"
"1318","  Blk 224 Serangoon Avenue 4","4 Room •New Generation • Built-1984","92 sqm / $464 psf(Built)","$460,000"
"1319","  Blk 370 Woodlands Avenue 1","4 Room •Model A • Built-1996","104 sqm / $379 psf(Built)","$425,000"
"1320","  Blk 91 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $923 psf(Built)","$825,000"
"1321","  Blk 315B Punggol Way","3 Room •Model A • Built-2016","68 sqm / $543 psf(Built)","$398,000"
"1322","  Blk 944 Hougang Street 92","4 Room •Model A • Built-1998","102 sqm / $389 psf(Built)","$428,000"
"1323","  Blk 443D Fajar Road","5 Room •Improved • Built-2016","113 sqm / $542 psf(Built)","$660,000"
"1324","  Blk 293B Compassvale Crescent","5 Room •Improved • Built-2015","113 sqm / $489 psf(Built)","$595,000"
"1325","  Blk 668A Edgefield Plains","4 Room •Model A • Built-2016","93 sqm / $514 psf(Built)","$515,000"
"1326","  Blk 221B Bedok Central","4 Room •Model A • Built-2010","94 sqm / $719 psf(Built)","$728,000"
"1327","  Blk 424 Serangoon Central","HDB Executive •Na • Built-1989","146 sqm / $604 psf(Built)","$950,000"
"1328","  Blk 88 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $963 psf(Built)","$860,000"
"1329","  Blk 2 Marine Terrace","5 Room •Improved • Built-1975","122 sqm / $662 psf(Built)","$870,000"
"1330","  Blk 415 Bedok North Avenue 2","5 Room •Improved • Built-1978","119 sqm / $459 psf(Built)","$588,000"
"1331","  Blk 286B Toh Guan Road","HDB Executive •Apartment • Built-1998","143 sqm / $528 psf(Built)","$813,000"
"1332","  Blk 308B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $544 psf(Built)","$538,888"
"1333","  Blk 270 Tampines Street 21","4 Room •Model A • Built-1984","105 sqm / $384 psf(Built)","$435,000"
"1334","  Blk 201 Clementi Avenue 6","HDB Executive •Maisonette • Built-1985","148 sqm / $514 psf(Built)","$820,000"
"1335","  Blk 167 Bishan Street 13","4 Room •Model A • Built-1988","104 sqm / $445 psf(Built)","$499,000"
"1336","  Blk 120 Kim Tian Place","4 Room •Model A • Built-2001","101 sqm / $754 psf(Built)","$820,000"
"1337","  Blk 172 Yishun Avenue 7","3 Room •Simplified • Built-1988","64 sqm / $403 psf(Built)","$278,000"
"1338","  Blk 322 Serangoon Avenue 3","HDB Executive •Maisonette • Built-1986","146 sqm / $508 psf(Built)","$800,000"
"1339","  Blk 22 Eunos Crescent","5 Room •Simplified • Built-1977","123 sqm / $377 psf(Built)","$500,000"
"1340","  Blk 530C Pasir Ris One","3 Room •Model A • Built-2015","105 sqm / $786 psf(Built)","$888,888"
"1341","  Blk 572A Woodlands Avenue 1","5 Room •Improved • Built-2013","112 sqm / $466 psf(Built)","$560,000"
"1342","  Blk 760 Pasir Ris Street 71","4 Room •Model A • Built-1996","104 sqm / $384 psf(Built)","$430,000"
"1343","  Blk 808A Choa Chu Kang Avenue 1","4 Room •Improved • Built-2015","92 sqm / $505 psf(Built)","$499,999"
"1344","  Blk 115 Lengkong Tiga","4 Room •Model A • Built-1989","106 sqm / $534 psf(Built)","$610,000"
"1345","  Blk 147 Silat Avenue","4 Room •New Generation • Built-1982","94 sqm / $593 psf(Built)","$600,000"
"1346","  Blk 588B Park Central @ Amk","5 Room •Model A • Built-2011","120 sqm / $619 psf(Built)","$800,000"
"1347","  Blk 661C Edgedale Plains","5 Room •Improved • Built-2016","112 sqm / $518 psf(Built)","$625,000"
"1348","  Blk 553 Serangoon North Avenue 3","4 Room •Model A • Built-1997","101 sqm / $358 psf(Built)","$390,000"
"1349","  Blk 38D Bendemeer Road","4 Room •Model A • Built-2012","89 sqm / $730 psf(Built)","$700,000"
"1350","  Blk 131B Kim Tian Road","5 Room •Improved • Built-2002","110 sqm / $707 psf(Built)","$838,000"
"1351","  Blk 310C Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $570 psf(Built)","$688,000"
"1352","  Blk 131 Simei Street 1","4 Room •Model A • Built-1988","103 sqm / $428 psf(Built)","$475,000"
"1353","  Blk 211C Compassvale Lane","4 Room •Model A • Built-2013","95 sqm / $454 psf(Built)","$465,000"
"1354","  Blk 52 Commonwealth 10","4 Room •Model A • Built-2015","95 sqm / $792 psf(Built)","$810,000"
"1355","  Blk 162 Mei Ling Street","3 Room •Improved • Built-1970","66 sqm / $518 psf(Built)","$368,000"
"1356","  Blk 75B Redhill Road","4 Room •Model A • Built-2005","100 sqm / $827 psf(Built)","$890,000"
"1357","  Blk 332C Anchorvale Link","5 Room •Improved • Built-2015","112 sqm / $605 psf(Built)","$730,000"
"1358","  Blk 119B Kim Tian Road","4 Room •Model A • Built-2001","92 sqm / $757 psf(Built)","$750,000"
"1359","  Blk 15 Farrer Park Road","4 Room •Model A • Built-2004","76 sqm / $696 psf(Built)","$570,000"
"1360","  Blk 419 Woodlands Street 41","Multi-Gen/Jumbo •Multi Generation • Built-1995","177 sqm / $403 psf(Built)","$769,000"
"1361","  Blk 52 Strathmore Avenue","5 Room •Improved • Built-2006","110 sqm / $717 psf(Built)","$850,000"
"1362","  Blk 77A Redhill Road","4 Room •New Generation • Built-2005","89 sqm / $751 psf(Built)","$720,000"
"1363","  Blk 841 Jurong West Street 81","HDB Executive •Apartment • Built-1993","147 sqm / $328 psf(Built)","$520,000"
"1364","  Blk 819 Tampines Street 81","3 Room •New Generation • Built-1984","68 sqm / $464 psf(Built)","$340,000"
"1365","  Blk 526C Pasir Ris Street 51","4 Room •Model A • Built-2014","93 sqm / $514 psf(Built)","$515,000"
"1366","  Blk 260B Punggol Way","4 Room •Model A • Built-2015","93 sqm / $478 psf(Built)","$479,000"
"1367","  Blk 209A Punggol Place","4 Room •Model A • Built-2014","92 sqm / $424 psf(Built)","$420,000"
"1368","  Blk 523A Tampines Central 7","5 Room •Improved • Built-2015","113 sqm / $534 psf(Built)","$650,000"
"1369","  Blk 10B Bedok South Avenue 2","HDB Executive •Apartment • Built-1995","141 sqm / $545 psf(Built)","$828,000"
"1370","  Blk 308C Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $555 psf(Built)","$550,000"
"1371","  Blk 110B Punggol Field","4 Room •Improved • Built-2003","110 sqm / $396 psf(Built)","$468,888"
"1372","  Blk 5 Haig Road","4 Room •New Generation • Built-1976","92 sqm / $494 psf(Built)","$490,000"
"1373","  Blk 33 Bedok South Avenue 2","3 Room •Na • Built-1978","73 sqm / $508 psf(Built)","$400,000"
"1374","  Blk 151 Tampines Street 12","HDB Executive •Maisonette • Built-1984","150 sqm / $526 psf(Built)","$850,000"
"1375","  Blk 454 Tampines Street 42","HDB Executive •Multi Generation • Built-1987","132 sqm / $456 psf(Built)","$648,000"
"1376","  Blk 124 Tampines Street 11","HDB Executive •Maisonette • Built-1986","146 sqm / $636 psf(Built)","$1,000,000"
"1377","  Blk 252 Tampines Street 21","3 Room •New Generation • Built-1985","67 sqm / $510 psf(Built)","$368,000"
"1378","  Blk 21 Bedok South Road","5 Room •Model A • Built-1976","117 sqm / $586 psf(Built)","$738,000"
"1379","  Blk 285C Toh Guan Road","HDB Executive •Maisonette • Built-1998","145 sqm / $486 psf(Built)","$760,000"
"1380","  Blk 190 Punggol Central","HDB Executive •Apartment • Built-2004","128 sqm / $421 psf(Built)","$580,000"
"1381","  Blk 70A Telok Blangah Heights","4 Room •Model A • Built-2016","95 sqm / $674 psf(Built)","$690,000"
"1382","  Blk 633B Senja Road","4 Room •Model A • Built-2013","93 sqm / $449 psf(Built)","$450,000"
"1383","  Blk 308A Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $543 psf(Built)","$538,000"
"1384","  Blk 297A Compassvale Street","HDB Executive •Na • Built-2001","134 sqm / $450 psf(Built)","$650,000"
"1385","  Blk 501 Ang Mo Kio Avenue 5","5 Room •Standard • Built-1981","121 sqm / $387 psf(Built)","$505,000"
"1386","  Blk 520C Centrale 8 At Tampines","3 Room •Model A • Built-2014","62 sqm / $772 psf(Built)","$515,000"
"1387","  Blk 131B Kim Tian Road","5 Room •Improved • Built-2002","110 sqm / $707 psf(Built)","$838,000"
"1388","  Blk 603 Bedok Reservoir Road","5 Room •Improved • Built-1982","120 sqm / $348 psf(Built)","$450,000"
"1389","  Blk 719 Pasir Ris Street 72","5 Room •Improved • Built-1996","124 sqm / $418 psf(Built)","$558,888"
"1390","  Blk 6 Holland Close","3 Room •Improved • Built-1974","65 sqm / $540 psf(Built)","$378,000"
"1391","  Blk 17A Circuit Road","4 Room •Model A • Built-2015","93 sqm / $769 psf(Built)","$770,000"
"1392","  Blk 226 Ang Mo Kio Avenue 1","4 Room •New Generation • Built-1978","91 sqm / $409 psf(Built)","$400,888"
"1393","  Blk 86 Dawson Road","5 Room •Improved • Built-2016","108 sqm / $816 psf(Built)","$950,000"
"1394","  Blk 432 Choa Chu Kang Avenue 4","4 Room •Model A • Built-1993","107 sqm / $389 psf(Built)","$449,000"
"1395","  Blk 291 Bishan Street 24","4 Room •Model A • Built-1998","102 sqm / $546 psf(Built)","$600,000"
"1396","  Blk 101A Lorong 2 Toa Payoh","HDB Executive •Apartment • Built-1993","146 sqm / $604 psf(Built)","$950,000"
"1397","  Blk 295 Tampines Street 22","4 Room •Model A • Built-1984","105 sqm / $402 psf(Built)","$455,000"
"1398","  Blk 138C Lake Vista @ Yuan Ching","3 Room •New Generation • Built-2014","75 sqm / $631 psf(Built)","$510,000"
"1399","  Blk 665C Punggol Drive","4 Room •Model A • Built-2016","93 sqm / $509 psf(Built)","$510,000"
"1400","  Blk 672D Edgefield Plains","4 Room •Model A • Built-2015","90 sqm / $490 psf(Built)","$475,000"
"1401","  Blk 504C Yishun Street 51","5 Room •Improved • Built-2015","112 sqm / $418 psf(Built)","$505,000"
"1402","  Blk 147 Lorong 2 Toa Payoh","4 Room •New Generation • Built-2006","91 sqm / $591 psf(Built)","$580,000"
"1403","  Blk 337 Jurong East Avenue 1","HDB Executive •Apartment • Built-1985","147 sqm / $388 psf(Built)","$615,000"
"1404","  Blk 59C Geylang Bahru","5 Room •Model A • Built-1998","120 sqm / $657 psf(Built)","$850,000"
"1405","  Blk 401 Serangoon Avenue 1","4 Room •Na • Built-1989","105 sqm / $546 psf(Built)","$618,000"
"1406","  Blk 86 Dawson Road","5 Room •Model A • Built-2016","108 sqm / $1,032 psf(Built)","$1,200,000"
"1407","  Blk 618A Punggol Drive","4 Room •Model A • Built-2013","93 sqm / $449 psf(Built)","$450,000"
"1408","  Blk 90 Dawson Road","4 Room •Model A • Built-2016","95 sqm / $929 psf(Built)","$950,000"
"1409","  Blk 272C Sengkang Central","4 Room •Model A • Built-2009","90 sqm / $552 psf(Built)","$535,000"
"1410","  Blk 487B Tampines Street 45","4 Room •Model A • Built-1989","105 sqm / $371 psf(Built)","$420,000"
"1411","  Blk 6 Lorong Lew Lian","4 Room •New Generation • Built-1978","98 sqm / $454 psf(Built)","$480,000"
"1412","  Blk 751 Jurong West Street 73","4 Room •Model A • Built-1992","103 sqm / $347 psf(Built)","$385,000"
"1413","  Blk 331 Tah Ching Road","HDB Executive •Apartment • Built-1996","139 sqm / $433 psf(Built)","$648,000"
"1414","  Blk 86 Dawson Road","5 Room •Model A • Built-2016","104 sqm / $1,063 psf(Built)","$1,190,000"
"1415","  Blk 308A Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $543 psf(Built)","$538,000"
"1416","  Blk 270B Punggol Field","5 Room •Improved • Built-2013","115 sqm / $484 psf(Built)","$600,000"
"1417","  Blk 807A Chai Chee Road","3 Room •Model A • Built-2016","68 sqm / $710 psf(Built)","$520,000"
"1418","  Blk 488D Choa Chu Kang Avenue 5","5 Room •Improved • Built-2016","113 sqm / $435 psf(Built)","$530,000"
"1419","  Blk 698C Hougang Street 52","HDB Executive •Multi Generation • Built-1999","141 sqm / $434 psf(Built)","$660,000"
"1420","  Blk 172 Lorong 1 Toa Payoh","5 Room •Improved • Built-1995","120 sqm / $619 psf(Built)","$800,000"
"1421","  Blk 475C Parkland Residences","4 Room •Built-2014","92 sqm / $590 psf(Built)","$585,000"
"1422","  Blk 103 Bedok Reservoir Road","4 Room •New Generation • Built-1985","91 sqm / $397 psf(Built)","$390,000"
"1423","  Blk 1 St. Georges Road","4 Room •Improved • Built-1976","84 sqm / $459 psf(Built)","$415,000"
"1424","  Blk 475D Parkland Residences","5 Room •Dbss • Built-2014","112 sqm / $630 psf(Built)","$760,000"
"1425","  Blk 62A Strathmore Avenue","5 Room •Improved • Built-2011","118 sqm / $699 psf(Built)","$888,000"
"1426","  Blk 698D Hougang Street 52","HDB Executive •Apartment • Built-1999","141 sqm / $438 psf(Built)","$665,000"
"1427","  Blk 336 Ubi Avenue 1","5 Room •Improved • Built-1986","120 sqm / $406 psf(Built)","$525,000"
"1428","  Blk 311B Trivelis","4 Room •Model A • Built-2014","82 sqm / $869 psf(Built)","$768,000"
"1429","  Blk 635A Senja Road","4 Room •Model A • Built-2015","93 sqm / $487 psf(Built)","$488,000"
"1430","  Blk 86 Dawson Road","5 Room •Improved • Built-2016","104 sqm / $1,063 psf(Built)","$1,190,000"
"1431","  Blk 705 Bedok North Road","4 Room •New Generation • Built-1980","92 sqm / $454 psf(Built)","$450,000"
"1432","  Blk 183 Bishan Street 13","5 Room •Improved • Built-1987","121 sqm / $605 psf(Built)","$788,888"
"1433","  Blk 172B Edgedale Plains","5 Room •Improved • Built-2004","110 sqm / $369 psf(Built)","$438,000"
"1434","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $549 psf(Built)","$668,000"
"1435","  Blk 664B Punggol Drive","5 Room •Improved • Built-2016","110 sqm / $523 psf(Built)","$620,000"
"1436","  Blk 535 Upper Cross Street","3 Room •Improved • Built-1980","60 sqm / $678 psf(Built)","$438,000"
"1437","  Blk 4 Marine Terrace","3 Room •Simplified • Built-1975","65 sqm / $468 psf(Built)","$328,000"
"1438","  Blk 289D Punggol Place","5 Room •Model A • Built-2013","115 sqm / $494 psf(Built)","$612,000"
"1439","  Blk 77 Indus Road","3 Room •Improved • Built-1973","63 sqm / $589 psf(Built)","$400,000"
"1440","  Blk 418A Fernvale Link","2 Room •Built-2017","47 sqm / $588 psf(Built)","$298,000"
"1441","  Blk 221 Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1985","149 sqm / $423 psf(Built)","$680,000"
"1442","  Blk 19 Queen's Close","4 Room •Model A • Built-1996","107 sqm / $607 psf(Built)","$700,000"
"1443","  Blk 312 Jurong East Street 32","4 Room •Model A • Built-1984","104 sqm / $402 psf(Built)","$450,000"
"1444","  Blk 311B Trivelis","4 Room •Model A • Built-2014","82 sqm / $869 psf(Built)","$768,000"
"1445","  Blk 2C Geylang Serai","4 Room •Model A • Built-2011","95 sqm / $674 psf(Built)","$690,000"
"1446","  Blk 684B Woodlands Drive 73","5 Room •Improved • Built-2000","121 sqm / $367 psf(Built)","$478,888"
"1447","  Blk 475D Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $655 psf(Built)","$649,000"
"1448","  Blk 504 Ang Mo Kio Avenue 8","3 Room •New Generation(modified) • Built-1980","68 sqm / $475 psf(Built)","$348,000"
"1449","  Blk 530C Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $701 psf(Built)","$650,000"
"1450","  Blk 605 Hougang Avenue 4","4 Room •Simplified • Built-1985","84 sqm / $475 psf(Built)","$430,000"
"1451","  Blk 668B Edgefield Plains","5 Room •Model A • Built-2016","113 sqm / $547 psf(Built)","$665,000"
"1452","  Blk 4 Marine Terrace","3 Room •Simplified • Built-1975","65 sqm / $468 psf(Built)","$328,000"
"1453","  Blk 519B Centrale 8 At Tampines","4 Room •Model A • Built-2014","84 sqm / $724 psf(Built)","$655,000"
"1454","  Blk 313 Hougang Avenue 5","3 Room •Improved • Built-1983","68 sqm / $437 psf(Built)","$320,000"
"1455","  Blk 290F Bukit Batok Street 24","5 Room •Improved • Built-1997","121 sqm / $422 psf(Built)","$550,000"
"1456","  Blk 291 Bishan Street 24","4 Room •Model A • Built-1998","102 sqm / $546 psf(Built)","$600,000"
"1457","  Blk 52 Kent Road","4 Room •New Generation • Built-1982","92 sqm / $523 psf(Built)","$518,000"
"1458","  Blk 4 Toh Yi Drive","5 Room •Improved • Built-1988","122 sqm / $609 psf(Built)","$800,000"
"1459","  Blk 221 Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1985","149 sqm / $373 psf(Built)","$599,000"
"1460","  Blk 342 Clementi Avenue 5","5 Room •Na • Built-1979","125 sqm / $468 psf(Built)","$630,000"
"1461","  Blk 131C Kim Tian Road","4 Room •Model A • Built-2002","86 sqm / $710 psf(Built)","$658,000"
"1462","  Blk 533 Bedok North Street 3","3 Room •New Generation(modified • Built-1980","68 sqm / $434 psf(Built)","$318,000"
"1463","  Blk 290F Bukit Batok Street 24","5 Room •Improved • Built-1997","121 sqm / $422 psf(Built)","$550,000"
"1464","  Blk 91 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $951 psf(Built)","$850,000"
"1465","  Blk 842 Sims Avenue","HDB Executive •Maisonette • Built-1985","147 sqm / $575 psf(Built)","$910,000"
"1466","  Blk 63 Marine Drive","3 Room •Improved • Built-1976","87 sqm / $534 psf(Built)","$500,000"
"1467","  Blk 221 Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1985","149 sqm / $373 psf(Built)","$599,000"
"1468","  Blk 460 Clementi Avenue 3","4 Room •Model A • Built-2002","92 sqm / $565 psf(Built)","$560,000"
"1469","  Blk 293C Compassvale Crescent","5 Room •Improved • Built-2015","113 sqm / $509 psf(Built)","$620,000"
"1470","  Blk 58 Marine Terrace","3 Room •Improved • Built-1975","65 sqm / $514 psf(Built)","$360,000"
"1471","  Blk 216 Serangoon Avenue 4","5 Room •Improved • Built-1985","121 sqm / $522 psf(Built)","$680,000"
"1472","  Blk 226 Bishan Street 23","5 Room •Model A • Built-1992","139 sqm / $508 psf(Built)","$760,000"
"1473","  Blk 123 Paya Lebar Way","5 Room •Improved • Built-1980","117 sqm / $501 psf(Built)","$632,000"
"1474","  Blk 226 Bishan Street 23","4 Room •Model A • Built-1989","102 sqm / $489 psf(Built)","$538,000"
"1475","  Blk 202 MARSILING DRIVE","3 Room •New Generation • Built-1981","68 sqm / $434 psf(Built)","$318,000"
"1476","  Blk 262 Boon Lay Drive","4 Room •Model A • Built-1995","111 sqm / $383 psf(Built)","$458,000"
"1477","  Blk 808B Chai Chee Road","3 Room •Model A • Built-2016","68 sqm / $628 psf(Built)","$460,000"
"1478","  Blk 119 Ang Mo Kio Avenue 3","3 Room •Standard • Built-1978","67 sqm / $552 psf(Built)","$398,000"
"1479","  Blk 661A Edgedale Plains","4 Room •New Generation • Built-2016","92 sqm / $484 psf(Built)","$480,000"
